signal,ic_all,n_all,ic_deep_bear,n_deep_bear,ic_bear,n_bear,ic_neutral,n_neutral,ic_bull,n_bull,ic_strong_bull,n_strong_bull
rs_acceleration_score,0.06803601697019439,695,,6,0.1406098382423332,138,0.054391736974812595,345,0.0362133085755483,182,,5
h1_oversold_value_score,0.04186311373867837,695,,6,0.1190297821818777,138,0.011910138501778274,345,,182,,5
h6_dynamic_leader_score,0.001174789803547571,695,,6,-0.02604010915362166,138,-0.004777912333999014,345,0.007443249138354118,182,,5
stage2_overext_penalty,,695,,6,,138,,345,,182,,5
theme_phase_multiplier_primary,-0.022690808110469866,695,,6,-0.11910615493551965,138,-9.279246892562358e-05,345,-0.019375310342531628,182,,5
theme_phase_multiplier_max,0.0031342578228254615,695,,6,-0.08739061496865037,138,0.0034908498145933674,345,0.04913037338507716,182,,5
explosion_entry_score,,695,,6,,138,,345,,182,,5
explosion_exit_score,,695,,6,,138,,345,,182,,5
explosion_net_score,,695,,6,,138,,345,,182,,5
