portfolio,rebalance_date,implied_return,target_weight_sum,names,implied_equity,target_turnover,name_jaccard,broker_month_end_equity,broker_month_end_return,broker_trade_count,broker_fees_usd,broker_gross_traded_usd,return_gap
main,2019-04-30,-0.007225939974598802,0.9999999999999994,18.0,99277.40600254013,0.4999999999999997,,,,,,,
main,2019-05-31,0.0495497484654067,0.999999999999999,19.0,104196.57649826404,0.6424366068555127,0.27586206896551724,98977.09467228888,0.0,18.0,247.8929776287079,99157.19105148315,0.0495497484654067
main,2019-06-30,0.006800257278374912,0.9999999999999987,27.0,104905.14002597811,0.5533149307307671,0.6428571428571429,100473.64075068948,0.015120125351786085,28.0,230.5295041036606,92211.80164146423,-0.008319868073411172
main,2019-07-31,0.016980450510918427,0.9999999999999984,33.0,106686.47656453018,0.5580225871976823,0.7647058823529411,101359.672775259,0.008818551989850487,26.0,209.3762777376175,83750.511095047,0.00816189852106794
main,2019-08-31,-0.0085031168845902,0.9999999999999991,19.0,105779.3089842969,0.4829276360530748,0.23809523809523808,102948.131140728,0.015671502501700463,31.0,268.6206292819977,107448.25171279907,-0.02417461938629066
main,2019-09-30,0.014011318654329693,0.999999999999999,24.0,107261.41658951067,0.5666444464228021,0.5925925925925926,99235.5648691082,-0.03606249312622101,39.0,244.5089882183075,97803.595287323,0.0500738117805507
main,2019-10-31,0.0028807578004267607,0.9999999999999984,35.0,107570.41075203572,0.5560164563868335,0.6388888888888888,100758.78565220592,0.015349545146509103,26.0,270.25777162790297,108103.1086511612,-0.012468787346082342
main,2019-11-30,0.02716563168229215,0.9999999999999978,43.0,110492.6289104384,0.559117144264811,0.7333333333333333,100888.96197198152,0.0012919599907144086,35.0,270.6940930509567,108277.63722038269,0.02587367169157774
main,2019-12-31,0.06804918604162499,0.9999999999999992,18.0,118011.56237139307,0.42548469818658907,0.22,102710.17313196896,0.018051639390374685,41.0,267.8389517831802,107135.5807132721,0.04999754665125031
main,2020-01-31,-0.03082589832879127,0.9999999999999994,18.0,114373.74994811071,0.39277487444378095,0.44,109164.57875445845,0.06284095747941576,50.0,214.72344493150712,85889.37797260284,-0.09366685580820702
main,2020-02-29,-0.053347729666870104,0.9999999999999989,19.0,108272.17005489272,0.649575502494374,0.27586206896551724,101681.27062741756,-0.06855069851799578,24.0,202.4772096824646,80990.88387298584,0.015202968851125674
