ticker,target_weight,Name,sector,portfolio_sleeve_label
MRVL,0.5,MARVELL TECHNOLOGY INC,Information Technology,future_winner
CIEN,0.25,CIENA CORP,Information Technology,future_winner
MU,0.25,MICRON TECHNOLOGY INC,Information Technology,future_winner
