ticker,shares,price,price_date,market_value_usd,cost_basis,current_weight
ETR,2523.0,111.58999633789062,2026-05-08,281541.56076049805,106.05122375488281,0.41610461960918643
PEG,1734.0,77.12999725341797,2026-05-08,133743.41523742676,83.82633209228516,0.19766620875539
PR,13250.0,19.719999313354492,2026-05-08,261289.99090194702,18.6336612701416,0.38617379252376816
ON,0.0,103.19999694824219,2026-05-08,0.0,,0.0
MU,0.0,746.8099975585938,2026-05-08,0.0,,0.0
WDC,0.0,480.0,2026-05-08,0.0,,0.0
SNDK,0.0,1562.3399658203125,2026-05-08,0.0,,0.0
