row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,ON,2776.0,103.19999694824219,286483.1915283203,0.3367417903820928
equity,WDC,473.0,480.0,227040.0,0.2668703028631001
equity,MU,262.0,746.8099975585938,195664.21936035156,0.2299901756526122
equity,SNDK,90.0,1562.3399658203125,140610.59692382812,0.16527833239439438
cash,CASH,0.0,1.0,952.3288274956867,0.0011193987078005412
