portfolio_kind,ticker,current_weight,watchlist_source,target_weight,forward_pe_final,valuation_blueprint_score,fcf_margin,sales_growth_yoy,eps_growth_yoy,market_cap_live,dollar_vol_20d,score,rs_benchmark_3m,rs_benchmark_6m,price_available,price_latest_date,close,ret_1m,ret_3m,ret_6m,spy_excess_3m,qqq_excess_3m,price_to_ma50,price_to_ma200,drawdown_from_63d_high,decision_cadence,weekly_review_action,weekly_review_reason,full_universe_rerank_today
concentrated,BE,0.2775922640212315,current_holding,,12268.852,-3.19600160242542,,0.3886654169505354,2.095853821982949,78079841766.0,2896349781.315384,3.150662514625691,0.6585688423480813,1.42391374513835,True,2026-06-15,274.5,-0.09528362055690431,0.7861791585265934,1.5185797355745185,0.6631428358897753,0.5454014004958943,1.0902444360088464,1.8251608847140943,-0.10841887863266031,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,SNDK,0.1606453320862574,current_holding,,,,,,,,13712603075.487976,2.9700088076338216,0.9987716034133824,5.200687189580406,True,2026-06-12,1980.0999755859375,0.36819994217131535,1.9928055231088022,7.503392469277156,1.8697692004719841,1.7763236756890013,1.5309794908000358,3.455314116090337,0.0,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,WDC,0.1158802702113782,current_holding,,,,,0.0,0.0,,2595950888.599243,4.878779770335544,0.5270285660284366,2.436683956206765,True,2026-06-12,562.9299926757812,0.13962387900102802,1.0679303857715068,2.096159746695555,0.9448940631346887,0.8514485383517059,1.2536877634210546,2.2196264826333105,-0.052234831284133865,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,MRVL,0.1158309933814626,current_holding,,,,,0.4208728521145077,,,4061827861.1780167,4.785268448791353,0.9969445232732436,0.8230587708984227,True,2026-06-12,279.70001220703125,0.5717899241570858,2.1850674669754473,2.028456679811982,2.062031144338629,1.9685856195556464,1.528482247577026,2.5789848537590125,-0.1160761663524863,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,STM,0.1061161013586189,current_holding,,223.8023,-0.1266818146753909,,-0.0753075777760363,,70170296320.0,984818182.7377127,4.80358865578479,1.23864992059994,1.9306687402593916,True,2026-06-15,78.94999694824219,0.2263125243306947,1.366260236778452,2.02533473069556,1.243223914141634,1.1254824787477529,1.354992568031403,2.211328513908212,-0.009534589699656815,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,CIEN,0.06210397863963,current_holding,,,,,0.1879353566851933,,,1232155463.157959,2.590693832319197,1.0464990676109815,1.8361557038828804,True,2026-06-12,445.9800109863281,-0.22827480161726788,0.32189224178011777,1.0102772085488834,0.1988559191432997,0.10541039436031685,0.8535476459681428,1.4712143238908946,-0.28870811644923744,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,LITE,0.0614331653287035,current_holding,,162.9856,-1.6194560702320262,,0.0,0.0,74473271240.23438,5311814525.638733,4.980918589434931,0.4043657882521239,1.4779374110407053,True,2026-06-15,957.239990234375,-0.04448948147137244,0.5319761044306359,1.572603401476874,0.40893978179381785,0.2911983463999368,1.0596625167629012,1.9088219439927778,-0.09101784149208414,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,PWR,0.0526266699070994,current_holding,,96.134,-1.2234112839609614,,0.2030559551586537,0.1221205539225891,108696065264.57214,808678265.9509277,3.8168275597198096,0.1345272994946151,0.457412891567452,True,2026-06-15,724.3499755859375,-0.07144144226615623,0.2621376156731272,0.5520788820036207,0.13910129303630914,0.021359857642428093,1.0609701219173862,1.3973244080743612,-0.0775431911335327,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,ON,0.0514770007201756,current_holding,,,,,0.0,0.0,,867855126.8667603,2.533457993780009,0.5863013136933835,0.8999736782688832,True,2026-06-12,116.79000091552734,0.009333694923515212,0.994705421645889,1.119600801266452,0.871669099009071,0.7782235742260881,1.1542612611928416,1.740102149791119,-0.1279772470513496,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
main,MU,0.0463564066701792,current_holding,,,,,0.0,0.0,,17979766739.189453,3.1888517343814438,0.1527786108009887,1.2862497516909122,True,2026-06-12,981.6099853515625,0.22147005386478003,1.3045134305303252,2.7253769110780333,1.1814771078935071,1.0880315831105243,1.44855695280993,2.5725219484631516,-0.09073979993073145,weekly_holdings_watchlist_refresh,HOLD_REVIEW,weekly hold refresh,False
