months,cagr,sharpe,max_dd,terminal_multiple,avg_monthly_return,vol_ann,model,cash_cap,single_name_cap,avg_cash_weight,avg_turnover_monthly,delta_cagr_vs_base,delta_max_dd_vs_base,production_activation_allowed
83,0.37056733459361846,1.847556729931794,-0.13397035466785956,8.849001591598343,0.027935685083125585,0.1814440745264058,cash0.00_cap0.18,0.0,0.18,-2.7901877595530572e-18,0.5165265869643442,0.004552522345590226,-0.08310975523503839,False
83,0.3705473078680348,1.847597722212302,-0.13412963908753084,8.84810729430494,0.027934379273063834,0.18143156773076372,cash0.00_cap0.22,0.0,0.22,-9.614130107823268e-19,0.5169056120766857,0.004532495620006571,-0.08326903965470966,False
83,0.37053751844689975,1.847612003121866,-0.1342130841784933,8.847670173949377,0.027933752078430303,0.18142609182814126,cash0.00_cap0.25,0.0,0.25,-1.4630197990165842e-19,0.5171173831088448,0.004522706198871518,-0.08335248474567214,False
83,0.37052170200149726,1.8476258051697432,-0.13435735939604554,8.846963972016866,0.02793275687738626,0.18141827289419168,cash0.00_cap0.33,0.0,0.33,1.6040967082074691e-18,0.51748238152016,0.004506889753469023,-0.08349675996322437,False
83,0.3616782682498445,1.8528049278260352,-0.12988597582094064,8.459577416053277,0.02731489906556801,0.17690949752136675,cash0.03_cap0.18,0.03,0.18,0.028046391824795344,0.507286648753397,-0.004336543998183728,-0.07902537638811946,False
83,0.36161689332512625,1.8527350810744734,-0.13004233677748167,8.456940452831278,0.027310881314174095,0.17689014426176103,cash0.03_cap0.22,0.03,0.22,0.028046391824795344,0.5075384680098743,-0.004397918922901978,-0.0791817373446605,False
83,0.3615859020665426,1.852693134258779,-0.1301244820666918,8.45560918585415,0.027308862346054882,0.17688107225796276,cash0.03_cap0.25,0.03,0.25,0.028046391824795337,0.5076767764359231,-0.0044289101814856124,-0.07926388263387063,False
83,0.36153415479725526,1.8526125414546633,-0.1302668363246433,8.453386718906785,0.02730550673513905,0.17686703155123124,cash0.03_cap0.33,0.03,0.33,0.028046391824795344,0.5079258523162266,-0.0044806574507729735,-0.07940623689182214,False
83,0.35653824418959634,1.857248264784546,-0.12715922912000377,8.24115896280037,0.026953061818455026,0.17414836129028838,cash0.05_cap0.18,0.05,0.18,0.04564998934697687,0.50197012847845,-0.009476568058431889,-0.0762986296871826,False
83,0.35645439706101834,1.8571088609928745,-0.1273136217576598,8.237636374580587,0.02694756521568462,0.17412591656868745,cash0.05_cap0.22,0.05,0.22,0.04564998934697687,0.5021451888081668,-0.009560415187009896,-0.07645302232483864,False
83,0.35641189570766674,1.8570316580118646,-0.1273948922289425,8.235851298339286,0.026944788069750467,0.17411520985224893,cash0.05_cap0.25,0.05,0.25,0.04564998934697687,0.5022405148313674,-0.009602916540361495,-0.07653429279612134,False
83,0.3563406541032754,1.856891911934598,-0.12753595416898744,8.232859860620692,0.026940147269814092,0.17409832266486577,cash0.05_cap0.33,0.05,0.33,0.04564998934697687,0.502425054714779,-0.009674158144752809,-0.07667535473616627,False
83,0.3507253456939381,1.8684895282142104,-0.12305933611977948,7.999977350017413,0.02653480386878956,0.17041446666805732,cash0.08_cap0.18,0.08,0.18,0.06992052078563522,0.49612631195729284,-0.015289466554090136,-0.07219873668695831,False
83,0.35060776461505183,1.8682343472069596,-0.12321087378777063,7.995161819320571,0.0265270918963057,0.1703882081129541,cash0.08_cap0.22,0.08,0.22,0.06992052078563522,0.49622208357307235,-0.0154070476329764,-0.07235027435494945,False
83,0.3505479579219408,1.8680983330895435,-0.1232908826101412,7.992713388936535,0.02652317719073205,0.17037546720701913,cash0.08_cap0.25,0.08,0.25,0.06992052078563522,0.4962783992393315,-0.01546685432608741,-0.07243028317732003,False
83,0.35044736929395315,1.867859735791074,-0.12343009246176051,7.98859683063652,0.026516605626434635,0.17035501189946267,cash0.08_cap0.33,0.08,0.33,0.06992052078563525,0.496384036539227,-0.015567442954075084,-0.07256949302893934,False
