as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status,target_weight,position_state,is_emerging_seat,cleanup_action,cleanup_reason,projected_weight_after_cleanup_review,operator_review_only
2026-06-17,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,234.0,1958.800048828125,458359.2114257813,0.372631194803808,1119.0437627286992,196502.9709472656,6113.041766357422,2026-03-02,2026-05-01,107.0,2.0,234.0,1119.0437627286992,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.25,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.25,True
2026-06-17,current_broker_ledger_mark_to_market,concentrated,equity,BE,959.0,284.989990234375,273305.4006347656,0.2221884396477471,290.5199890136719,-5303.268829345703,0.0,2026-05-01,2026-05-01,47.0,1.0,959.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-17,current_broker_ledger_mark_to_market,concentrated,equity,WDC,375.0,712.1300048828125,267048.7518310547,0.2171019867935709,393.2225926078456,119590.27960311258,111667.94839108145,2026-02-02,2026-05-01,135.0,2.0,375.0,403.8657980957031,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0,EXIT_REVIEW,False,FULL_EXIT_REVIEW,no current production target weight,0.0,True
2026-06-17,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,222.0,436.7200012207031,96951.8402709961,0.0788187063291059,438.8716954408288,-477.67611686789314,81218.23248449407,2026-03-02,2026-05-01,107.0,2.0,222.0,471.4986382561761,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-17,current_broker_ledger_mark_to_market,concentrated,equity,LITE,65.0,869.97998046875,56548.69873046875,0.0459722607231755,536.9706999558874,21645.60323333607,267082.5209926619,2026-02-02,2026-05-01,135.0,2.0,65.0,634.0240051269532,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0,BUY_REVIEW,False,FULL_EXIT_REVIEW,concentrated position below minimum meaningful weight,0.0,True
2026-06-17,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,77847.39583182795,0.0632874117025924,1.0,0.0,0.0,,,,0.0,0.0,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `reentry_holdback_only`.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0,RESERVE_CASH,False,CASH_NO_ACTION,cash row,0.0632874117025924,True
2026-06-17,current_broker_ledger_mark_to_market,main,equity,SNDK,61.0,1958.800048828125,119486.80297851562,0.155004470608665,768.0426355580814,72636.20220947266,1582.1990454101565,2026-03-02,2026-05-01,107.0,2.0,61.0,768.0426355580814,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.12,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.12,True
2026-06-17,current_broker_ledger_mark_to_market,main,equity,WDC,155.0,712.1300048828125,110380.15075683594,0.1431908495940288,337.1980602539812,58114.451417468845,31445.09167121524,2026-02-02,2026-05-01,135.0,2.0,155.0,368.93892054403983,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.1101040441087198,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.1101040441087198,True
2026-06-17,current_broker_ledger_mark_to_market,main,equity,MRVL,314.0,289.5400085449219,90915.56268310548,0.1179403776190876,164.9499969482422,39121.26364135742,-1578.127056159973,2026-05-01,2026-05-01,47.0,1.0,314.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0850553340548542,EXIT_REVIEW,False,TRIM_REVIEW,current weight materially above target,0.0850553340548542,True
2026-06-17,current_broker_ledger_mark_to_market,main,equity,STM,1157.0,73.36000061035156,84877.52070617676,0.1101075167774178,55.75,20374.77070617676,0.0,2026-05-01,2026-05-01,47.0,1.0,1157.0,55.75,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.1056930257439846,EXIT_REVIEW,False,HOLD_REVIEW,current weight already aligned enough for review,0.1056930257439846,True
2026-06-17,current_broker_ledger_mark_to_market,main,equity,CIEN,105.0,436.7200012207031,45855.60012817383,0.0594862599477888,384.76830967147407,5454.927612669053,23171.32769834321,2026-03-02,2026-05-01,107.0,2.0,105.0,409.0625723702567,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,recovery,simulated_broker_replay,blocked_by_safety_audit,0.0928122939585701,BUY_REVIEW,False,INCREASE_TO_MEANINGFUL_WEIGHT_REVIEW,target is meaningful and current is under target,0.0928122939585701,True
