schema_version,portfolio,status,metric_mode,production_mutation_allowed,live_trading_enabled,latest_run,price_cache,broker_cagr,broker_max_dd,cash_drag,name_contribution_status,observations,start_date,end_date,alpha_daily,stock_selection_residual_alpha,spy_beta,qqq_beta,smh_soxx_semiconductor_beta,sector_theme_beta_proxy,sector_theme_beta_method,r_squared,residual_vol_annualized,spy_factor_annualized,qqq_growth_factor_annualized,semiconductor_factor_annualized,top_1_winner_contribution,top_3_winner_contribution,top_5_winner_contribution,top_5_positive_share,position_concentration_alpha
alpha-beta-attribution-v1,main,completed,broker_ledger_next_close,False,False,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs,/home/runner/work/r1000-quant-engine/r1000-quant-engine/cache_prices,0.3488015189573288,-0.2604774681891311,0.04478858232815651,completed,1751,2019-07-02,2026-06-18,0.0004891090712908496,0.12325548596529409,0.5077669873659004,0.6922168521157042,0.4213684914481852,1.1135853435638894,QQQ-minus-SPY plus SMH/SOXX-minus-QQQ proxy; not official sector ETF attribution,0.48234564026617444,0.18916912041130363,0.08524343545505553,0.044538212453426027,0.08202447983934105,1.115975869937203,2.8855898225324665,4.218557111667429,0.3801984764343003,0.9803732680284272
alpha-beta-attribution-v1,concentrated,completed,broker_ledger_next_close,False,False,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs,/home/runner/work/r1000-quant-engine/r1000-quant-engine/cache_prices,0.4466882020910221,-0.2587263200220502,0.07782973785727815,completed,1732,2019-07-02,2026-06-18,0.0009477556897715433,0.23883443382242892,0.31479444943227824,0.8404265099309671,0.32098767226551755,1.1614141821964847,QQQ-minus-SPY plus SMH/SOXX-minus-QQQ proxy; not official sector ETF attribution,0.24081901971180453,0.2624854763873604,0.057646491253447285,0.060432839034595426,0.06304347259960447,4.28828290968551,6.709759314773459,7.64911497056613,0.7039332580187737,8.74653755968781
