horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-26,2026-06-23,0.07502057317483302,1.5693343186089268,-0.12746871368949053,1.7043755212788403,0.7156020132821979,701246.3923135577,753854.2986017046,0.1606740220146799,0.1566867356081573,main,portfolio
3M,completed,2026-03-23,2026-06-23,0.3612986867059267,2.402590299569346,-0.12746871368949053,2.638110016448636,0.520575091256585,553775.8215472042,753854.2986017046,0.3032192667571202,0.1566867356081573,main,portfolio
6M,completed,2025-12-23,2026-06-23,0.7502358230018698,2.075124875037113,-0.1279800783869538,2.712351078372026,0.4635998738122752,430715.8433706104,753854.2986017046,0.23957011525421298,0.1566867356081573,main,portfolio
YTD,completed,2026-01-02,2026-06-23,0.7426865627511532,2.252672709731439,-0.1279800783869538,2.76636746644375,0.474369756508726,432581.69008407695,753854.2986017046,0.22282232597353616,0.1566867356081573,main,portfolio
1Y,completed,2025-06-23,2026-06-23,1.5385666152749962,1.5401869456209853,-0.1279800783869538,2.6124401147830896,0.38751316372495387,296960.61315296293,753854.2986017046,0.18710642862525842,0.1566867356081573,main,portfolio
2Y,completed,2024-06-24,2026-06-23,1.9009966915269363,0.7050985630116644,-0.24309590921860602,1.8040460330311878,0.3277384740608212,259860.44755015365,753854.2986017046,0.22198648056441184,0.1566867356081573,main,portfolio
FULL,completed,2019-06-03,2026-06-23,6.547446013616689,0.3317251824277603,-0.2601521797250256,1.219271408004465,0.26452054605135467,99882.039201293,753854.2986017046,0.26695988403658716,0.1566867356081573,main,portfolio
1M,completed,2026-05-26,2026-06-23,0.11020959488539894,2.911034982888679,-0.15010183415495715,2.2001204426877723,0.7665645833507378,1316060.319346192,1461102.7939860846,0.06610255755499242,0.0611500836788997,concentrated,portfolio
3M,completed,2026-03-23,2026-06-23,0.3319053733501227,2.120130886448466,-0.15010183415495715,2.3610050943874046,0.5510141392624289,1097001.951655915,1461102.7939860846,0.39386357364690183,0.0611500836788997,concentrated,portfolio
6M,completed,2025-12-23,2026-06-23,1.0962532516823345,3.416672698136459,-0.15010183415495715,3.222210483032244,0.5126596068341003,697006.8109916997,1461102.7939860846,0.30734518803355765,0.0611500836788997,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-23,1.0286053626265508,3.4910545115478016,-0.15010183415495715,3.211954658060365,0.5172990112095996,720249.892317307,1461102.7939860846,0.31706832432764387,0.0611500836788997,concentrated,portfolio
1Y,completed,2025-06-23,2026-06-23,3.159744827900025,3.163808128821608,-0.15010183415495715,3.2602916117601803,0.47465493287915755,351248.1785388017,1461102.7939860846,0.20717483770147788,0.0611500836788997,concentrated,portfolio
2Y,completed,2024-06-24,2026-06-23,4.243420976576254,1.293758589668656,-0.23233238389636135,2.3885845795216687,0.3803780511085522,278654.4892186259,1461102.7939860846,0.29790850239072925,0.0611500836788997,concentrated,portfolio
FULL,completed,2019-06-03,2026-06-23,13.617027117385364,0.4625165956610744,-0.2581939668489144,1.4213839483552773,0.30359888507989274,99958.95760829929,1461102.7939860846,0.42180778323142404,0.0611500836788997,concentrated,portfolio
1M,completed,2026-05-26,2026-06-23,-0.02014435433949613,-0.2331459048276977,-0.04494652583696357,-1.505804232264861,0.16956521024613105,748.6613159179688,733.5800170898438,,,SPY,benchmark
3M,completed,2026-03-23,2026-06-23,0.12220375169208575,0.5804841913644212,-0.04494652583696357,3.091547674539439,0.15309719278796488,653.6959228515625,733.5800170898438,,,SPY,benchmark
6M,completed,2025-12-23,2026-06-23,0.07197871771314057,0.14968707535156134,-0.08884968175523733,1.0903680733817505,0.1395688388702141,684.3233032226562,733.5800170898438,,,SPY,benchmark
YTD,completed,2026-01-02,2026-06-23,0.07949487187225168,0.17637410048526103,-0.08884968175523733,1.2287402994364818,0.14237579968620806,679.55859375,733.5800170898438,,,SPY,benchmark
1Y,completed,2025-06-23,2026-06-23,0.2358714834941047,0.23605076251252366,-0.08884968175523733,1.7679204132391682,0.12471924808884394,593.5730590820312,733.5800170898438,,,SPY,benchmark
2Y,completed,2024-06-24,2026-06-23,0.3836205646113813,0.17666702617614272,-0.18755234489427308,1.0492451424309306,0.16964202705555725,530.188720703125,733.5800170898438,,,SPY,benchmark
FULL,completed,2011-06-24,2026-06-23,6.531921943645985,0.14411160626847686,-0.3371726113109915,0.8711256642439943,0.17205528766888795,97.39612579345703,733.5800170898438,,,SPY,benchmark
1M,completed,2026-05-26,2026-06-23,-0.021698201455281896,-0.2488585014888295,-0.07031997684181479,-0.7576534515601901,0.31705781215755496,729.4783935546875,713.6500244140625,,,QQQ,benchmark
3M,completed,2026-03-23,2026-06-23,0.21502424812825072,1.1667630775817912,-0.07031997684181479,3.36554305772301,0.24044821264339736,587.3545532226562,713.6500244140625,,,QQQ,benchmark
6M,completed,2025-12-23,2026-06-23,0.1498531907760714,0.3234309574326757,-0.11723576957706383,1.4878591933431693,0.20677479574400026,620.6444702148438,713.6500244140625,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-06-23,0.166713016111546,0.3873986254011852,-0.11723576957706383,1.6792157088835606,0.2112070014029828,611.6757202148438,713.6500244140625,,,QQQ,benchmark
1Y,completed,2025-06-23,2026-06-23,0.3487954449997306,0.3490718950319438,-0.11964363794311839,1.7653807524017016,0.179399944614343,529.1017456054688,713.6500244140625,,,QQQ,benchmark
2Y,completed,2024-06-24,2026-06-23,0.5215087820478119,0.2340272696357364,-0.2276829964487821,1.0679187277025974,0.22087992009594923,469.041015625,713.6500244140625,,,QQQ,benchmark
FULL,completed,2011-06-24,2026-06-23,13.942476372311681,0.19758282216372214,-0.3511871449632855,0.970451346840845,0.20890824256503,47.759822845458984,713.6500244140625,,,QQQ,benchmark
