rebalance_date,regime_label,rebalance_action,reported_cash_weight,period_end_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2019-04-30,balanced,initial_rebalance,0.0,0.1878976104526885,0.0,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0,False,False,False,False,False,14,14.0,0.0,-0.0079110056986898,2019-05-31,no_cash
2019-05-31,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2798623796626938,0.3088448476142963,0.2798623796626938,0.7201376203373056,0.9999999999999993,0.0,0.28,0.2798623796626938,0.0,False,True,True,False,True,20,14.0,-0.0079110056986898,0.0,2019-06-28,confirmed_macro_defense_cash
2019-06-28,balanced,rebalance,0.0,0.0265160505009165,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,False,24,14.0,0.0,0.0,2019-07-31,no_cash
2019-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,0.0,2019-08-30,no_cash
2019-08-30,balanced,rebalance,0.0,0.0,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,False,14,14.0,0.0,0.0,2019-09-30,no_cash
2019-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,0.0,2019-10-31,no_cash
2019-10-31,growth_reentry_alert,rebalance,0.0,0.0,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,24,16.0,0.0,-0.0041188620208444,2019-11-29,no_cash
2019-11-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,True,31,16.0,-0.0041188620208444,0.0,2019-12-31,no_cash
2019-12-31,balanced,rebalance,0.0,0.0,0.0,0.9999999999999997,0.9999999999999997,0.0,0.0,0.0,0.0,False,False,False,False,False,14,14.0,0.0,0.0,2020-01-31,no_cash
2020-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1923480595770453,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,-0.0412914334521115,2020-02-28,no_cash
2020-02-28,risk_off_alert,rebalance,0.2799999999999999,0.8686709874039561,0.2799999999999999,0.7199999999999994,0.9999999999999993,0.0,0.28,0.2799999999999999,0.0,False,True,True,False,False,14,14.0,-0.0412914334521115,-0.0958468757289988,2020-03-31,confirmed_macro_defense_cash
2020-03-31,systemic_alert,"partial_rebalance:core_compounder,early_scout",0.3999999999999999,0.3556701603064195,0.3999999999999999,0.5999999999999993,0.9999999999999992,0.0,0.4,0.3999999999999999,0.0,False,True,True,False,True,14,14.0,-0.0958468757289988,0.0,2020-04-30,confirmed_macro_defense_cash
2020-04-30,balanced,rebalance,0.0,0.0,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,19,14.0,0.0,0.0,2020-05-29,no_cash
2020-05-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0014095575674086,0.0013477436035764,0.0014095575674086,0.9985904424325907,0.9999999999999992,0.0,0.0,0.0,0.0014095575674086,False,False,False,False,True,14,14.0,0.0,0.0,2020-06-30,no_cash
2020-06-30,balanced,rebalance,0.0062391717967992,0.0058108065614566,0.0062391717967992,0.9937608282032002,0.9999999999999994,0.0,0.0,0.0,0.0062391717967992,False,False,False,False,False,14,14.0,0.0,0.0,2020-07-31,cap_limited_leftover
2020-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.047684375938889,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,0.0,0.0,2020-08-31,no_cash
2020-08-31,balanced,rebalance,0.0,0.2100226571450167,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,False,13,14.0,0.0,-0.0303939560070459,2020-09-30,no_cash
2020-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2255343967433799,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,False,False,False,True,14,14.0,-0.0303939560070459,-0.0296053592069816,2020-10-30,no_cash
2020-10-30,risk_off_alert,rebalance,0.2762029781267411,0.3565853844967357,0.2762029781267411,0.723797021873258,0.9999999999999991,0.0,0.28,0.2762029781267411,0.0,False,True,True,False,False,20,14.0,-0.0296053592069816,0.0,2020-11-30,confirmed_macro_defense_cash
2020-11-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.0,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,True,25,14.0,0.0,0.0,2020-12-31,no_cash
2020-12-31,balanced,rebalance,0.0,0.2415357887797229,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,False,13,14.0,0.0,-0.0203772261348926,2021-01-29,no_cash
2021-01-29,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2771040607849508,0.437208922809349,0.2771040607849508,0.7228959392150482,0.9999999999999991,0.0,0.28,0.2771040607849508,0.0,False,True,True,False,True,21,14.0,-0.0203772261348926,0.0,2021-02-26,confirmed_macro_defense_cash
2021-02-26,risk_off_alert,rebalance,0.28,0.3895259090066538,0.28,0.7199999999999994,0.9999999999999994,0.0,0.28,0.28,0.0,False,True,True,False,False,13,14.0,0.0,-0.0038056759691723,2021-03-31,confirmed_macro_defense_cash
