rebalance_date,ticker,Name,sector,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,risk_adjusted_return,hard_stop,risk_exit_proxy,target_n,weighting_mode,active_rebalance_interval_months,raw_score,concentrated_score,portfolio_sleeve_label
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.3639599638960951,0.3639599638960951,,hold,hold,0.01267176727904995,0.01267176727904995,-0.08,False,3,score_power,1,1.469979370861247,0.5960899205129397,early_scout
2019-04-30,VICI,VICI PPTYS INC,Real Estate,0.3248815841112373,0.3248815841112373,,hold,hold,-0.027133640271647552,-0.027133640271647552,-0.08,False,3,score_power,1,1.5511578644759756,0.5811624570225031,early_scout
2019-04-30,NOW,SERVICENOW INC,Information Technology,0.31115845199266756,0.31115845199266756,,hold,hold,-0.04085514798744905,-0.04085514798744905,-0.08,False,3,score_power,1,5.108029266922926,0.5757090174729356,future_winner
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.07224007715479197,0.07224007715479197,-0.08,False,3,score_power,1,6.0312758779708835,0.7963155679751547,early_scout
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.26044141553894257,0.26044141553894257,,hold,hold,0.005619954001941263,0.005619954001941263,-0.08,False,3,score_power,1,2.9622705435433367,0.6122167127447573,early_scout
2019-05-31,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.23955858446105752,0.23955858446105752,,hold,hold,0.09155014686733964,0.09155014686733964,-0.08,False,3,score_power,1,1.8791944811013712,0.5958018727955315,early_scout
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.01582498576658886,0.01582498576658886,-0.08,False,3,score_power,1,6.009462510435544,0.7704714722674193,early_scout
2019-06-28,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.2935407235962046,0.2935407235962046,,hold,hold,-0.000603736551590961,-0.000603736551590961,-0.08,False,3,score_power,1,3.2357283624539828,0.6550118671619044,early_scout
2019-06-28,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.20645927640379533,0.20645927640379533,,hold,hold,-0.00809620280402834,-0.00809620280402834,-0.08,False,3,score_power,1,2.0720042190047336,0.5994416039419479,early_scout
2019-07-31,V,VISA INC CLASS A,Financials,0.5000000000000001,0.5000000000000001,,hold,hold,0.008875650883467312,0.008875650883467312,-0.08,False,3,score_power,1,5.92187700925445,0.7658655876350813,early_scout
2019-07-31,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.26452351436692123,0.26452351436692123,,hold,hold,-0.07328873371473732,-0.07328873371473732,-0.08,False,3,score_power,1,2.0840115725805823,0.593085570720493,early_scout
2019-07-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.23547648563307877,0.23547648563307877,,hold,hold,-0.0022581092489180055,-0.0022581092489180055,-0.08,False,3,score_power,1,3.2380812806656647,0.5710678906092878,early_scout
2019-08-30,V,VISA INC CLASS A,Financials,0.46795530730244533,0.46795530730244533,,hold,hold,-0.041546400635253944,-0.041546400635253944,-0.08,False,3,score_power,1,5.609354707667223,0.7671950711408748,early_scout
2019-08-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.30622803431650986,0.30622803431650986,,hold,hold,0.010446891089568089,0.010446891089568089,-0.08,False,3,score_power,1,4.33014963171859,0.6984380336450924,early_scout
2019-08-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.2258166583810448,0.2258166583810448,,hold,hold,0.02324058196237333,0.02324058196237333,-0.08,False,3,score_power,1,3.8403034091682784,0.6573096871456172,early_scout
2019-09-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.39681256464285714,0.39681256464285714,,hold,hold,0.02358127307911917,0.02358127307911917,-0.08,False,3,score_power,1,4.730366494569374,0.6977641439319502,early_scout
2019-09-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.3283008540863846,0.3283008540863846,,hold,hold,0.014784458549515156,0.014784458549515156,-0.08,False,3,score_power,1,4.033473935171701,0.6706062340372959,early_scout
2019-09-30,LRCX,LAM RESEARCH CORP,Information Technology,0.2748865812707583,0.2748865812707583,,hold,hold,0.17519301737907855,0.17519301737907855,-0.08,False,3,score_power,1,3.1168461756136194,0.6473945646610502,early_scout
2019-10-31,V,VISA INC CLASS A,Financials,0.39913260267502754,0.39913260267502754,,hold,hold,0.024529990324116513,0.024529990324116513,-0.08,False,3,score_power,1,6.28139280553065,0.7525294635190872,early_scout
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.39465362554553207,0.39465362554553207,,hold,hold,-0.06197316759566618,-0.06197316759566618,-0.08,False,3,score_power,1,5.21005883444887,0.750572444838169,early_scout
2019-10-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.2062137717794405,0.2062137717794405,,hold,hold,0.012444891189600238,0.012444891189600238,-0.08,False,3,score_power,1,3.25331650784561,0.654721294768759,early_scout
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,0.4736822546223621,0.4736822546223621,,hold,hold,0.033965031347719776,0.033965031347719776,-0.08,False,3,score_power,1,6.391889549804533,0.7745443157244561,early_scout
2019-11-29,CPRT,COPART INC,Industrials,0.33938013894744523,0.33938013894744523,,hold,hold,0.030672093046264504,0.030672093046264504,-0.08,False,3,score_power,1,3.3064869541465596,0.7134368639901667,early_scout
2019-11-29,BIO,BIO RAD LABORATORIES INC CLASS A,Health Care,0.18693760643019264,0.18693760643019264,,hold,hold,0.0072276951996093075,0.0072276951996093075,-0.08,False,3,score_power,1,1.7930138632354968,0.6265881594882556,early_scout
2019-12-31,MA,MASTERCARD INC CLASS A,Financials,0.4758633365873121,0.4758633365873121,,hold,hold,0.06245562340499666,0.06245562340499666,-0.08,False,3,score_power,1,6.3471516459454955,0.793057818586113,early_scout
2019-12-31,CPRT,COPART INC,Industrials,0.321379244352738,0.321379244352738,,hold,hold,0.1181618735455423,0.1181618735455423,-0.08,False,3,score_power,1,3.5619275900140486,0.7248093625933506,early_scout
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.2027574190599499,0.2027574190599499,,hold,hold,0.014267433112120642,0.014267433112120642,-0.08,False,3,score_power,1,2.574654011671017,0.6600631273357316,early_scout
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,0.49749049817168806,0.49749049817168806,,hold,hold,-0.06245344214953186,-0.06245344214953186,-0.08,False,3,score_power,1,6.280224516114829,0.7715385321189996,early_scout
2020-01-31,LRCX,LAM RESEARCH CORP,Information Technology,0.2567425856764664,0.2567425856764664,,hold,hold,-0.011199884683861683,-0.011199884683861683,-0.08,False,3,score_power,1,3.664473396171755,0.6713707053970781,early_scout
2020-01-31,CPRT,COPART INC,Industrials,0.24576691615184557,0.24576691615184557,,hold,hold,-0.08,-0.08,-0.08,False,3,score_power,1,2.4826776903638157,0.6658493196921872,early_scout
