split,feature,rows,auc,spearman
holdout,crisis_score,1689,0.47491614968103996,-0.021975997958824708
holdout,cash_raise_confirmation_score,1689,0.4205833351601377,-0.06957708405447123
holdout,liquidity_confirmation_score,1689,0.34978735997544774,-0.13162755398469952
holdout,market_trend_damage_score,1689,0.5077465637810465,0.006810861676282085
holdout,volatility_stress_score,1689,0.5369489444724554,0.03310668956581806
holdout,credit_stress_score,1689,0.44045805291886797,-0.07200656591372515
holdout,rate_shock_score,1689,0.6195661705066093,0.10475966374184058
holdout,vix_zscore_252d,1689,0.6310640769888419,0.11482542957948282
holdout,hy_oas_zscore_252d,733,0.1893939393939394,-0.22310174543472336
holdout,m2_6m_change_lag1m,1689,0.3887229541618256,-0.09749421550515823
holdout,net_liquidity_13w_change_pct,1689,0.46582414450753007,-0.029941517551025785
holdout,fed_assets_13w_change_pct,1689,0.39251265975403904,-0.09417021180649694
holdout,reverse_repo_13w_change_pct,1663,0.4635027751153512,-0.032206693707597454
holdout,tga_13w_change_pct,1689,0.6072571628997961,0.09396855224927098
holdout,dxy_ret_20d,1689,0.5180853629129492,0.015844613013068415
test,crisis_score,2225,0.3049542724173386,-0.10111418594806589
test,cash_raise_confirmation_score,2225,0.27738694373793676,-0.11540582180726168
test,liquidity_confirmation_score,2225,0.30723163230333533,-0.09997649559873971
test,market_trend_damage_score,2225,0.34769648429749084,-0.0792345965398511
test,volatility_stress_score,2225,0.3982313256489348,-0.05457008039214195
test,credit_stress_score,2225,0.5,
test,rate_shock_score,2225,0.4331944369284052,-0.03464064482975572
test,vix_zscore_252d,2176,0.49895480863222796,-0.00042906400994414625
test,hy_oas_zscore_252d,0,,
test,m2_6m_change_lag1m,2099,0.6487021900542834,0.062138916841921285
test,net_liquidity_13w_change_pct,2160,0.5609327414051728,0.02510478773915404
test,fed_assets_13w_change_pct,2160,0.5779936059637267,0.03213406834846106
test,reverse_repo_13w_change_pct,2160,0.3876876922377612,-0.04628888258155185
test,tga_13w_change_pct,2160,0.5289019530598948,0.01190786505579203
test,dxy_ret_20d,2205,0.3007796371408447,-0.08981255591331962
all,crisis_score,3914,0.4489587678126533,-0.035734776801521
all,cash_raise_confirmation_score,3914,0.40563868260276886,-0.06606396080562972
all,liquidity_confirmation_score,3914,0.36420353847948617,-0.09510054693782952
all,market_trend_damage_score,3914,0.4772344821965357,-0.01599486896444874
all,volatility_stress_score,3914,0.5027614906296295,0.001989245909478593
all,credit_stress_score,3914,0.49063122753691973,-0.01290693250931172
all,rate_shock_score,3914,0.5791659275524211,0.05543234491888199
all,vix_zscore_252d,3865,0.6184566349401515,0.07848992076140625
all,hy_oas_zscore_252d,733,0.1893939393939394,-0.22310174543472336
all,m2_6m_change_lag1m,3788,0.4353451899848102,-0.04325678339736839
all,net_liquidity_13w_change_pct,3849,0.48319533107678514,-0.011157055794342254
all,fed_assets_13w_change_pct,3849,0.4440291513688133,-0.0371605253010338
all,reverse_repo_13w_change_pct,3823,0.429652165545217,-0.0468610254284643
all,tga_13w_change_pct,3849,0.5629316015979595,0.04178195311679649
all,dxy_ret_20d,3894,0.44260365303146054,-0.03875030315221227
