ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
NET,29545.599060058597,0.1146598973477167,0.0,0.0,-29545.599060058597
NVDA,28635.94910812378,0.1111297482416117,0.0,0.0,-28635.94910812378
ENPH,25703.0390625,0.0997477767988353,0.0,0.0,-25703.0390625
TSLA,25394.339263916016,0.098549781552743,0.0,0.0,-25394.339263916016
DDOG,22919.40072631836,0.088945095653973,0.0,0.0,-22919.40072631836
SAIA,22582.97946166992,0.087639519564899,0.0,0.0,-22582.97946166992
BE,18748.700477600098,0.072759535787204,0.0,0.0,-18748.700477600098
U,14990.25,0.0581738255745897,0.0,0.0,-14990.25
SNOW,13725.249786376951,0.0532646411527738,0.0,0.0,-13725.249786376951
FSLR,13004.400329589844,0.0504671847684793,0.0,0.0,-13004.400329589844
HUBS,8223.400268554688,0.0319131870951408,0.0,0.0,-8223.400268554688
MDB,7976.7802734375,0.0309561097562603,0.0,0.0,-7976.7802734375
PCTY,7072.519714355469,0.0274468756849126,0.0,0.0,-7072.519714355469
DXCM,7052.979919433594,0.0273710460875711,0.0,0.0,-7052.979919433594
