ticker,event_date,prior_peak_date,event_price,prior_peak_price,drawdown_from_peak,days_since_peak,label,label_reason,recovery_3m,recovery_6m,half_recovery_3m,half_recovery_6m,lower_low_after_half_recovery_6m,fast_drop_flag,high_volume_panic_flag,v_recovery_days,forward_1m_return,forward_3m_return,forward_6m_return,max_forward_3m_return,max_forward_6m_return,max_dd_next_3m,max_dd_next_6m,mom_1m,mom_3m,mom_6m,rs_vs_spy_3m,rs_vs_spy_6m,price_vs_sma50,price_vs_sma200,volume_surge,distribution_risk_score,breakdown_risk_score,shakeout_quality_score
CIEN,2017-05-17,2017-03-01,23.030000686645508,26.40999984741211,-0.12798179402859045,77,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,0,0,15,0.1042118778538279,0.04732957534039306,-0.1467651310177862,0.19409462353800655,0.19409462353800655,-0.12763637195933952,-0.28836364746093746,0.03879118662120118,-0.0922349261009563,0.023555586073133572,-0.10043294052502616,-0.07641143462174971,0.0008344198515342072,0.01293774791438329,0.7791284978065752,0.6545454545454544,0.35,0.5090909090909091
GE,2017-05-17,2016-12-20,120.48686218261719,139.58984375,-0.13685079841192105,148,TRUE_BREAKDOWN,continued_lower_or_forward_loss_after_drawdown,0,0,0,0,0,0,0,-1,0.06693361272415288,-0.0765509907453269,-0.33486442322390175,0.06693361272415288,0.06693361272415288,-0.13448315973767766,-0.37659141220807735,-0.08143428005933284,-0.08966685139503738,-0.08762542045613031,-0.09786486581910725,-0.1875924411510136,-0.06945328640712689,-0.0826949709368967,1.1576604253006113,0.6090909090909091,0.49,0.2545454545454546
MTZ,2017-05-17,2017-05-05,41.099998474121094,47.150001525878906,-0.12831395240649546,12,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,1,0,68,0.08637477332251242,-0.05717758056854394,0.0012166193093485766,0.13990268159305486,0.14111930090240343,-0.17289218223977865,-0.17289218223977865,-0.029515939670312852,0.04846932842353269,0.11989094331640637,0.04027131399946282,0.019923922621523094,-0.009519254134503496,0.15291232223471996,1.0758633506488056,0.4363636363636363,0.0,0.7272727272727273
NEM,2017-05-18,2017-02-06,26.224367141723633,29.82425308227539,-0.12070330581694189,101,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,74,-0.01144836822659423,0.08385910633850702,0.08688679079920814,0.11753245898410514,0.19059138398738362,-0.10194332800754502,-0.10194332800754502,-0.0062649783510922985,-0.11204350709567801,-0.014732659099855216,-0.12516596649213985,-0.11058066480675943,-0.006353953891465425,-0.06883113214406822,0.951640989841606,0.45454545454545453,0.15,0.5272727272727273
XOM,2017-06-02,2016-12-13,53.74738311767578,61.44297790527344,-0.1252477508408194,171,AMBIGUOUS,mixed_forward_evidence,0,0,0,0,0,0,0,-1,0.032704725784790556,-0.03056782350953058,0.06761775425964522,0.05018860071795039,0.06761775425964522,-0.07967870379650477,-0.07967870379650477,-0.029616170398458097,-0.026791771744018145,-0.07234184935987586,-0.05536393734738565,-0.1916700774716572,-0.02333339933377776,-0.047127856092060716,0.8865923153250501,0.40909090909090906,0.29000000000000004,0.36363636363636365
BAC,2017-06-06,2017-03-01,18.146894454956055,20.748132705688477,-0.12537216180515587,97,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,1,1,1,1,0,0,0,29,0.11156062638588904,0.05394652771084574,0.31952800230476575,0.12325672397644816,0.31952800230476575,-0.06367644163576902,-0.07861081729311659,-0.060530156410459,-0.11531079149481271,0.0537442635878278,-0.14597784752096865,-0.06473685945540963,-0.04209706851810058,0.06524984578181647,0.8281848610517399,0.3818181818181818,0.15,0.6909090909090908
MKSI,2017-06-12,2017-06-08,71.54581451416016,81.67992401123047,-0.12407099565465973,4,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,0,1,1,1,0,1,0,92,0.022846228155381842,0.11407150595143589,0.23460155755389978,0.11407150595143589,0.42153681736784243,-0.13607176239088847,-0.17483498027369804,-0.04636361574780601,0.14152694677838418,0.28918741001010373,0.11373710488909383,0.19720716286413253,0.0022831986111231384,0.23070618798178444,1.3253856231247094,0.1636363636363636,0.0,0.9090909090909091
VZ,2017-06-13,2017-01-05,28.53914451599121,32.8172721862793,-0.13036207415425416,159,DISTRIBUTION,half_recovery_failed_then_lower_low,0,1,0,1,1,0,0,171,-0.051649261087431175,0.020310931206341865,0.14399356641511507,0.06654012559605604,0.14399356641511507,-0.06934072302322714,-0.10942876953894087,0.013525522126080602,-0.04752128601897421,-0.07716052428438103,-0.08430459203291174,-0.16789211230535772,-0.0071295063157831295,-0.04721791272969844,0.8889018841390466,0.6727272727272726,0.12,0.3454545454545454
HPE,2017-06-14,2017-05-16,9.973332405090332,11.34177017211914,-0.12065469025221165,29,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,1,0,103,0.02688195228880419,0.02371025178629882,0.12778188369883248,0.10188732866013761,0.15834816835706422,-0.08315888988185172,-0.12491668572211623,-0.11509781752045567,-0.01144255242963177,-0.05875607403479899,-0.03802757650511368,-0.14935659587924643,-0.08008794410333431,-0.03359508757070717,1.1775101637893866,0.2545454545454546,0.0,0.7454545454545455
COST,2017-06-22,2017-06-07,141.88792419433594,161.78717041015625,-0.12299644134558108,15,AMBIGUOUS,mixed_forward_evidence,0,1,0,1,0,1,1,160,-0.05500955126631302,0.01380731445362593,0.18072277754674348,0.023287818696822837,0.2135922966991215,-0.06092401617612375,-0.07457966640293234,-0.07352014573766741,-0.0010138368260944608,0.02026022718831766,-0.04371845004916708,-0.062274424669409134,-0.07013087471389468,0.0158700000089802,1.7103811171565333,0.1636363636363636,0.0,0.8181818181818181
