rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,cash_target,regime_state,regime_state_score
2019-05-31,V,VISA INC CLASS A,Financials,0.05909372211062623,4.62550297616764,core_compounder,core_compounder,,0.08536592728812153,0.005044590384880179,18,0.28,bear,-1
2019-05-31,PYPL,PAYPAL HOLDINGS INC,Financials,0.04429809613589324,4.794738356329305,core_compounder,core_compounder,,0.05067971256985082,0.002245014779558689,18,0.28,bear,-1
2019-05-31,UNH,UNITEDHEALTH GROUP INC,Health Care,0.05241347454002443,4.717277319879039,core_compounder,core_compounder,,0.022978674766490848,0.0012043921848369698,18,0.28,bear,-1
2019-05-31,TWLO,TWILIO INC CLASS A,Information Technology,0.03527312497732579,3.3411233214288742,core_compounder,core_compounder,,0.041801633450041065,0.0014744742409396607,18,0.28,bear,-1
2019-05-31,KO,COCA-COLA,Consumer Staples,0.034846710260813554,3.766378295178501,core_compounder,core_compounder,,0.04696259675208658,0.0016364920021153847,18,0.28,bear,-1
2019-05-31,NOW,SERVICENOW INC,Information Technology,0.0504,4.695721374496314,core_compounder,core_compounder,,0.0762976558685986,0.0038454018557773696,18,0.28,bear,-1
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.0504,5.700688838025035,core_compounder,core_compounder,,0.07223962416473495,0.0036408770579026417,18,0.28,bear,-1
2019-05-31,HD,HOME DEPOT INC,Consumer Discretionary,0.052665595273575935,5.743929342917895,core_compounder,core_compounder,,0.1142403559177374,0.0060165363486728235,18,0.28,bear,-1
2019-05-31,PAYC,PAYCOM SOFTWARE INC,Industrials,0.042304244208375696,2.000289954160578,core_compounder,core_compounder,,0.09143392352184665,0.0038680430295981475,18,0.28,bear,-1
2019-05-31,SHOP,Shopify,Software,0.04677396500414913,3.8827185446384953,core_compounder,core_compounder,,0.12512764973378965,0.005852716309699708,18,0.28,bear,-1
2019-05-31,DHR,DANAHER CORP,Health Care,0.031130531970032425,3.687276495201184,core_compounder,core_compounder,,0.09087732648378166,0.0028290595174544396,18,0.28,bear,-1
2019-05-31,MELI,MercadoLibre,Internet,0.03889748789999164,2.8298060492562014,core_compounder,core_compounder,,0.10500532561526854,0.00408444338255459,18,0.28,bear,-1
2019-05-31,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.030962232113530604,3.111226306373167,core_compounder,core_compounder,,-0.014245351504418635,-0.00044106787981864216,18,0.28,bear,-1
2019-05-31,AZO,AUTOZONE INC,Consumer Discretionary,0.02953436363275386,3.4005571071968905,core_compounder,core_compounder,,0.07971805170969382,0.002354421927288773,18,0.28,bear,-1
2019-05-31,CMS,CMS ENERGY CORP,Utilities,0.0288,2.798664275494268,core_compounder,core_compounder,,0.028480000402667738,0.0008202240115968308,18,0.28,bear,-1
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.0288,2.7851492987418984,core_compounder,core_compounder,,0.005619525310565088,0.00016184232894427453,18,0.28,bear,-1
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.0288,1.842788945121367,core_compounder,core_compounder,,0.042383302613642426,0.0012206391152729018,18,0.28,bear,-1
2019-05-31,HEI,HEICO CORP,Industrials,0.034606451872907486,1.5469211523055293,core_compounder,core_compounder,,0.10429700479915027,0.003609349277070195,18,0.28,bear,-1
2019-05-31,CASH,Cash,Cash,0.28,,cash,cash,,0.0,0.0,18,0.28,nan,0
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.10568892525539778,5.9569870805439225,core_compounder,core_compounder,,0.02117315688037258,0.0022377681949505086,18,0.0,neutral,0
2019-06-28,V,VISA INC CLASS A,Financials,0.07664567248917901,5.052866472433694,core_compounder,core_compounder,,0.02201584589294381,0.001687419313882808,18,0.0,neutral,0
2019-06-28,ADBE,ADOBE INC,Information Technology,0.038134471317322734,5.116988631184635,core_compounder,core_compounder,,-0.0013353160166403866,-5.092157033613447e-05,18,0.0,neutral,0
2019-06-28,PYPL,PAYPAL HOLDINGS INC,Financials,0.035508837629309176,4.461916658000885,core_compounder,core_compounder,,-0.053718363143320236,-0.0019074766345684247,18,0.0,neutral,0
2019-06-28,DHR,DANAHER CORP,Health Care,0.053385679094933754,3.8738086385156434,core_compounder,core_compounder,,-0.022216110924604404,-0.0011860221685583826,18,0.0,neutral,0
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.12,5.574662687584328,core_compounder,core_compounder,,0.015824995968583,0.00189899951622996,18,0.0,neutral,0
2019-06-28,NOW,SERVICENOW INC,Information Technology,0.09566658676405983,4.793608649979321,core_compounder,core_compounder,,-0.016348045848606496,-0.0015639617465985415,18,0.0,neutral,0
2019-06-28,ORCL,ORACLE CORP,Information Technology,0.04814760370253943,6.620504809445489,core_compounder,core_compounder,,-0.01088567650349248,-0.000524119238324201,18,0.0,neutral,0
2019-06-28,MELI,MercadoLibre,Internet,0.04309224529698701,3.061120751045604,core_compounder,core_compounder,,-0.0042410962135509545,-0.00018275835836246054,18,0.0,neutral,0
2019-06-28,SHOP,Shopify,Software,0.06390466268484578,5.110796500788041,core_compounder,core_compounder,,0.08233960842368204,0.005261884901917687,18,0.0,neutral,0
2019-06-28,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.042819533558459,3.3985101037893615,core_compounder,core_compounder,,-0.000603736551590961,-2.5851717531317467e-05,18,0.0,neutral,0
2019-06-28,TWLO,TWILIO INC CLASS A,Information Technology,0.04123717242692732,3.306255716184072,core_compounder,core_compounder,,-0.002385785234099713,-9.838303707218705e-05,18,0.0,neutral,0
2019-06-28,MKTX,MARKETAXESS HOLDINGS INC,Financials,0.03189749781937274,3.4548638871307795,core_compounder,core_compounder,,0.05251740055236631,0.0016751736695982291,18,0.0,neutral,0
2019-06-28,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.03488081739364938,3.9030981810003658,core_compounder,core_compounder,,0.024926895606003807,0.0008694704938235799,18,0.0,neutral,0
2019-06-28,LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,0.02332710833692971,3.764588201430899,core_compounder,core_compounder,,0.04908680336950355,0.0011450531801139756,18,0.0,neutral,0
2019-06-28,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.06566318623008731,2.465532212549383,core_compounder,core_compounder,,-0.04469198795092233,-0.002934618327814231,18,0.0,neutral,0
2019-06-28,AVGO,BROADCOM INC,Information Technology,0.04,3.119820061721886,core_compounder,core_compounder,,-0.04160017607084188,-0.001664007042833675,18,0.0,neutral,0
2019-06-28,WING,WINGSTOP INC,Consumer Discretionary,0.04,1.9628049812824457,core_compounder,core_compounder,,-0.024308215118785004,-0.0009723286047514002,18,0.0,neutral,0
2019-07-31,MA,MASTERCARD INC CLASS A,Financials,0.08530112782665207,5.223179556709578,core_compounder,core_compounder,,0.022122655891910314,0.0018870874981008793,18,0.0,neutral,0
2019-07-31,ORCL,ORACLE CORP,Information Technology,0.07675210353001327,5.70735556762287,core_compounder,core_compounder,,-0.0774421616736698,-0.00594384881036553,18,0.0,neutral,0
2019-07-31,T,AT&T INC,Communication,0.036287744049868204,4.102721306947282,core_compounder,core_compounder,,0.017401499825173916,0.0006314611717397374,18,0.0,neutral,0
2019-07-31,MDT,MEDTRONIC PLC,Health Care,0.03583816757945095,4.065522724007569,core_compounder,core_compounder,,0.0528177811763455,0.0018928924929726401,18,0.0,neutral,0
2019-07-31,V,VISA INC CLASS A,Financials,0.11999999999999997,6.098762714950654,core_compounder,core_compounder,,0.008875767765115672,0.0010650921318138802,18,0.0,neutral,0
2019-07-31,HD,HOME DEPOT INC,Consumer Discretionary,0.04717446537532372,5.802729543661917,core_compounder,core_compounder,,0.05748604898062082,0.0027118736272004605,18,0.0,neutral,0
2019-07-31,SHOP,Shopify,Software,0.06878659268714553,4.68235269736437,core_compounder,core_compounder,,0.14966618972958945,0.010295027231966312,18,0.0,neutral,0
2019-07-31,SBUX,STARBUCKS CORP,Consumer Discretionary,0.04395898951258302,5.116799527056428,core_compounder,core_compounder,,0.01879437423576591,0.0008261816999255942,18,0.0,neutral,0
2019-07-31,NOW,SERVICENOW INC,Information Technology,0.07268943885795348,4.688831715978983,core_compounder,core_compounder,,-0.04791262640963323,-0.003482741927927002,18,0.0,neutral,0
2019-07-31,MELI,MercadoLibre,Internet,0.05524800042621081,2.8459749320801366,core_compounder,core_compounder,,-0.059789001495265004,-0.0033032227800931196,18,0.0,neutral,0
2019-07-31,NEE,NEXTERA ENERGY INC,Utilities,0.03935359520145906,3.5803980080541886,core_compounder,core_compounder,,0.06488830609987772,0.002553588131562955,18,0.0,neutral,0
