as_of_date,recommendation_date,current_account_last_trade_date,current_account_stale_days,pending_order_count_to_recommendation,portfolio_kind,row_type,ticker,shares,current_price,market_value_usd,current_weight,recommended_target_weight,projected_weight_after_recommendation_orders,recommended_trade_action,recommended_trade_quantity,recommended_trade_value_delta_usd,cost_basis,avg_entry_price,entry_date,latest_entry_date,entry_signal_date,return_since_entry_pct,unrealized_pnl_usd,realized_pnl_usd,entry_reason,entry_sleeve,open_lot_count
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,GOOG,132.0,397.239990234375,52435.6787109375,0.1593911081043204,0.0,0.1593914720799417,HOLD,0.0,0.0,397.239990234375,397.239990234375,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,-419.4412570571913,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,VRT,59.0,373.9800109863281,22064.82064819336,0.0670714349408246,0.0,0.067071588100982,HOLD,0.0,0.0,304.9936161364539,304.9936161364539,2026-03-02,2026-05-14,2026-02-27,0.2261896354545656,4070.197296142578,3375.497213363648,target_rebalance,"future_winner,unknown",2
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,MRVL,119.0,184.6132049560547,21968.971389770508,0.0667800776076772,0.0,0.0667802301025091,HOLD,0.0,0.0,184.6132049560547,184.6132049560547,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,LRCX,73.0,300.489990234375,21935.76928710937,0.0666791516720423,0.0657536587365781,0.0657658888139895,SELL,1.0,-304.4639741225983,124.12329072952272,150.69120140598244,2025-10-01,2025-12-01,2025-09-30,0.9940778720372292,12874.769063854215,13742.628712792395,target_rebalance,future_winner,3
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,FTI,289.0,72.94000244140625,21079.660705566406,0.0640767996318981,0.0,0.0640769459536926,HOLD,0.0,0.0,69.38573051901425,69.38573051901425,2026-03-02,2026-05-14,2026-02-27,0.051224825274672314,1027.184585571289,0.0,target_rebalance,"future_winner,unknown",2
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,UMC,1214.0,17.299999237060547,21002.199073791504,0.0638413360004987,0.0,0.0638414817846031,HOLD,0.0,0.0,17.299999237060547,17.299999237060547,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,PWR,27.0,775.489990234375,20938.229736328125,0.063646885507368,0.0,0.0636470308474373,HOLD,0.0,0.0,775.489990234375,775.489990234375,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,576.7217317771908,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,CBOE,57.0,364.8699951171875,20797.589721679688,0.0632193756833377,0.0,0.0632195200471721,HOLD,0.0,0.0,364.8699951171875,364.8699951171875,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,140.59798248291068,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,FIX,10.0,2043.239990234375,20432.39990234375,0.0621092916450771,0.0,0.0621094334739927,HOLD,0.0,0.0,2043.239990234375,2043.239990234375,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,HPE,393.0,33.53499984741211,13179.25494003296,0.0400615783093319,0.0,0.0400616697914605,HOLD,0.0,0.0,33.53499984741211,33.53499984741211,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,PR,650.0,20.270000457763672,13175.500297546389,0.0400501651524665,0.0,0.0400502566085328,HOLD,0.0,0.0,19.15477236527663,19.15477236527663,2026-03-02,2026-05-14,2026-02-27,0.05822194444391848,724.8982601165753,397.8839923715602,target_rebalance,"early_scout,unknown",2
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,MLI,94.0,140.1300048828125,13172.220458984377,0.040040195278601,0.0,0.0400402867119007,HOLD,0.0,0.0,140.1300048828125,140.1300048828125,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,1453.640206527709,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,STM,203.0,64.78820037841797,13152.004676818848,0.0399787444497041,0.0,0.0399788357426785,HOLD,0.0,0.0,64.78820037841797,64.78820037841797,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,-1046.8520182514187,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,TKR,112.0,117.0,13104.0,0.0398328224587916,0.0,0.0398329134185476,HOLD,0.0,0.0,117.0,117.0,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,ON,110.0,118.91999816894533,13081.199798583984,0.0397635156536154,0.0,0.0397636064551067,HOLD,0.0,0.0,118.91999816894533,118.91999816894533,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,-294.3671213054668,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,AMD,29.0,449.5799865722656,13037.819610595703,0.0396316509309074,0.0,0.0396317414312806,HOLD,0.0,0.0,449.5799865722656,449.5799865722656,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,805.3398665046692,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,equity,NXPI,44.0,293.8612060546875,12929.89306640625,0.0393035817250703,0.0,0.0393036714762851,HOLD,0.0,0.0,293.8612060546875,293.8612060546875,2026-05-14,2026-05-14,2026-05-14,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-14,2026-05-14,2026-05-14,0,1,main,cash,CASH,0.0,1.0,1487.718475315567,0.00452228524846682,0.9342463412634219,0.0054334271598866,DEPLOY_CASH,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,uninvested_cash,cash,0
