status,split,rows,crisis_gate,liquidity_gate,trend_gate,tp,fp,fn,tn,precision,recall,signal_rate,false_positive_rate,whipsaw_rate,score
ok,train,823,0.35,0.2,0.2,8,95,81,639,0.07766990291262135,0.0898876404494382,0.12515188335358446,0.12942779291553133,0.36893203883495146,-0.13998533169222727
ok,validation,366,0.35,0.2,0.2,0,27,6,333,0.0,0.0,0.07377049180327869,0.075,1.0,-0.4245696721311475
ok,test,275,0.35,0.2,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.2,0.2,0,19,26,321,0.0,0.0,0.05191256830601093,0.05588235294117647,0.6842105263157895,-0.2939666125293948
ok,train,823,0.35,0.2,0.35,6,95,83,639,0.0594059405940594,0.06741573033707865,0.1227217496962333,0.12942779291553133,0.37623762376237624,-0.17055603656060925
ok,validation,366,0.35,0.2,0.35,0,18,6,342,0.0,0.0,0.04918032786885246,0.05,1.0,-0.3997131147540983
ok,test,275,0.35,0.2,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.2,0.35,0,19,26,321,0.0,0.0,0.05191256830601093,0.05588235294117647,0.6842105263157895,-0.2939666125293948
ok,train,823,0.35,0.2,0.5,4,95,85,639,0.04040404040404041,0.0449438202247191,0.12029161603888214,0.12942779291553133,0.3838383838383838,-0.20148833098600522
ok,validation,366,0.35,0.2,0.5,0,18,6,342,0.0,0.0,0.04918032786885246,0.05,1.0,-0.3997131147540983
ok,test,275,0.35,0.2,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.2,0.5,0,18,26,322,0.0,0.0,0.04918032786885246,0.052941176470588235,0.6666666666666666,-0.284958212793314
ok,train,823,0.35,0.35,0.2,0,45,89,689,0.0,0.0,0.054678007290400975,0.06130790190735695,0.4222222222222222,-0.2067652165692001
ok,validation,366,0.35,0.35,0.2,0,15,6,345,0.0,0.0,0.040983606557377046,0.041666666666666664,1.0,-0.3914275956284153
ok,test,275,0.35,0.35,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.35,0.2,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.35,0.35,0,45,89,689,0.0,0.0,0.054678007290400975,0.06130790190735695,0.4222222222222222,-0.2067652165692001
ok,validation,366,0.35,0.35,0.35,0,6,6,354,0.0,0.0,0.01639344262295082,0.016666666666666666,1.0,-0.3665710382513661
ok,test,275,0.35,0.35,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.35,0.35,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.35,0.5,0,45,89,689,0.0,0.0,0.054678007290400975,0.06130790190735695,0.4222222222222222,-0.2067652165692001
ok,validation,366,0.35,0.35,0.5,0,6,6,354,0.0,0.0,0.01639344262295082,0.016666666666666666,1.0,-0.3665710382513661
ok,test,275,0.35,0.35,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.35,0.5,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.5,0.2,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.35,0.5,0.2,0,3,6,357,0.0,0.0,0.00819672131147541,0.008333333333333333,1.0,-0.358285519125683
ok,test,275,0.35,0.5,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.5,0.2,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.5,0.35,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.35,0.5,0.35,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.35,0.5,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.5,0.35,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.5,0.5,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.35,0.5,0.5,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.35,0.5,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.5,0.5,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.65,0.2,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.35,0.65,0.2,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.35,0.65,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.65,0.2,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.65,0.35,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.35,0.65,0.35,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.35,0.65,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.65,0.35,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.35,0.65,0.5,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.35,0.65,0.5,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.35,0.65,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.35,0.65,0.5,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.2,0.2,5,46,84,688,0.09803921568627451,0.056179775280898875,0.061968408262454436,0.06267029972752043,0.43137254901960786,-0.12291152910051513
ok,validation,366,0.45,0.2,0.2,0,18,6,342,0.0,0.0,0.04918032786885246,0.05,1.0,-0.3997131147540983
ok,test,275,0.45,0.2,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.2,0.2,0,8,26,332,0.0,0.0,0.02185792349726776,0.023529411764705882,0.75,-0.2854443908711025
ok,train,823,0.45,0.2,0.35,5,46,84,688,0.09803921568627451,0.056179775280898875,0.061968408262454436,0.06267029972752043,0.43137254901960786,-0.12291152910051513
ok,validation,366,0.45,0.2,0.35,0,15,6,345,0.0,0.0,0.040983606557377046,0.041666666666666664,1.0,-0.3914275956284153
ok,test,275,0.45,0.2,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.2,0.35,0,8,26,332,0.0,0.0,0.02185792349726776,0.023529411764705882,0.75,-0.2854443908711025
ok,train,823,0.45,0.2,0.5,4,46,85,688,0.08,0.0449438202247191,0.060753341433778855,0.06267029972752043,0.44,-0.14305554409999177
ok,validation,366,0.45,0.2,0.5,0,15,6,345,0.0,0.0,0.040983606557377046,0.041666666666666664,1.0,-0.3914275956284153
ok,test,275,0.45,0.2,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.2,0.5,0,8,26,332,0.0,0.0,0.02185792349726776,0.023529411764705882,0.75,-0.2854443908711025
ok,train,823,0.45,0.35,0.2,0,25,89,709,0.0,0.0,0.030376670716889428,0.0340599455040872,0.4,-0.17277079932856798
ok,validation,366,0.45,0.35,0.2,0,8,6,352,0.0,0.0,0.02185792349726776,0.022222222222222223,1.0,-0.3720947176684881
ok,test,275,0.45,0.35,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.35,0.2,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.35,0.35,0,25,89,709,0.0,0.0,0.030376670716889428,0.0340599455040872,0.4,-0.17277079932856798
ok,validation,366,0.45,0.35,0.35,0,5,6,355,0.0,0.0,0.01366120218579235,0.013888888888888888,1.0,-0.3638091985428051
ok,test,275,0.45,0.35,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.35,0.35,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.35,0.5,0,25,89,709,0.0,0.0,0.030376670716889428,0.0340599455040872,0.4,-0.17277079932856798
ok,validation,366,0.45,0.35,0.5,0,5,6,355,0.0,0.0,0.01366120218579235,0.013888888888888888,1.0,-0.3638091985428051
ok,test,275,0.45,0.35,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.35,0.5,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.5,0.2,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.45,0.5,0.2,0,2,6,358,0.0,0.0,0.00546448087431694,0.005555555555555556,1.0,-0.35552367941712204
ok,test,275,0.45,0.5,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.5,0.2,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.5,0.35,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.45,0.5,0.35,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.45,0.5,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.5,0.35,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.5,0.5,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.45,0.5,0.5,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.45,0.5,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.5,0.5,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.65,0.2,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.45,0.65,0.2,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.45,0.65,0.2,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.65,0.2,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.65,0.35,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.45,0.65,0.35,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.45,0.65,0.35,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.65,0.35,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.45,0.65,0.5,0,0,89,734,0.0,0.0,0.0,0.0,0.0,0.0
ok,validation,366,0.45,0.65,0.5,0,0,6,360,0.0,0.0,0.0,0.0,0.0,0.0
ok,test,275,0.45,0.65,0.5,0,0,7,268,0.0,0.0,0.0,0.0,0.0,0.0
ok,holdout,366,0.45,0.65,0.5,0,0,26,340,0.0,0.0,0.0,0.0,0.0,0.0
ok,train,823,0.55,0.2,0.2,2,15,87,719,0.11764705882352941,0.02247191011235955,0.020656136087484813,0.020435967302452316,0.47058823529411764,-0.12157052802956003
