ticker,event_date,prior_peak_date,event_price,prior_peak_price,drawdown_from_peak,days_since_peak,label,label_reason,recovery_3m,recovery_6m,half_recovery_3m,half_recovery_6m,lower_low_after_half_recovery_6m,fast_drop_flag,high_volume_panic_flag,v_recovery_days,forward_1m_return,forward_3m_return,forward_6m_return,max_forward_3m_return,max_forward_6m_return,max_dd_next_3m,max_dd_next_6m,mom_1m,mom_3m,mom_6m,rs_vs_spy_3m,rs_vs_spy_6m,price_vs_sma50,price_vs_sma200,volume_surge,distribution_risk_score,breakdown_risk_score,shakeout_quality_score
CIEN,2017-05-17,2017-03-01,23.030000686645508,26.40999984741211,-0.12798179402859045,77,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,0,0,15,0.1042118778538279,0.04732957534039306,-0.1467651310177862,0.19409462353800655,0.19409462353800655,-0.12763637195933952,-0.28836364746093746,0.03879118662120118,-0.0922349261009563,0.023555586073133572,-0.1004331680687871,-0.0764115249058488,0.0008344198515342072,0.01293774791438329,0.7791284978065752,0.6545454545454544,0.35,0.5090909090909091
GE,2017-05-17,2016-12-20,120.48690032958984,139.58990478515625,-0.13685090254175591,148,TRUE_BREAKDOWN,continued_lower_or_forward_loss_after_drawdown,0,0,0,0,0,0,0,-1,0.06693302164026504,-0.07655128311556803,-0.33486476045307445,0.06693302164026504,0.06693302164026504,-0.1344829542675935,-0.37659138291139393,-0.08143409609157848,-0.08966614337825729,-0.08762492075011785,-0.0978643853460881,-0.18759203172910022,-0.06945304662069729,-0.08269467491721105,1.1576604253006113,0.6090909090909091,0.49,0.2545454545454546
GS,2017-05-17,2017-03-03,176.4152069091797,208.74806213378906,-0.1548893670873307,75,AMBIGUOUS,mixed_forward_evidence,0,1,1,1,0,0,0,169,0.04134749441402619,0.05918732155826545,0.11759144342880767,0.09350634478240671,0.1630037917936069,-0.053038252042525436,-0.07016501715426982,-0.008674056029859267,-0.1447328883284532,0.02754948375213706,-0.15293113029628402,-0.0724176272268453,-0.06870869138928104,0.019645709582117865,0.8294840546619873,0.3818181818181818,0.15,0.6
MTZ,2017-05-17,2017-05-05,41.099998474121094,47.150001525878906,-0.12831395240649546,12,DISTRIBUTION,half_recovery_failed_then_lower_low,1,1,1,1,1,1,0,68,0.08637477332251242,-0.05717758056854394,0.0012166193093485766,0.13990268159305486,0.14111930090240343,-0.17289218223977865,-0.17289218223977865,-0.029515939670312852,0.04846932842353269,0.11989094331640637,0.04027108645570188,0.019923832337424008,-0.009519254134503496,0.15291232223471996,1.0758633506488056,0.4363636363636363,0.0,0.7272727272727273
SCHW,2017-05-17,2017-03-16,33.842185974121094,38.568748474121094,-0.12254902445619764,62,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,41,0.09968544306808091,0.07073574489890455,0.17404333820359663,0.1458556284454331,0.19347336636335166,-0.06853984776726907,-0.125881413661597,0.0075292760699352534,-0.09403605524755465,0.04114832872799301,-0.10223429721538546,-0.058818782250989354,-0.05003164499524804,0.036605626729563134,0.9411997083729446,0.3818181818181818,0.15,0.6
NEM,2017-05-18,2017-02-06,26.22437858581543,29.82423973083496,-0.1207025284637071,101,AMBIGUOUS,mixed_forward_evidence,1,1,1,1,0,0,0,74,-0.011448508694406612,0.0838587788155567,0.0868863892231122,0.11753168037505213,0.1905905007641575,-0.1019430763420226,-0.1019430763420226,-0.006264472870056492,-0.11204300490551511,-0.014732158532853812,-0.12516531469948766,-0.11057991990946292,-0.006353530326230095,-0.06883071443832112,0.951640989841606,0.45454545454545453,0.15,0.5272727272727273
COP,2017-05-25,2016-12-13,33.84856033325195,39.121944427490234,-0.13479350710729954,163,AMBIGUOUS,mixed_forward_evidence,0,1,0,1,0,0,0,152,-0.018202007686744737,-0.03297638945692294,0.1275677751773121,0.03285230791111715,0.20502914563939023,-0.08103285846064612,-0.08103285846064612,-0.06284353763482087,-0.036943933755196,-0.011407500301373052,-0.0625912015187362,-0.11868332063365006,-0.04504440493359607,-0.01726198371830434,1.0576270977087707,0.2727272727272727,0.0,0.5454545454545454
XOM,2017-06-02,2016-12-13,53.74738311767578,61.44297790527344,-0.1252477508408194,171,AMBIGUOUS,mixed_forward_evidence,0,0,0,0,0,0,0,-1,0.032704441886520996,-0.030567681560395688,0.06761782523421256,0.05018888461621995,0.06761782523421256,-0.079678682256907,-0.079678682256907,-0.02961623723128426,-0.026792309523273383,-0.0723417272055823,-0.05536491988729364,-0.19167080049471796,-0.023333374961397868,-0.04712785576984835,0.8865923153250501,0.40909090909090906,0.29000000000000004,0.36363636363636365
BAC,2017-06-06,2017-03-01,18.146892547607422,20.748130798339844,-0.12537217333045536,97,SHAKEOUT,reclaimed_prior_high_with_positive_6m_return,1,1,1,1,0,0,0,29,0.11156105853588505,0.05394663848702752,0.319528456313396,0.12325715735577503,0.319528456313396,-0.06367651733324498,-0.07861088879824829,-0.06053034792140499,-0.1153109667448835,0.053744269540269674,-0.14597795048701068,-0.06473614857983256,-0.0420971653417862,0.06524971920704226,0.8281848610517399,0.3818181818181818,0.15,0.6909090909090908
VZ,2017-06-13,2017-01-05,28.539146423339844,32.817291259765625,-0.13036252146961425,159,DISTRIBUTION,half_recovery_failed_then_lower_low,0,1,0,1,1,0,0,171,-0.051649792297289054,0.02031086301619256,0.14399348995891925,0.06653972015271004,0.14399348995891925,-0.06934020482944414,-0.10942859279444417,0.013525177945844513,-0.04752140425728568,-0.07716063335927625,-0.08430455832232864,-0.1678922285012563,-0.007129466312808419,-0.04721788879174249,0.8889018841390466,0.6727272727272726,0.12,0.3454545454545454
