date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,week_end_date
2019-06-07,PAYC,108.0,216.84890747070312,23419.682006835938,0.21155807539954896,192.37120056152344,2643.5923461914062,2019-06-07
2019-06-07,HEI,278.0,126.92864227294922,35286.16255187988,0.31875209217325734,121.5122299194336,1505.7626342773438,2019-06-07
2019-06-07,SHOP,1698.0,30.5049991607666,51797.48857498169,0.46790460221683133,26.5,6800.488574981689,2019-06-07
2019-06-14,HEI,278.0,125.1628646850586,34795.27638244629,0.318153135183892,121.5122299194336,1014.87646484375,2019-06-14
2019-06-14,SHOP,1698.0,30.51099967956543,51807.6774559021,0.4737072592274742,26.5,6810.6774559021,2019-06-14
2019-06-14,PAYC,108.0,208.9431610107422,22565.861389160156,0.2063325915326927,192.37120056152344,1789.771728515625,2019-06-14
2019-06-21,PAYC,108.0,222.5029296875,24030.31640625,0.20877501781565652,192.37120056152344,3254.2267456054688,2019-06-21
2019-06-21,HEI,278.0,127.24610900878906,35374.41830444336,0.30733239990996625,121.5122299194336,1594.0183868408203,2019-06-21
2019-06-21,SHOP,1698.0,32.685001373291016,55499.132331848145,0.4821756045759546,26.5,10502.132331848145,2019-06-21
2019-06-28,SHOP,1698.0,30.014999389648438,50965.46896362305,0.45523492719597636,26.5,5968.468963623047,2019-06-28
2019-06-28,PAYC,108.0,221.01144409179688,23869.235961914062,0.21320533522611732,192.37120056152344,3093.1463012695312,2019-06-28
2019-06-28,HEI,278.0,132.81253051757812,36921.88348388672,0.329794491869042,121.5122299194336,3141.4835662841797,2019-06-28
2019-07-05,HEI,384.0,134.90682983398438,51804.22265625,0.4466242258226242,124.34117050965627,4057.213180541992,2019-07-05
2019-07-05,SHOP,1241.0,31.371999740600586,38932.65167808533,0.33565343756488,26.5,6046.151678085327,2019-07-05
2019-07-05,PAYC,106.0,233.27471923828125,24727.120239257812,0.21318206060078915,192.37120056152344,4335.772979736328,2019-07-05
2019-07-12,PAYC,106.0,237.5054168701172,25175.574188232422,0.21700423976506067,192.37120056152344,4784.2269287109375,2019-07-12
2019-07-12,HEI,384.0,134.9961395263672,51838.517578125,0.44682905793850153,124.34117050965627,4091.508102416992,2019-07-12
2019-07-12,SHOP,1241.0,31.00200080871582,38473.48300361633,0.33162734910793795,26.5,5586.983003616333,2019-07-12
2019-07-19,SHOP,1241.0,33.0,40953.0,0.3476440341865401,26.5,8066.5,2019-07-19
2019-07-19,PAYC,106.0,226.9481201171875,24056.500732421875,0.20421212030939362,192.37120056152344,3665.1534729003906,2019-07-19
2019-07-19,HEI,384.0,136.10781860351562,52265.40234375,0.44367336505662336,124.34117050965627,4518.392868041992,2019-07-19
2019-07-26,PAYC,106.0,229.27792358398438,24303.459899902344,0.20345992097139473,192.37120056152344,3912.1126403808594,2019-07-26
2019-07-26,HEI,384.0,137.64620971679688,52856.14453125,0.4424928398455709,124.34117050965627,5109.135055541992,2019-07-26
2019-07-26,SHOP,1241.0,33.65399932861328,41764.61316680908,0.34963848478026754,26.5,8878.113166809082,2019-07-26
2019-08-02,PAYC,225.0,230.56471252441406,51877.060317993164,0.43815089086701203,213.2724881998698,3890.750473022461,2019-08-02
2019-08-02,HEI,238.0,135.4130096435547,32228.296295166016,0.2721984755168423,124.34117050965627,2635.0977138678245,2019-08-02
2019-08-02,SHOP,932.0,33.21900177001953,30960.109649658203,0.26148743859399315,26.5,6262.109649658203,2019-08-02
2019-08-09,SHOP,932.0,36.994998931884766,34479.3390045166,0.2775366146620377,26.5,9781.339004516602,2019-08-09
2019-08-09,HEI,238.0,141.35838317871094,33643.2951965332,0.2708069970163376,124.34117050965627,4050.096615235012,2019-08-09
2019-08-09,PAYC,225.0,234.56143188476562,52776.322174072266,0.42481562040926385,213.2724881998698,4790.0123291015625,2019-08-09
2019-08-16,PAYC,225.0,235.34132385253906,52951.79786682129,0.42974175151028515,213.2724881998698,4965.488021850586,2019-08-16
2019-08-16,HEI,238.0,140.74298095703125,33496.82946777344,0.27185075380683055,124.34117050965627,3903.6308864752464,2019-08-16
2019-08-16,SHOP,932.0,35.874000549316406,33434.56851196289,0.2713454615735428,26.5,8736.56851196289,2019-08-16
2019-08-23,HEI,238.0,140.80255126953125,33511.00720214844,0.26363277965302095,124.34117050965627,3917.8086208502464,2019-08-23
2019-08-23,SHOP,932.0,38.275001525878906,35672.30142211914,0.2806357900197865,26.5,10974.30142211914,2019-08-23
2019-08-23,PAYC,225.0,242.64273071289062,54594.61441040039,0.4294985783111878,213.2724881998698,6608.3045654296875,2019-08-23
2019-08-30,PAYC,225.0,243.82228088378906,54860.01319885254,0.42763274405714036,213.2724881998698,6873.703353881836,2019-08-30
2019-08-30,HEI,238.0,143.59158325195312,34174.796813964844,0.2663918815728006,124.34117050965627,4581.598232666653,2019-08-30
2019-08-30,SHOP,932.0,38.53900146484375,35918.349365234375,0.2799828400584397,26.5,11220.349365234375,2019-08-30
2019-09-06,PAYC,114.0,243.3348388671875,27740.171630859375,0.21941846419483665,213.2724881998698,3427.1079760742177,2019-09-06
2019-09-06,HEI,293.0,141.79507446289062,41545.95681762695,0.328619092907404,127.4591318188538,4200.431194702789,2019-09-06
2019-09-06,SHOP,1479.0,38.04199981689453,56264.11772918701,0.4450364066126451,30.89782039598487,10566.24136352539,2019-09-06
2019-09-13,HEI,293.0,124.70345306396484,36538.1117477417,0.3299175293303206,127.4591318188538,-807.4138751824648,2019-09-13
2019-09-13,SHOP,1479.0,33.83100128173828,50036.05089569092,0.4517959330499013,30.89782039598487,4338.174530029297,2019-09-13
2019-09-13,PAYC,114.0,204.38101196289062,23299.43536376953,0.21038011496260323,213.2724881998698,-1013.628291015626,2019-09-13
2019-09-20,PAYC,114.0,210.5223846435547,23999.551849365234,0.2199210308564484,213.2724881998698,-313.5118054199229,2019-09-20
2019-09-20,HEI,293.0,126.61905670166016,37099.383613586426,0.33996196010862395,127.4591318188538,-246.14200933773827,2019-09-20
2019-09-20,SHOP,1479.0,31.881999969482422,47153.4779548645,0.43209313012963174,30.89782039598487,1455.6015892028809,2019-09-20
2019-09-27,SHOP,1479.0,30.569000244140625,45211.551361083984,0.42935658810743,30.89782039598487,-486.3250045776367,2019-09-27
2019-09-27,PAYC,114.0,201.20306396484375,22937.149291992188,0.2178252208659535,213.2724881998698,-1375.9143627929698,2019-09-27
2019-09-27,HEI,293.0,123.81015014648438,36276.37399291992,0.3445026701719392,127.4591318188538,-1069.1516300042422,2019-09-27
2019-09-30,HEI,293.0,123.9491195678711,36317.09203338623,0.34078867207939834,127.4591318188538,-1028.4335895379336,2019-10-04
2019-09-30,PAYC,114.0,204.2152862548828,23280.54263305664,0.2184576122425693,213.2724881998698,-1032.5210217285166,2019-10-04
2019-10-04,SHOP,1508.0,32.720001220703125,49341.76184082031,0.4597307633793757,30.905977705745546,2735.5474605560303,2019-10-04
2019-10-04,RH,61.0,170.2899932861328,10387.689590454102,0.09678496038657189,170.5500030517578,-15.860595703125,2019-10-04
2019-10-04,TREX,241.0,44.6150016784668,10752.215404510498,0.10018134763573967,43.54999923706055,256.66558837890625,2019-10-04
2019-10-11,SHOP,1508.0,32.92599868774414,49652.406021118164,0.4582957037155101,30.905977705745546,3046.191640853882,2019-10-11
2019-10-11,RH,61.0,179.30999755859375,10937.909851074219,0.10095778823372277,170.5500030517578,534.3596649169922,2019-10-11
2019-10-11,TREX,241.0,45.25,10905.25,0.10065633517976731,43.54999923706055,409.7001838684082,2019-10-11
2019-10-18,TREX,241.0,45.42499923706055,10947.424816131592,0.10305217276284513,43.54999923706055,451.875,2019-10-18
2019-10-18,RH,61.0,180.9199981689453,11036.119888305664,0.1038870923950336,170.5500030517578,632.5697021484375,2019-10-18
2019-10-18,SHOP,1508.0,31.43400001525879,47402.472023010254,0.4462170618521165,30.905977705745546,796.2576427459717,2019-10-18
2019-10-25,SHOP,1508.0,31.7450008392334,47871.461265563965,0.44705436970369444,30.905977705745546,1265.2468852996826,2019-10-25
2019-10-25,RH,61.0,188.58999633789062,11503.989776611328,0.10743162549667648,170.5500030517578,1100.4395904541016,2019-10-25
2019-10-25,TREX,241.0,45.064998626708984,10860.664669036865,0.1014238435556613,43.54999923706055,365.11485290527344,2019-10-25
2019-10-31,SHOP,1508.0,31.35700035095215,47286.35652923584,0.446912886705547,30.905977705745546,680.1421489715576,2019-11-01
2019-11-01,TREX,237.0,44.744998931884766,10604.56474685669,0.10006495641105694,43.54999923706055,283.21492767333984,2019-11-01
