horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-04-28,2026-05-28,0.12574236195237032,3.229314044853127,-0.05208277545108131,5.721043580482679,0.25478005987118807,395213.917372272,444909.0488191104,0.25632152712510636,0.2437709947168187,main,portfolio
3M,completed,2026-03-02,2026-05-28,0.15135450485036284,0.8070598564582818,-0.08654195161795386,2.508763534697351,0.24422172730262914,386422.2938676333,444909.0488191104,0.27505767616541105,0.2437709947168187,main,portfolio
6M,completed,2025-11-28,2026-05-28,0.37868576005407606,0.9117662522662444,-0.11644407056522799,2.7929399386357265,0.24674281475089266,322705.1890357232,444909.0488191104,0.13832627743098877,0.2437709947168187,main,portfolio
YTD,completed,2026-01-02,2026-05-28,0.2821140676651692,0.8620934369999333,-0.11644407056522799,2.634037037362376,0.24986692583218342,347012.063933847,444909.0488191104,0.16981254664572581,0.2437709947168187,main,portfolio
1Y,completed,2025-05-28,2026-05-28,0.5934274983550649,0.5939360436834682,-0.11644407056522799,2.2052183684564097,0.22363574972776298,279215.1191556573,444909.0488191104,0.0695702509187628,0.2437709947168187,main,portfolio
2Y,completed,2024-05-28,2026-05-28,0.808784642527105,0.34518364108389044,-0.23884178309147475,1.4519245569391104,0.22249203551709917,245971.26620752105,444909.0488191104,0.07941167083763263,0.2437709947168187,main,portfolio
FULL,completed,2019-05-01,2026-05-28,3.460153453919018,0.2353385563313959,-0.34796147804286615,1.0654864641786241,0.22224811067187403,99751.95997531892,444909.0488191104,0.058170729294725526,0.2437709947168187,main,portfolio
1M,completed,2026-04-28,2026-05-28,-0.043466644040199176,-0.41786467811138417,-0.0855797373278041,-2.7175943823676545,0.18938152386946122,771338.8596382916,737811.3479920209,1.0149430458529433e-05,1.0606339545832904e-05,concentrated,portfolio
3M,completed,2026-03-02,2026-05-28,-0.033378150371778714,-0.13283214188774706,-0.0855797373278041,-0.7516242980699263,0.16776996425599655,763288.506540376,737811.3479920209,1.0170112589900211e-05,1.0606339545832904e-05,concentrated,portfolio
6M,completed,2025-11-28,2026-05-28,0.40418048708126597,0.983777518241084,-0.0855797373278041,2.3950175015050537,0.3107412921685957,525439.1118378507,737811.3479920209,0.00010770245415404944,1.0606339545832904e-05,concentrated,portfolio
YTD,completed,2026-01-02,2026-05-28,0.25698665954633415,0.7721348164270889,-0.0855797373278041,2.0587151077824597,0.30214730034642245,586968.3201397764,737811.3479920209,2.8712835907422137e-05,1.0606339545832904e-05,concentrated,portfolio
1Y,completed,2025-05-28,2026-05-28,0.5688710378678563,0.5693550514998169,-0.15803935280441161,1.767140376714684,0.27783394005957046,470281.7058785973,737811.3479920209,0.00026234172151821174,1.0606339545832904e-05,concentrated,portfolio
2Y,completed,2024-05-28,2026-05-28,1.073009884855395,0.44015458568285615,-0.23484164759157478,1.544443592893895,0.25931539898295985,355913.0872371541,737811.3479920209,0.0003095670910592436,1.0606339545832904e-05,concentrated,portfolio
FULL,completed,2019-05-01,2026-05-28,6.396548369386273,0.326898800876932,-0.37796626437954284,1.1169690498216975,0.2924212559297984,99750.76361911774,737811.3479920209,0.00042459865920129554,1.0606339545832904e-05,concentrated,portfolio
1M,completed,2026-04-28,2026-05-28,0.060293067202477735,1.0396732364502905,-0.019300430077719755,7.324725040121924,0.09668538688590911,711.6900024414062,754.5999755859375,,,SPY,benchmark
3M,completed,2026-03-02,2026-05-28,0.10239337916590796,0.5057078345235173,-0.07675651461049293,2.859295621780585,0.14460555772807362,684.5106201171875,754.5999755859375,,,SPY,benchmark
6M,completed,2025-11-28,2026-05-28,0.11048839294191137,0.235507220686205,-0.08884972579331007,1.7576858490955893,0.126774146755047,679.5208129882812,754.5999755859375,,,SPY,benchmark
YTD,completed,2026-01-02,2026-05-28,0.10757323670566254,0.2912404205645005,-0.08884972579331007,1.9798105684658107,0.13469032385905597,681.309326171875,754.5999755859375,,,SPY,benchmark
1Y,completed,2025-05-28,2026-05-28,0.2986411151911934,0.2988735735600787,-0.08884972579331007,2.2811282120479865,0.11813245790790435,581.0689086914062,754.5999755859375,,,SPY,benchmark
2Y,completed,2024-05-28,2026-05-28,0.45894695776141403,0.20802502005207502,-0.18755225458981684,1.2217916548640144,0.1668735366070066,517.2223510742188,754.5999755859375,,,SPY,benchmark
FULL,completed,2011-05-31,2026-05-28,6.300403708404361,0.14178770684306197,-0.3371726975633843,0.8590648146002818,0.1719843058379659,103.36414337158203,754.5999755859375,,,SPY,benchmark
1M,completed,2026-04-28,2026-05-28,0.11869818149482336,2.9181399878045613,-0.025368439805888876,8.858250941922394,0.15368049923417457,657.5499877929688,735.5999755859375,,,QQQ,benchmark
3M,completed,2026-03-02,2026-05-28,0.21121462453770712,1.235553977825782,-0.08475817363885085,4.238465532033804,0.1913710072027223,607.32421875,735.5999755859375,,,QQQ,benchmark
6M,completed,2025-11-28,2026-05-28,0.19091871453858045,0.42274400469653495,-0.11723572714706232,2.1610231217582614,0.17265430302345505,617.6743774414062,735.5999755859375,,,QQQ,benchmark
YTD,completed,2026-01-02,2026-05-28,0.20127786037428774,0.5821405387727232,-0.11723572714706232,2.640514425464036,0.1813958385547767,612.347900390625,735.5999755859375,,,QQQ,benchmark
