portfolio_kind,base_rebalance_date,period_end_date,action_date,ticker,action,reason,original_weight,new_weight,cash_weight_after,price_return,benchmark_return,relative_return,action_price
concentrated,2019-04-30,2019-05-31,2019-05-20,GPK,daily_hard_stop_exit,daily_close_breached_hard_stop,0.2234737125945912,0.0,0.22347371259459115,-0.08106152135575251,-0.03654313087312688,-0.04620693661457842,11.23096752166748
concentrated,2019-06-28,2019-07-31,2019-07-05,AVGO,weekly_relative_trim,relative_underperformance_trim50,0.1538114481032993,0.07690572405164965,0.07690572405164975,-0.06304694945685108,0.005999773195003,-0.0686349286467185,23.804258346557617
concentrated,2019-06-28,2019-07-31,2019-07-08,AVGO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.1538114481032993,0.0,0.1538114481032994,-0.08857075040554796,0.0004721458226266684,-0.08900087483691022,23.155799865722656
concentrated,2019-07-31,2019-08-30,2019-08-14,TSCO,daily_hard_stop_exit,daily_close_breached_hard_stop,0.1838788668367261,0.0,0.18387886683672616,-0.08437251102058219,-0.04603500890276335,-0.040187535680658026,17.966428756713867
concentrated,2019-08-30,2019-09-30,2019-09-20,V,weekly_relative_trim,relative_underperformance_trim50,0.3624988800615431,0.18124944003077156,0.1812494400307716,-0.03578525955631373,0.03127467961665231,-0.06502626361183783,166.2127227783203
concentrated,2019-10-31,2019-11-29,2019-11-07,BKNG,daily_hard_stop_exit,daily_close_breached_hard_stop,0.3359412204453513,0.0,0.33594122044535135,-0.08583138912466504,0.010691423612905426,-0.09550176293426105,72.64019012451172
concentrated,2019-10-31,2019-11-29,2019-11-22,LRCX,weekly_relative_trim,relative_underperformance_trim50,0.1586807530845586,0.0793403765422793,0.4152815969876307,-0.04324013291519058,0.01980862285111895,-0.061824105379734484,24.270071029663086
concentrated,2019-11-29,2019-12-31,2019-12-27,JKHY,weekly_relative_trim,relative_underperformance_trim50,0.1643821565722575,0.08219107828612875,0.08219107828612893,-0.03628496256238967,0.03133439425788587,-0.06556491977457246,135.88499450683594
concentrated,2020-01-31,2020-02-28,2020-02-21,CPRT,weekly_relative_trim,relative_underperformance_trim50,0.1721025856929548,0.0860512928464774,0.08605129284647761,-0.06800388606432073,0.03132824478739771,-0.0963147585201598,23.8125
concentrated,2020-01-31,2020-02-28,2020-02-24,CPRT,daily_hard_stop_exit,daily_close_breached_hard_stop,0.1721025856929548,0.0,0.172102585692955,-0.09227006444972286,-0.0028764265083429663,-0.08965151393256865,23.1924991607666
