rebalance_date,ticker,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,bench_return,risk_adjusted_return,risk_return_cap,risk_exit_proxy,relative_trim_or_exit,sector,regime_state,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,market_style_regime_label,style_cash_defense_preference,style_row_breakout_fit,style_row_turnaround_fit,score,main_v2_score,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score
2019-04-30,NOW,0.15,0.15,,hold,hold,-0.0507028931635488,-0.0613189316386945,-0.0507028931635488,-0.08,False,False,Information Technology,bull,structural_growth,long_duration,0.35,1.0,balanced,0.077674813027806,0.2146372758053909,0.038920898325119,5.196656008415399,2.103306464734332,-1.4886811448813138,0.0,0.0,0.6736232130822675
2019-04-30,CPRT,0.1281860360075692,0.1281860360075692,,hold,hold,0.0538130359332365,-0.0613189316386945,0.0538130359332365,-0.08,False,False,Industrials,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2920235044971305,0.0766228747142291,1.1996509458272997,2.0639508123378176,0.56586379994349,0.0,0.0,1.2796372202261692
2019-04-30,SBUX,0.1161044322752978,0.1161044322752978,,hold,hold,-0.0221358078519844,-0.0613189316386945,-0.0221358078519844,-0.08,False,False,Consumer Discretionary,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2202985551288834,0.0313205370314861,4.670856430747963,2.2190253168421648,-2.866678438949452,0.0,0.0,-0.5873954958738019
2019-04-30,SHOP,0.0995864018893945,0.0995864018893945,,hold,hold,0.1256331321500048,-0.0613189316386945,0.1256331321500048,-0.08,False,False,Software,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2190176283728479,0.0224151509100952,0.8894339415892806,1.831380817359657,0.142765515261876,0.0,0.0,0.2438252360221446
2019-04-30,PAYC,0.080905142978567,0.0,,risk_exit_proxy,distribution_risk_decay,0.0169292604984521,-0.0613189316386945,0.0169292604984521,-0.08,True,False,Industrials,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2190176283728479,0.0031762285673011,1.2322341508411052,1.7746594552456818,1.2932181110852097,0.0,0.0,-0.1737594526985257
2019-04-30,ADBE,0.0761905452200132,0.0761905452200132,,hold,hold,-0.067766327218911,-0.0613189316386945,-0.067766327218911,-0.08,False,False,Information Technology,bull,structural_growth,long_duration,0.15,1.0,balanced,0.077674813027806,0.2920235044971305,0.0167187247405917,4.639326884506225,1.5156215066877192,-2.7436228805758827,0.0,0.0,0.0740553059295454
2019-04-30,CDNS,0.0664056403413501,0.0,,risk_exit_proxy,hard_stop,-0.0883620380174052,-0.0613189316386945,-0.08,-0.08,True,False,Information Technology,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2448001496980599,0.0144224700563559,1.362825000621514,1.7259348054674453,-0.3255588392012217,0.0,0.0,0.611148663571897
2019-04-30,MCO,0.061702372872945,0.061702372872945,,hold,hold,-0.0552852724815742,-0.0613189316386945,-0.0552852724815742,-0.08,False,False,Financials,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2920235044971305,0.2069742798949591,1.4610837956509457,1.1852517699952194,-0.3931993174384752,0.0,0.0,0.9132001836130622
2019-04-30,UI,0.0284745663409422,0.0,,risk_exit_proxy,hard_stop,-0.2859315267259367,-0.0613189316386945,-0.08,-0.08,True,False,Information Technology,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2526003313900179,0.0022154614756474,0.3300890946437674,1.563888068994133,1.179420794504444,0.0,0.0,-1.7786029723782208
2019-04-30,HD,0.0251994057635667,0.0251994057635667,,hold,hold,-0.0667323477733533,-0.0613189316386945,-0.0667323477733533,-0.08,False,False,Consumer Discretionary,bull,unknown,neutral,0.35,0.35,balanced,0.077674813027806,0.2687054773817504,0.0457783376984349,5.035064000125852,1.932402347013897,-3.644624264073326,0.0,0.0,0.2594767113726838
2019-04-30,ENTG,0.0188312848047178,0.0,,risk_exit_proxy,hard_stop,-0.1735014198984344,-0.0613189316386945,-0.08,-0.08,True,False,Information Technology,bull,structural_growth,long_duration,0.15,1.0,balanced,0.077674813027806,0.2920235044971305,0.020764956029611,0.07453042141102,1.50647056496627,1.406523046810092,0.0,0.0,0.3208496144026895
2019-04-30,CASH,0.0,0.1946166344655771,0.1946166344655771,cash_from_risk_exits,risk_exit_proxy_cash,0.0,-0.0613189316386945,0.0,-0.08,False,False,Cash,,,,,,,,,,,,,,,
2019-05-31,HEI,0.15,0.15,,hold,hold,0.0960681311427154,0.0801180564411814,0.0960681311427154,-0.08,False,False,Industrials,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.0418513371077618,0.0497618112157677,0.9543310821542,2.3047753097878285,0.7370201625480373,0.0,0.0,0.1323356966990618
2019-05-31,MA,0.15,0.15,,hold,hold,0.0598888140468978,0.0801180564411814,0.0598888140468978,-0.08,False,False,Financials,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.0337125186745471,0.001483696117266,5.61526409793167,2.6750159925947825,-3.2724944703058187,0.0,0.0,-0.12690937201364
2019-05-31,SBUX,0.0912573877181095,0.0912573877181095,,hold,hold,0.1132425543678132,0.0801180564411814,0.1132425543678132,-0.08,False,False,Consumer Discretionary,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.0216057865300164,0.0263080025876346,4.5791758708798485,2.30339785109556,-3.13226590821968,0.0,0.0,-0.5064439348220509
2019-05-31,HD,0.0711748802228923,0.0711748802228923,,hold,hold,0.1171102670468386,0.0801180564411814,0.1171102670468386,-0.08,False,False,Consumer Discretionary,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.0125554011323285,0.0997776968726914,5.759276860395142,2.2242797018425,-3.6352176824825615,0.0,0.0,0.3829416633184481
2019-05-31,PAYC,0.0414748362916001,0.0,,risk_exit_proxy,distribution_risk_decay,0.0743019896966836,0.0801180564411814,0.0743019896966836,-0.08,True,False,Industrials,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.0269941124345063,-0.0115280440376106,1.5938742683086284,1.8763665787138315,0.8982126424755155,0.0,0.0,-2.369615823608445
2019-05-31,SHOP,0.0267494973047735,0.0267494973047735,,hold,hold,0.1134242423125566,0.0801180564411814,0.1134242423125566,-0.08,False,False,Software,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.029505192660972,-0.0165231262875768,2.1559251937983133,1.4167930732359402,-0.5154511924536581,0.0,0.0,-0.8694274685433934
2019-05-31,TSCO,0.0145624813210221,0.0145624813210221,,hold,hold,0.099691995161909,0.0801180564411814,0.099691995161909,-0.08,False,False,Consumer Discretionary,bear,unknown,neutral,0.35,0.35,cash_defense,0.5907781509154043,0.0146479679877166,0.1008031210722892,1.7869533301258531,1.8968199526526768,-0.4810426906700262,0.0,0.0,-0.6307313175751139
2019-05-31,CASH,0.0,0.0414748362916001,0.0414748362916001,cash_from_risk_exits,risk_exit_proxy_cash,0.0,0.0801180564411814,0.0,-0.08,False,False,Cash,,,,,,,,,,,,,,,
2019-06-28,HEI,0.15,0.15,,hold,hold,0.0312220847037651,-0.0036331987329345,0.0312220847037651,-0.08,False,False,Industrials,neutral,unknown,neutral,0.35,0.35,balanced,0.0286309471818526,0.3201013761088407,0.0229120618482206,1.0242514260254023,2.3200638749296605,0.484703424632704,0.0,0.0,-0.2706474423200666
2019-06-28,HD,0.1313190014989253,0.1313190014989253,,hold,hold,0.0317116846317755,-0.0036331987329345,0.0317116846317755,-0.08,False,False,Consumer Discretionary,neutral,unknown,neutral,0.35,0.35,balanced,0.0286309471818526,0.2443975319422289,0.1167468361401719,5.880601853907679,2.2448145089797507,-3.605955056457306,0.0,0.0,0.5002142165812291
2019-06-28,MA,0.1303015270052978,0.1303015270052978,,hold,hold,0.0334022709341572,-0.0036331987329345,0.0334022709341572,-0.08,False,False,Financials,neutral,unknown,neutral,0.35,0.35,balanced,0.0286309471818526,0.271347834401307,-0.011324572167601,5.721133342504523,2.619936460739781,-3.3052430231763976,0.0,0.0,-0.407422213300335
