rebalance_date,net_return,drawdown,regime_state
2023-08-31,-0.05946332355044305,-0.08133432761009585,
2022-05-31,-0.05392422189290724,-0.12784481237399925,
2021-12-31,-0.05292008477804542,-0.05933174380439854,
2025-02-28,-0.049905898134415955,-0.07664168933020787,
2026-02-27,-0.04345519542333646,-0.04345519542333631,
2022-11-30,-0.043122212192705886,-0.05910671406065027,
2020-02-28,-0.04242724245714273,-0.08434446880617708,
2022-03-31,-0.03931690836260141,-0.09603336136631213,
2021-08-31,-0.03742700946207527,-0.037427009462075334,
2021-02-26,-0.03575587536049029,-0.0357558753604903,
