start_date,end_date,months,cagr,sharpe,max_dd,ending_equity
2019-04-30,2022-03-31,36,0.30432898131108876,1.7955398984335738,-0.09603336136631213,2.2190211026815208
2019-05-31,2022-04-29,36,0.3169487241344049,1.8712691453709673,-0.09603336136631224,2.2840552111133707
2019-06-28,2022-05-31,36,0.27217343462076915,1.5929205226584489,-0.12784481237399936,2.0589176061131993
2019-07-31,2022-06-30,36,0.27316818193625814,1.597524030751493,-0.12784481237399925,2.063751156140745
2019-08-30,2022-07-29,36,0.27596215326408124,1.610319675831077,-0.12784481237399936,2.0773677180417756
2019-09-30,2022-08-31,36,0.27249983767412966,1.5869176243770353,-0.12784481237399936,2.0605027895835604
2019-10-31,2022-09-30,36,0.29335183461049574,1.6713079064646612,-0.12784481237399925,2.1634658802407944
2019-11-29,2022-10-31,36,0.3023123514126451,1.7212527609533317,-0.12784481237399947,2.208744487205499
2019-12-31,2022-11-30,36,0.25502511034978315,1.4730265235055306,-0.12784481237399947,1.976775025659962
2020-01-31,2022-12-30,36,0.2977233125558576,1.6563185288633535,-0.12784481237399936,2.1854773977497324
2020-02-28,2023-01-31,36,0.33474858557208553,1.8425444171424916,-0.12784481237399936,2.3779263969006434
2020-03-31,2023-02-28,36,0.35322564954875446,1.9705882169408673,-0.12784481237399936,2.478053411970898
2020-04-30,2023-03-31,36,0.30519624533941814,1.7541581037495255,-0.12784481237399925,2.2234504079404394
2020-05-29,2023-04-28,36,0.30637112565171454,1.7554815921979054,-0.12784481237399936,2.2294601715101696
2020-06-30,2023-05-31,36,0.31152276877261387,1.7682176138273231,-0.12784481237399925,2.25593978698429
2020-07-31,2023-06-30,36,0.26721452161762715,1.6637983493125976,-0.12784481237399936,2.034934445509202
2020-08-31,2023-07-31,36,0.22667335310918846,1.4578538737385305,-0.12784481237399947,1.84580914662056
2020-09-30,2023-08-31,36,0.21086074831701374,1.3312620410509572,-0.12784481237399925,1.7753443548927625
2020-10-30,2023-09-29,36,0.19365268537548364,1.2314557260692516,-0.12784481237399947,1.7007243833495138
2020-11-30,2023-10-31,36,0.17394929994622688,1.1596548016595274,-0.12784481237399925,1.6178863970512123
2020-12-31,2023-11-30,36,0.1622829558235246,1.10248501482121,-0.12784481237399936,1.5701299853346888
2021-01-29,2023-12-29,36,0.15165141360069523,1.0535949801900881,-0.12784481237399947,1.5274363966901772
2021-02-26,2024-01-31,36,0.21794956120886666,1.1712952260798173,-0.12784481237399925,1.8067077598243777
2021-03-31,2024-02-29,36,0.2576406243866769,1.3566496597162954,-0.12784481237399936,1.9891597946444548
2021-04-30,2024-03-28,36,0.24267212071176858,1.2801419212002936,-0.12784481237399925,1.9189765391510454
2021-05-28,2024-04-30,36,0.2591755213941007,1.3591943354498381,-0.12784481237399958,1.9964517422469639
2021-06-30,2024-05-31,36,0.24222951219752886,1.2842221522299455,-0.12784481237399947,1.9169267960427092
2021-07-30,2024-06-28,36,0.2159257360410316,1.1552000106319165,-0.12784481237399936,1.7977162835732678
2021-08-31,2024-07-31,36,0.19162905287312326,1.048212981244349,-0.12784481237399925,1.6920891837574419
2021-09-30,2024-08-30,36,0.21988370135205915,1.191520303361792,-0.12784481237399925,1.815328752778516
2021-10-29,2024-09-30,36,0.203023029569807,1.1270548691372422,-0.12784481237399936,1.7410924147161582
2021-11-30,2024-10-31,36,0.24633905025949776,1.2232995252927072,-0.12784481237399947,1.936014508599082
2021-12-31,2024-11-29,36,0.2354929373178698,1.1695364842473588,-0.12190014309841546,1.8859092963492954
2022-01-31,2024-12-31,36,0.2819209812617436,1.3799751246476046,-0.09324719531996284,2.1066081844354585
2022-02-28,2025-01-31,36,0.2742870537022841,1.3413286240726994,-0.09324719531996273,2.069196868880461
2022-03-31,2025-02-28,36,0.24816716638677283,1.2120631513935636,-0.09324719531996295,1.9445461835774502
2022-04-29,2025-03-31,36,0.27693188355718923,1.345567120966674,-0.09324719531996284,2.082107712398944
2022-05-31,2025-04-30,36,0.29249458769296566,1.4021258431704768,-0.09324719531996284,2.1591668285485546
2022-06-30,2025-05-30,36,0.32964201126563286,1.5848511078700507,-0.09324719531996273,2.3507377724796323
2022-07-29,2025-06-30,36,0.34105614049451094,1.6240001902131393,-0.09324719531996295,2.4117977028335162
2022-08-31,2025-07-31,36,0.3228753868810459,1.5455479203209324,-0.09324719531996284,2.315030986762744
2022-09-30,2025-08-29,36,0.3825866665079687,1.7450881904070643,-0.09324719531996273,2.6428778604929093
2022-10-31,2025-09-30,36,0.4023503754378037,1.7815307426330613,-0.09324719531996273,2.7578434224701165
2022-11-30,2025-10-31,36,0.3914806094491734,1.7350215942116525,-0.09324719531996284,2.694210201288144
2022-12-30,2025-11-28,36,0.4559354285640902,1.973076002254542,-0.09324719531996284,3.086216172277306
2023-01-31,2025-12-31,36,0.49328672527445305,1.9876817084452383,-0.09324719531996273,3.3298878993072396
2023-02-28,2026-01-30,36,0.4764820713025275,1.9360689512953235,-0.09324719531996295,3.2187298920570115
2023-03-31,2026-02-27,36,0.45580074667037995,1.841381510795863,-0.09324719531996284,3.0853597764901983
2023-04-28,2026-03-31,36,0.49882057365925636,1.996153790732966,-0.09324719531996273,3.3670451302685636
