ticker,position_pnl_usd,avg_weight,max_weight,days_held,sector,industry_group,primary_lane
PLTR,-57128.30658721924,0.31460208392252426,0.3362935030172879,8,Information Technology,Software - Infrastructure,MARKET_LEADER
TPR,-29236.194557189945,0.0536687509287698,0.0758545211070225,27,Consumer Discretionary,Apparel & Luxury,MARKET_LEADER
BROS,-25387.26852798462,0.054418895756805474,0.0758929599997887,27,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER
APP,-22304.061279296875,0.11786860174725747,0.1350065249495121,8,Information Technology,Other,MARKET_LEADER
UBER,-13818.900085449219,0.049848068867747584,0.0534363914043915,6,Industrials,Software - Application,MARKET_LEADER
CORT,-5793.638381958008,0.07102020045814962,0.0739126326599813,8,Health Care,Biotechnology,MARKET_LEADER
HUBS,-3888.6392822265625,0.08315257698349862,0.0871629778183256,8,Information Technology,Software - Application,MARKET_LEADER
LI,-2413.040084838867,0.07731365110263297,0.0841096299266918,21,Auto,Auto Manufacturers & Parts,MARKET_LEADER
GOOGL,-2053.250381469723,0.06246163419000631,0.0639407595475839,8,Communication,Internet Content & Information,MARKET_LEADER
KVUE,-1741.018886566162,0.04304657146482055,0.0446754297666104,6,Consumer Staples,Household & Personal Products,QUALITY_COMPOUNDER
NRG,-1218.8286437988263,0.022933196162713203,0.0254327420102631,6,Utilities,Utilities,MARKET_LEADER
GTLS,-856.9201354980432,0.047976305948664026,0.0519679225577811,8,Industrials,Capital Goods - Machinery,MARKET_LEADER
AMZN,-250.920166015625,0.008573327551639934,0.0088698593302112,21,Consumer Discretionary,Internet Content & Information,MARKET_LEADER
SAN,1082.3319768905603,0.0806904789388341,0.0853566285868425,21,Financial,Banks - Diversified,MARKET_LEADER
