rebalance_date,ticker,weight,target_weight,sector,industry_group,primary_lane,holding_state,hold_replace_decision,crisis_state,market_style_regime_label,regime_state,regime_capacity_regime,selection_confirmation_score,breakout_setup_quality_score,volatility_contraction_score,rs_benchmark_1m,ticker_ret_1m,rs_benchmark_3m,ticker_ret_3m,atr14_pct,price_above_ma50,price_above_ma200,spy_1m_return,qqq_1m_return,benchmark_risk_score,linked_mdd_position_pnl_usd
2025-01-31,PLTR,0.285,0.285,Information Technology,Software - Infrastructure,MARKET_LEADER,HOLD,keep_prior_holding,GREEN,balanced,neutral,neutral,1.0,0.6896909815661476,0.2128487686028068,0.0664594800073037,0.0907047581578688,0.9132918697581804,0.9848410764678804,0.0461917550452565,1.0,1.0,0.0268564518074962,0.0216341044936339,0.0,-57128.30658721924
2025-01-31,APP,0.1139999999999999,0.1139999999999999,Information Technology,Other,MARKET_LEADER,NEW,new_entry,GREEN,balanced,neutral,neutral,1.0,0.612242168539125,0.5180045863358536,0.1170634692263961,0.1413087473769612,1.1103387304153327,1.1818879371250328,0.0517107770178911,1.0,1.0,0.0268564518074962,0.0216341044936339,0.0,-22304.061279296875
2025-01-31,CORT,0.076,0.076,Health Care,Biotechnology,MARKET_LEADER,NEW,new_entry,GREEN,balanced,neutral,neutral,0.2451249999999999,0.4847525274530955,-0.2018657855404095,0.303795979629101,0.3280412577796661,0.2950016713951066,0.3665508781048068,0.0504653907989864,1.0,1.0,0.0268564518074962,0.0216341044936339,0.0,-5793.638381958008
2025-01-31,HUBS,0.0888727620669024,0.0888727620669024,Information Technology,Software - Application,MARKET_LEADER,NEW,new_entry,GREEN,balanced,neutral,neutral,0.2451249999999999,0.5646094027770001,0.1819382387359439,0.0945313733208939,0.118776651471459,0.3335411160618741,0.4050903227715743,0.0325970154829706,1.0,1.0,0.0268564518074962,0.0216341044936339,0.0,-3888.6392822265625
2025-01-31,GOOGL,0.0728975863868043,0.0728975863868043,Communication,Internet Content & Information,MARKET_LEADER,NEW,concentrated_replacement_quality_swap,GREEN,balanced,neutral,neutral,1.0,0.7177197136954352,0.1456466112075756,0.0535149490891988,0.0777602272397639,0.1221497705515438,0.193698977261244,0.0254247382998421,1.0,1.0,,,,-2053.250381469723
2025-01-31,GTLS,0.0551,0.0551,Industrials,Capital Goods - Machinery,MARKET_LEADER,NEW,cashfunded_early_entry,GREEN,balanced,neutral,neutral,0.2451249999999999,0.6880228191676002,0.0995705127800078,0.0844845499681758,0.1087298281187409,0.6811843436408905,0.7527335503505908,0.0356147002038811,1.0,1.0,,,,-856.9201354980432
2025-02-28,TPR,0.076,0.076,Consumer Discretionary,Apparel & Luxury,MARKET_LEADER,NEW,new_entry,WATCH,quality_compounder,neutral,neutral,0.246716875,0.5026472269760757,-0.460392030791583,0.1792314555853145,0.157609367989477,0.4084913372952429,0.4099293083458666,0.0436627756638357,1.0,1.0,-0.0171043689165849,-0.0261398062750901,1.0,-29236.194557189945
2025-02-28,BROS,0.076,0.076,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER,NEW,new_entry,WATCH,quality_compounder,neutral,neutral,1.0,0.2778383897194371,-0.5601958620112217,0.3500329528317825,0.328410865235945,0.4879317634651149,0.4893697345157386,0.0654867256637168,1.0,1.0,-0.0171043689165849,-0.0261398062750901,1.0,-25387.26852798462
2025-02-28,LI,0.076,0.076,Auto,Auto Manufacturers & Parts,MARKET_LEADER,NEW,new_entry,WATCH,quality_compounder,neutral,neutral,0.2451249999999999,0.2346295210298107,-0.3286626575578391,0.3422064854351486,0.320584397839311,0.3168803578337295,0.3183183288843532,0.0542745500316147,1.0,1.0,-0.0171043689165849,-0.0261398062750901,1.0,-2413.040084838867
2025-02-28,AMZN,0.0087226294474572,0.0087226294474572,Consumer Discretionary,Internet Content & Information,MARKET_LEADER,NEW,concentrated_replacement_quality_swap,WATCH,quality_compounder,neutral,neutral,1.0,0.3611252428853727,-0.004871587305667,-0.0870069100115791,-0.1086289976074167,0.030349688672901,0.0317876597235247,0.0262052729592581,0.0,1.0,,,,-250.920166015625
2025-03-31,TPR,0.0033146068504028,0.0033146068504028,Consumer Discretionary,Apparel & Luxury,MARKET_LEADER,HOLD,keep_prior_holding,DEFENSE_REVIEW,cash_defense,bear,bear,0.246716875,0.3159139197650613,0.0903276210743273,-0.106364595141508,-0.1721550991137534,0.144450913391303,0.082419966958795,0.0402971290463433,0.0,1.0,-0.0557192064349796,-0.0758618015095112,4.0,-29236.194557189945
2025-03-31,BROS,0.0148882407333751,0.0148882407333751,Consumer Discretionary,Hotels Restaurants & Leisure,MARKET_LEADER,HOLD,keep_prior_holding,DEFENSE_REVIEW,cash_defense,bear,bear,1.0,-0.0193196897184467,0.1442181259656348,-0.1542701475911249,-0.2200606515633704,0.2407251125166163,0.1786941660841083,0.065007636764568,0.0,1.0,-0.0557192064349796,-0.0758618015095112,4.0,-25387.26852798462
2025-03-31,UBER,0.0525,0.0525,Industrials,Software - Application,QUALITY_COMPOUNDER,NEW,new_entry,DEFENSE_REVIEW,cash_defense,bear,bear,1.0,0.3546574545239441,0.1964100917500028,0.0243485695248124,-0.041441934447433,0.2699222093464788,0.2078912629139708,0.0346192263193854,0.0,1.0,-0.0557192064349796,-0.0758618015095112,4.0,-13818.900085449219
2025-03-31,KVUE,0.0446657403221347,0.0446657403221347,Consumer Staples,Household & Personal Products,QUALITY_COMPOUNDER,NEW,new_entry,DEFENSE_REVIEW,cash_defense,bear,bear,1.0,0.419290404775402,0.1056391996528159,0.0818921822577682,0.0161016782855227,0.1963364804790577,0.1343055340465497,0.0642633949862747,1.0,1.0,-0.0557192064349796,-0.0758618015095112,4.0,-1741.018886566162
2025-03-31,NRG,0.0246314120940873,0.0246314120940873,Utilities,Utilities,QUALITY_COMPOUNDER,NEW,new_entry,DEFENSE_REVIEW,cash_defense,bear,bear,1.0,0.346242335464322,0.0772822675681742,-0.0311728036509866,-0.0969633076232321,0.124675496182461,0.062644549749953,0.0444736050954087,0.0,1.0,-0.0557192064349796,-0.0758618015095112,4.0,-1218.8286437988263
