as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-04,concentrated,equity,SNDK,0.3656718171646912,0.3,0.22930138648368212,-0.06567181716469123,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-38.0,-66867.84204101562,1,ready,,0.03,none,0.0
2026-06-04,concentrated,equity,BE,0.2483321097483684,0.3,0.21359058348005594,0.0516678902516316,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,185.0,53903.44909667969,1,ready,,0.03,none,0.0
2026-06-04,concentrated,equity,WDC,0.2259577437453422,0.2053748387580999,0.17184215692822843,-0.0205829049872423,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-37.0,-21293.5,1,ready,,0.03,none,0.0
2026-06-04,concentrated,equity,CIEN,0.0779662291649479,0.0946595552144666,0.08954826423501701,0.016693326049518703,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,32.0,17140.16015625,1,ready,,0.03,none,0.0
2026-06-04,concentrated,equity,LITE,0.057017369177119,0.0699656060274333,0.06960762212383154,0.012948236850314307,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,14.0,13231.120239257812,1,ready,,0.03,none,0.0
2026-06-04,concentrated,cash,CASH,0.025054730999531,0.0,0.04571080300362615,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-04,main,equity,SNDK,0.1406825689059726,0.12,0.22930138648368212,-0.020682568905972615,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-7.0,-12317.760375976562,1,ready,,0.03,none,0.0
2026-06-04,main,equity,STM,0.130514802985656,0.1171446135096949,0.0460108986446686,-0.01337018947596108,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-115.0,-9011.40007019043,1,ready,,0.03,none,0.0
2026-06-04,main,equity,WDC,0.1261013866815645,0.12,0.17184215692822843,-0.0061013866815645135,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-7.0,-4028.5,1,ready,,0.03,none,0.0
2026-06-04,main,equity,MRVL,0.1189937570088236,0.0785086894949629,0.030835863868205474,-0.040485067513860704,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-86.0,-27212.979370117188,1,ready,,0.03,none,0.0
2026-06-04,main,equity,CIEN,0.0642336698462211,0.0816461122268106,0.08954826423501701,0.017412442380589505,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,21.0,11248.230102539062,1,ready,,0.03,none,0.0
2026-06-04,main,equity,BE,0.0634125153449018,0.08,0.21359058348005594,0.016587484655098197,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,38.0,11072.059814453123,1,ready,,0.03,none,0.0
2026-06-04,main,equity,ON,0.0534742513698133,0.0528359572543217,0.020752382898266558,-0.0006382941154916,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-3.0,-395.46002197265625,1,ready,,0.03,none,0.0
2026-06-04,main,equity,LITE,0.0531697962505284,0.069054172274444,0.06960762212383154,0.015884376023915604,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,11.0,10395.88018798828,1,ready,,0.03,none,0.0
2026-06-04,main,equity,PWR,0.0436544205543221,0.0571597292102878,0.02245063113408623,0.013505308655965699,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,12.0,8630.039794921875,1,ready,,0.03,none,0.0
2026-06-04,main,equity,RVMD,0.0371107234279371,0.0421210298977619,0.016543880075839654,0.005010306469824796,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,21.0,3269.4900512695312,1,ready,,0.03,none,0.0
2026-06-04,main,equity,FIX,0.0340160175295519,0.0428579262636735,0.016833310916812783,0.0088419087341216,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,3.0,5743.950073242188,1,ready,,0.03,none,0.0
2026-06-04,main,equity,MU,0.0339156381771582,0.0242434423263007,0.009522098662957083,-0.009672195850857504,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-6.0,-5976.0,1,ready,,0.03,none,0.0
2026-06-04,main,equity,COHR,0.0199881369511974,0.0201086257073185,0.007898066429033358,0.00012048875612110169,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-04,main,equity,TER,0.0126496087432729,0.0134599863771438,0.00528667986006996,0.0008103776338709012,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,1.0,406.8599853515625,1,ready,,0.03,none,0.0
2026-06-04,main,equity,KEYS,0.0086356513012315,0.0108597154572789,0.004265371255618577,0.0022240641560474003,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,4.0,1372.43994140625,1,ready,,0.03,none,0.0
2026-06-04,main,cash,CASH,0.059447054921847,0.0,0.04571080300362615,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
