leadership_theme,member_count,active_count_1d_gt_8pct,active_count_5d_gt_20pct,breadth_21d_positive,median_ret_5d,median_ret_21d,median_ret_63d,top_participation_score,top_bubble_climax_score,top_early_leadership_score,dollar_volume_20d_sum,top_tickers,leadership_state,leadership_score
memory_semiconductors,6,0,0,1.0,0.03740167818361195,0.43284357897324566,0.9230013938852627,1.8441169587259563,0.8259228834508651,2.444404982792934,52115102061.2413,"MU,STX,SNDK,WDC,PSA,EXR",emerging_leader,2.6692313936594236
optical_networking_ai_infra,3,0,0,1.0,0.04271687844194583,0.1836216435830449,0.7232192251222977,1.2551528324773742,0.12092552760963408,1.7214410142957213,8651200254.098408,"COHR,CIEN,LITE",emerging_leader,1.7542555028322744
ai_compute_semiconductors,30,0,2,0.9666666666666667,0.006166957346348534,0.1816485311138103,0.28098016833100503,2.388299212524778,1.7013636772975371,3.1988622782358345,96388496464.45782,"AMD,UMC,QCOM,NVDA,HIMX,MTSI,TXN,STM",emerging_leader,1.6795967914444396
rare_earths_battery_materials,1,0,0,1.0,0.13633220020983483,0.14425084597887716,0.12781452233918822,1.1946463883028149,1.6234540217225168,1.4726097867405747,183843787.67524108,TECK,emerging_leader,1.5473411195550504
software_ai_platforms,42,0,2,0.7142857142857143,-0.002270856197151172,0.05945868853254932,-0.04525181036826803,1.847168600413466,1.3989820433724875,2.31684899372563,46986217588.223694,"AKAM,FTNT,CRWD,PANW,SNPS,ORCL,APP,CDNS",neutral,0.597323841387774
software,61,2,2,0.5245901639344263,-0.003435024447338897,0.008984994542413416,-0.007796165766110863,1.6330439712743527,1.1809488635153758,1.6508215466807252,63775308637.055336,"FLEX,GLW,NBIX,AAPL,CSCO,GOOGL,GOOG,AMZN",neutral,0.2788258751655741
space_launch,22,0,1,0.36363636363636365,0.025545980213954933,-0.0349818407979946,-0.06635192659456485,0.8266290445303413,0.6823797075523813,0.7247722808625,12898722054.250957,"RKLB,HWM,BA,AXON,GE,GD,FTAI,RTX",neutral,0.15070750857393259
consumer,123,1,1,0.34146341463414637,-0.008543715692289289,-0.02476049596572316,-0.06072862092050091,1.602801786157753,2.0265500987121383,1.8325382960122107,63302243416.94256,"TSLA,SFM,HRB,PM,ARMK,PRMB,TXRH,BWA",neutral,-0.03165351862241608
medtech,57,0,1,0.38596491228070173,-0.00163504361903144,-0.036063855759640995,-0.07273697158898684,1.6425099479292864,1.6566537373421613,1.9567811823651504,33000986491.162304,"UNH,DVA,CVS,ELV,DOC,CI,LLY,WST",neutral,-0.03394029625891538
industrial,113,0,1,0.4424778761061947,-0.00868699230628489,-0.007569742277688807,-0.048859698916335126,1.3300035976212161,0.9007285384847493,1.7411578703101624,33144951299.89366,"AAON,VRT,BE,URI,FIX,GWW,CMI,CAT",neutral,-0.10360076750229007
energy,99,0,0,0.5151515151515151,-0.00738401429433011,0.0003885845088893447,0.04921728528785296,0.7424319363716437,0.8923803867221878,0.7739452449271834,31304394004.859142,"FCX,CF,IFF,CCI,SLB,NEM,ASH,MPC",neutral,-0.19080198774747026
banking,124,0,0,0.45161290322580644,-0.013558283138491944,-0.005751804735867061,-0.044846993472940355,0.746645214197852,0.657417968622122,0.9317664033219224,36456549992.32655,"CBOE,BEN,APO,GS,BLK,MS,SEIC,IVZ",neutral,-0.3304571734018333
general,35,0,0,0.2857142857142857,-0.011037311498319102,-0.015247947002899886,0.01866781400612938,0.4587748409181995,0.3321618805942543,0.3673023937784698,12360576947.633375,"DIS,LYV,VZ,TMUS,EIX,NEE,EVRG,T",neutral,-0.5957593186030539
nuclear_power,4,0,0,0.75,0.0033677938255854967,0.004666238585453675,0.003974361751738598,-0.21695606641421855,-0.5478116187399911,-0.20441006318838023,1611914650.3820312,"UEC,CCJ,CEG,BWXT",neutral,-0.6289740092065297
power_grid_gas_turbine,10,0,0,0.5,-0.02392496927523291,0.03779701140983477,0.06465598443149212,0.40439397196872107,-0.027582840858676433,0.5825329368430513,7367156713.113244,"PWR,NVT,GEV,NXT,GTLS,ETN,AEP,TLN",neutral,-0.6450810919389017
