event_type,horizon,n,avg_pct,median_pct,hit_positive,hit_5pct_up,hit_10pct_up,hit_5pct_down,p25,p75
downgrade_1,21d,237,-1.7529031137382158,-2.4743007410949036,0.39662447257383965,0.2616033755274262,0.1308016877637131,0.4092827004219409,-10.088623248145101,5.613880681461003
downgrade_wave_2,21d,58,-0.825508913006338,-0.6674261566334272,0.46551724137931033,0.29310344827586204,0.1206896551724138,0.3103448275862069,-8.385448792332333,7.884707034523203
downgrade_wave_3,21d,35,-2.057588016181755,-3.7305622009569217,0.37142857142857144,0.17142857142857143,0.08571428571428572,0.37142857142857144,-6.526425652200112,2.2769323882153025
upgrade_1,21d,331,-3.127952544393113,-4.085454081198403,0.38972809667673713,0.256797583081571,0.12386706948640483,0.459214501510574,-11.717998812769025,5.1093634600245075
upgrade_wave_2,21d,73,-6.797185871733691,-6.908874329958303,0.273972602739726,0.1232876712328767,0.0410958904109589,0.589041095890411,-12.34700815956482,0.20959386245897882
upgrade_wave_3,21d,43,-4.517964133117283,-3.7116828757848053,0.32558139534883723,0.18604651162790697,0.06976744186046512,0.4418604651162791,-10.407717400546234,1.414749681852745
