bucket,horizon,n,avg_pct,median_pct,hit_positive,hit_5pct_up,hit_10pct_up,hit_5pct_down,hit_10pct_down,p25,p75
BUY_cluster_2,21d,31,-0.4290676617692429,-3.6439684400646377,0.3870967741935484,0.2903225806451613,0.06451612903225806,0.3870967741935484,0.16129032258064516,-8.53354428885163,5.424641392846475
BUY_cluster_3+,21d,17,-5.2623479881197825,-7.382005234184641,0.23529411764705882,0.23529411764705882,0.11764705882352941,0.6470588235294118,0.35294117647058826,-11.867256637168133,-0.8361118235444942
BUY_single_large,21d,88,-2.320790185290896,-1.795528431858967,0.4431818181818182,0.17045454545454544,0.09090909090909091,0.36363636363636365,0.2159090909090909,-9.068891027571594,2.639021207350656
BUY_single_small,21d,34,-3.9189420121927543,-3.3186176815047705,0.4117647058823529,0.17647058823529413,0.029411764705882353,0.4411764705882353,0.2647058823529412,-10.324298133740268,2.9869096609837333
SELL_cluster_2,21d,134,-2.9005712921961693,-4.36172484145167,0.3656716417910448,0.21641791044776118,0.11940298507462686,0.48507462686567165,0.21641791044776118,-9.172942972082499,2.74062320648637
SELL_cluster_3+,21d,364,-0.3943373279728287,-1.0353845370860038,0.45604395604395603,0.28296703296703296,0.12912087912087913,0.3269230769230769,0.19505494505494506,-7.724414524847518,6.18325443954178
SELL_cluster_3+,63d,11,-5.497318423115828,2.469791729916815,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.45454545454545453,0.45454545454545453,-17.10625734444755,11.158137062564531
SELL_single_large,21d,92,-2.2948016030908573,-2.1579974323141293,0.3804347826086957,0.21739130434782608,0.11956521739130435,0.358695652173913,0.18478260869565216,-8.03996101776635,3.773772597066211
SELL_single_small,21d,118,-4.385276498632168,-4.553966082625777,0.3305084745762712,0.1864406779661017,0.09322033898305085,0.4830508474576271,0.2711864406779661,-11.612847210894614,1.5674698877553295
