ticker,cluster_start,n_buy_txs,n_sell_txs,n_buyers_unique,n_sellers_unique,buy_value_usd,sell_value_usd,net_value_usd,fwd_21d_pct,fwd_63d_pct,fwd_126d_pct
MCK,2026-02-06,0,5,0,4,0.0,3801370.0549999997,-3801370.0549999997,-1.6329087492169547,,
MCO,2026-02-02,0,9,0,5,0.0,6939130.890900001,-6939130.890900001,-9.942586701838763,,
MCO,2026-04-01,0,5,0,2,0.0,711376.25,-711376.25,,,
MDB,2026-02-02,0,10,0,1,0.0,6621282.56,-6621282.56,-31.939245415129403,,
MDB,2026-03-13,0,8,0,2,0.0,3514249.9099999997,-3514249.9099999997,-9.413840724259636,,
MDB,2026-04-14,0,6,0,1,0.0,2904414.46,-2904414.46,,,
MDLZ,2026-02-13,0,1,0,1,0.0,186000.0,-186000.0,-7.597801487229228,,
MDT,2026-02-19,0,5,0,1,0.0,5132217.2412,-5132217.2412,-11.798152096659553,,
MDU,2026-02-13,1,0,1,0,104225.0,0.0,104225.0,-0.9610764055742349,,
MEDP,2026-03-17,0,1,0,1,0.0,14436197.1,-14436197.1,14.306498545101842,,
META,2026-01-26,0,31,0,5,0.0,61498428.12860001,-61498428.12860001,-2.954034853360865,2.469791729916815,
META,2026-02-27,0,31,0,3,0.0,40740065.354499996,-40740065.354499996,-19.98295307529565,,
META,2026-04-13,0,26,0,2,0.0,4380959.2310999995,-4380959.2310999995,,,
MGM,2026-03-09,2,1,1,1,37223500.0,1285125.0000000002,35938375.0,6.522350295192569,,
MHK,2026-02-27,0,17,0,2,0.0,2268784.61,-2268784.61,-22.831489498156156,,
MKC,2026-02-03,0,4,0,3,0.0,4575800.0,-4575800.0,7.528641571194772,,
MKC,2026-04-10,1,0,1,0,105960.0,0.0,105960.0,,,
MKL,2026-02-26,0,1,0,1,0.0,207948.49,-207948.49,-8.523383927883499,,
MKSI,2026-02-20,0,18,0,11,0.0,18333721.933699995,-18333721.933699995,-8.812429741448536,,
MKTX,2026-02-10,0,2,0,1,0.0,35684.0,-35684.0,4.537756234304746,,
MKTX,2026-04-10,0,1,0,1,0.0,17196.0,-17196.0,,,
MLI,2026-02-09,0,2,0,2,0.0,643747.1,-643747.1,-3.096894620736468,,
MMM,2026-02-09,0,9,0,3,0.0,12335538.138600001,-12335538.138600001,-10.078192875760216,,
MNST,2026-03-13,0,1,0,1,0.0,617760.0,-617760.0,-2.3639433692687284,,
MO,2026-03-05,0,1,0,1,0.0,1885718.4428,-1885718.4428,-3.4644744568408714,,
MOH,2026-02-11,1,1,1,1,100128.0,74341.51999999999,25786.48000000001,18.942836641951686,,
MORN,2026-02-02,1,71,1,1,186590.0,16773582.392300002,-16586992.392300002,-9.78771834331239,,
MP,2026-03-16,0,2,0,2,0.0,3594979.14,-3594979.14,0.2621919244887305,,
MP,2026-04-17,0,2,0,1,0.0,19209816.42,-19209816.42,,,
MPC,2026-02-12,0,6,0,2,0.0,2085492.51,-2085492.51,8.406825153374253,,
MPWR,2026-02-02,0,55,0,6,0.0,290990493.93009996,-290990493.93009996,-4.428234666192255,,
MPWR,2026-03-20,0,33,0,2,0.0,48213996.17999999,-48213996.17999999,36.439429298337124,,
MRK,2026-02-04,0,16,0,9,0.0,40699797.419,-40699797.419,0.19854972375690227,,
MRNA,2026-02-23,0,2,0,2,0.0,8540886.21,-8540886.21,2.827351112893539,,
MRP,2026-03-05,1,0,1,0,30665.0,0.0,30665.0,-10.957138253303267,,
MRSH,2026-03-03,0,3,0,3,0.0,4169051.2825,-4169051.2825,-6.962398755565102,,
MRVL,2026-03-26,0,10,0,5,0.0,26243062.28,-26243062.28,66.89690198070086,,
MS,2026-01-30,0,1,0,1,0.0,6020312.854400001,-6020312.854400001,-8.442982456140358,,
MS,2026-04-16,0,12,0,4,0.0,17680822.23,-17680822.23,,,
MSA,2026-02-17,0,1,0,1,0.0,223828.0,-223828.0,-12.543329701891647,,
MSCI,2026-02-13,5,0,2,0,5559794.81,0.0,5559794.81,5.319597104668516,,
MSCI,2026-03-17,0,1,0,1,0.0,252000.0,-252000.0,1.8290909090908913,,
MSFT,2026-02-18,1,1,1,1,1986750.0,5045695.92,-3058945.92,-1.277528599506117,,
MSGS,2026-02-20,0,3,0,1,0.0,1840621.46,-1840621.46,-6.461922444755586,,
MSI,2026-02-23,0,68,0,6,0.0,92959985.52389999,-92959985.52389999,-1.3224997839052621,,
MSM,2026-02-02,0,1,0,1,0.0,156294.18,-156294.18,10.14939530471899,,
MSTR,2026-03-12,1,20,1,4,249946.58000000002,2167428.869,-1917482.2889999999,-7.004988072001749,,
MSTR,2026-04-13,0,5,0,1,0.0,780613.0,-780613.0,,,
MTB,2026-01-28,0,6,0,6,0.0,7642524.141899999,-7642524.141899999,3.6139592624948147,,
MTCH,2026-03-06,0,1,0,1,0.0,1778049.8874,-1778049.8874,2.6509102523155637,,
MTD,2026-02-10,0,1,0,1,0.0,1128096.0,-1128096.0,-11.003852615723309,,
MTDR,2026-02-27,2,0,2,0,38326.47,0.0,38326.47,31.902458686013713,,
MTG,2026-02-02,0,3,0,2,0.0,2179190.0,-2179190.0,-0.7429420505200679,,
MTG,2026-04-01,0,2,0,2,0.0,3974861.0599999996,-3974861.0599999996,,,
MTN,2026-03-16,2,0,2,0,4967926.5,0.0,4967926.5,-1.988765750721122,,
MTSI,2026-02-02,0,46,0,7,0.0,184608287.52879998,-184608287.52879998,10.02008582123619,,
MTZ,2026-03-03,0,2,0,2,0.0,2261758.5,-2261758.5,5.651331560109041,,
MU,2026-01-27,0,16,0,2,0.0,15773253.940000001,-15773253.940000001,10.257266956231215,,
MU,2026-04-01,0,7,0,3,0.0,26923906.41,-26923906.41,,,
MUSA,2026-02-04,0,9,0,7,0.0,6606650.22,-6606650.22,-3.828994572716393,,
NCNO,2026-02-03,0,6,0,5,0.0,1166181.1,-1166181.1,-21.797323135755263,,
NCNO,2026-04-02,0,7,0,5,0.0,1029574.011,-1029574.011,,,
NDAQ,2026-02-02,2,3,2,3,16793360.0,29949374.26,-13156014.260000002,-9.779130973268646,,
NDAQ,2026-03-06,0,2,0,1,0.0,18069951.04,-18069951.04,-0.4191684604055612,,
NDSN,2026-02-23,0,42,0,2,0.0,21484332.27,-21484332.27,-7.474928490195398,,
NDSN,2026-04-08,0,4,0,3,0.0,1132585.27,-1132585.27,,,
NEE,2026-02-04,0,6,0,3,0.0,13756837.02,-13756837.02,2.6007655933348417,,
NEE,2026-03-09,0,8,0,4,0.0,3228165.0599999996,-3228165.0599999996,2.9114480333992665,,
NEM,2026-02-25,0,8,0,4,0.0,5125634.7316,-5125634.7316,-18.188411636715294,,
NEM,2026-04-01,0,1,0,1,0.0,339270.0,-339270.0,,,
NET,2026-01-27,0,69,0,7,0.0,54349105.7114,-54349105.7114,-9.268550303670441,,
NET,2026-03-02,0,63,0,7,0.0,59619559.489999995,-59619559.489999995,13.032115686160628,,
NET,2026-04-06,0,50,0,3,0.0,51054359.15360001,-51054359.15360001,,,
NEU,2026-02-24,1,0,1,0,247684.0,0.0,247684.0,3.0482641828958545,,
NFLX,2026-01-29,0,13,0,5,0.0,50685485.623,-50685485.623,13.70510396975424,,
NFLX,2026-03-02,0,7,0,2,0.0,82762186.6224,-82762186.6224,-3.3977556109725637,,
NFLX,2026-04-02,0,1,0,1,0.0,2805740.0,-2805740.0,,,
NI,2026-02-13,0,2,0,2,0.0,662675.0,-662675.0,5.06861443116422,,
NKE,2026-02-12,0,1,0,1,0.0,565021.45,-565021.45,-13.4242181234964,,
NKE,2026-04-07,5,0,4,0,3734193.7399999998,0.0,3734193.7399999998,,,
NLY,2026-02-18,0,4,0,3,0.0,2796494.57,-2796494.57,-4.61270670147954,,
NNN,2026-02-20,0,3,0,3,0.0,1939036.16,-1939036.16,-3.434159654309754,,
NOC,2026-02-02,0,30,0,6,0.0,20174502.5,-20174502.5,9.6567763557045,,
NOV,2026-02-23,0,5,0,2,0.0,4452116.0408,-4452116.0408,-5.443845022069638,,
NOW,2026-02-12,2,4,1,3,3000057.9689999996,1697162.05,1302895.9189999995,12.964804136011132,,
NRG,2026-03-04,0,5,0,3,0.0,5291183482.0,-5291183482.0,-7.50339380476367,,
NTAP,2026-02-10,0,3,0,2,0.0,229783.68,-229783.68,-5.883487654320996,,
NTAP,2026-04-10,0,1,0,1,0.0,96250.0,-96250.0,,,
NTRA,2026-01-27,0,36,0,6,0.0,28783991.4064,-28783991.4064,-12.245743402792153,,
NTRA,2026-03-02,0,62,0,8,0.0,47202112.9285,-47202112.9285,-10.190348009998074,,
NTRA,2026-04-17,0,2,0,1,0.0,299440.94999999995,-299440.94999999995,,,
NTRS,2026-01-26,2,4,2,4,186113.25,4269900.470000001,-4083787.2200000007,-4.857700329677728,10.347843638565557,
NTRS,2026-03-04,0,2,0,2,0.0,896813.46,-896813.46,-0.5835208098987743,,
NU,2026-03-23,0,2,0,1,0.0,4444162.0,-4444162.0,7.962697274031583,,
NUE,2026-01-30,0,4,0,3,0.0,4936135.453199999,-4936135.453199999,0.3668500917125117,,
NUE,2026-03-23,0,2,0,1,0.0,1865086.7424,-1865086.7424,31.20191701349475,,
NVDA,2026-02-04,0,24,0,1,0.0,8371233.094400001,-8371233.094400001,1.6635244538094618,,
NVDA,2026-03-10,0,38,0,6,0.0,163747346.1514,-163747346.1514,-0.3120722693676359,,
NVR,2026-02-04,0,4,0,2,0.0,9012736.0,-9012736.0,-8.956795000810713,,
NVST,2026-02-10,0,2,0,1,0.0,290250.0,-290250.0,-9.366485013623983,,
NVT,2026-02-06,0,6,0,5,0.0,5550348.069999999,-5550348.069999999,-5.040836041099506,,
NXST,2026-03-24,0,18,0,13,0.0,5338084.724400001,-5338084.724400001,-8.703961084086176,,
NYT,2026-02-17,0,5,0,5,0.0,6709152.96,-6709152.96,9.994516040581303,,
O,2026-04-01,0,2,0,2,0.0,664532.25,-664532.25,,,
ODFL,2026-02-09,0,7,0,5,0.0,18017764.66,-18017764.66,-3.6795574653034957,,
OGE,2026-02-23,1,1,1,1,500067.26200000005,292802.515,207264.74700000003,-1.4783526927138357,,
OKTA,2026-02-06,0,1,0,1,0.0,153250.91999999998,-153250.91999999998,-2.970176506390765,,
OKTA,2026-03-10,0,13,0,4,0.0,4918546.628699999,-4918546.628699999,-4.604190189436697,,
OKTA,2026-04-16,2,0,1,0,267408.0328,0.0,267408.0328,,,
OLLI,2026-02-09,0,1,0,1,0.0,126179.56,-126179.56,-5.182222222222221,,
OLLI,2026-03-27,0,3,0,1,0.0,1149217.99,-1149217.99,,,
OLN,2026-02-03,0,4,0,4,0.0,2392683.5047999998,-2392683.5047999998,10.37437979251239,,
OMC,2026-03-02,0,1,0,1,0.0,114910.26000000001,-114910.26000000001,-11.68952983937157,,
OMF,2026-02-26,0,1,0,1,0.0,290000.0,-290000.0,-5.8896576193010475,,
OMF,2026-04-17,0,1,0,1,0.0,300000.0,-300000.0,,,
ON,2026-02-12,0,9,0,4,0.0,9597796.511000002,-9597796.511000002,-17.743748243888746,,
ON,2026-04-16,0,1,0,1,0.0,2400000.0,-2400000.0,,,
ONON,2026-03-23,0,5,0,1,0.0,731222.115,-731222.115,-2.469463621879975,,
ORCL,2026-02-09,0,1,0,1,0.0,1552318.0,-1552318.0,4.607197871446589,,
ORCL,2026-04-16,0,1,0,1,0.0,2642850.0,-2642850.0,,,
ORI,2026-02-02,2,2,1,1,48916.59,217077.28,-168160.69,8.169517487873357,,
ORLY,2026-02-27,0,1,0,1,0.0,92681.0,-92681.0,-1.3358151757363435,,
OSK,2026-02-20,0,2,0,2,0.0,862134.25,-862134.25,-17.613936301249346,,
OTIS,2026-02-02,0,7,0,5,0.0,16815548.5922,-16815548.5922,8.159681573402011,,
OVV,2026-03-03,0,2,0,2,0.0,896411.96,-896411.96,13.8036809815951,,
PANW,2026-03-02,2,7,1,3,9999976.89,4960557.54,5039419.350000001,3.6462530217566513,,
PANW,2026-04-08,0,1,0,1,0.0,272459.04,-272459.04,,,
PATH,2026-01-26,0,1,0,1,0.0,675621.0,-675621.0,-31.756756756756765,-29.932432432432442,
PAYX,2026-02-04,2,0,2,0,197258.0,0.0,197258.0,1.2660833762223156,,
PB,2026-01-28,0,28,0,2,0.0,2002732.1305,-2002732.1305,-0.5349794238683092,,
PB,2026-03-04,0,15,0,1,0.0,367782.96,-367782.96,-3.812107367218731,,
PB,2026-04-08,0,14,0,1,0.0,228310.39130000002,-228310.39130000002,,,
PCAR,2026-01-30,0,12,0,7,0.0,21101928.798099995,-21101928.798099995,0.9000973078170826,,
PCG,2026-02-18,0,6,0,5,0.0,3108507.95,-3108507.95,0.8324084350721517,,
PCOR,2026-02-23,0,14,0,3,0.0,5257631.87,-5257631.87,12.323270920901797,,
PCOR,2026-04-10,0,7,0,2,0.0,3276013.9699999997,-3276013.9699999997,,,
PCTY,2026-02-13,0,11,0,5,0.0,1797013.2500000002,-1797013.2500000002,5.566218809980805,,
PEG,2026-03-03,0,4,0,3,0.0,734343.2683,-734343.2683,-4.20118343195266,,
PEGA,2026-02-02,0,6,0,3,0.0,2033306.44,-2033306.44,3.021286335545903,,
PEGA,2026-03-10,0,6,0,4,0.0,3039405.88,-3039405.88,-10.803204156743874,,
PEN,2026-03-02,0,1,0,1,0.0,832473.6,-832473.6,-4.701065652312786,,
PEN,2026-04-02,0,1,0,1,0.0,32822.0,-32822.0,,,
PENN,2026-03-02,1,0,1,0,120720.0,0.0,120720.0,-10.54987212276215,,
PEP,2026-03-02,0,3,0,2,0.0,5746533.338099999,-5746533.338099999,-7.611641333804653,,
PFG,2026-01-29,1,2,1,1,485.45000000000005,1581916.0,-1581430.55,1.4566719829877783,,
PFGC,2026-02-10,0,1,0,1,0.0,169602.075,-169602.075,-4.389500054460305,,
PG,2026-02-04,0,11,0,6,0.0,40966672.9414,-40966672.9414,-0.856296677826418,,
PGR,2026-02-23,0,5,0,4,0.0,1441562.7,-1441562.7,0.4998039984319691,,
PGR,2026-04-16,0,1,0,1,0.0,199038.0,-199038.0,,,
PH,2026-01-30,0,45,0,11,0.0,24353831.390000004,-24353831.390000004,6.643821172501063,,
PHM,2026-02-05,0,6,0,6,0.0,25121696.662,-25121696.662,-5.00111466151445,,
PINS,2026-02-02,0,1,0,1,0.0,50583.579999999994,-50583.579999999994,-13.691821057388154,,
PINS,2026-03-06,0,1,0,1,0.0,21000.0,-21000.0,-7.594936708860756,,
PINS,2026-04-15,0,1,0,1,0.0,42000.0,-42000.0,,,
PKG,2026-02-05,0,1,0,1,0.0,2795734.5,-2795734.5,-4.271886427188631,,
PLD,2026-01-28,0,1,0,1,0.0,1275.6999999999998,-1275.6999999999998,10.846930846930846,,
PLTR,2026-02-02,0,49,0,9,0.0,430445009.9267,-430445009.9267,0.4297701071014348,,
PLTR,2026-03-16,0,11,0,1,0.0,4669203.104099999,-4669203.104099999,-10.102683007618419,,
PM,2026-02-19,0,7,0,6,0.0,28819973.5,-28819973.5,-10.56550062955055,,
PNC,2026-02-17,1,5,1,4,4007.6,14840950.44,-14836942.84,-11.07622536193965,,
PNFP,2026-02-12,1,0,1,0,94520.0,0.0,94520.0,-15.254064001635825,,
PNR,2026-02-11,0,2,0,2,0.0,1370152.8599999999,-1370152.8599999999,-10.45426891097141,,
PODD,2026-02-20,2,0,2,0,1529051.9,0.0,1529051.9,-8.831794460056198,,
POOL,2026-02-23,5,2,3,2,3630972.233,708428.8,2922543.433,-7.382005234184641,,
POST,2026-02-09,0,1,0,1,0.0,798221.1436000001,-798221.1436000001,-9.205130442369768,,
PPC,2026-02-18,0,1,0,1,0.0,303015.83400000003,-303015.83400000003,-15.961361545538178,,
PPG,2026-01-29,0,7,0,3,0.0,14647004.123599999,-14647004.123599999,8.169533169533171,,
PR,2026-03-03,0,14,0,8,0.0,58838428.1284,-58838428.1284,13.464608834486436,,
PRI,2026-02-17,0,3,0,3,0.0,1143857.909,-1143857.909,0.7054884610785628,,
PRU,2026-02-06,3,0,3,0,168840.5,0.0,168840.5,-3.8970146263273775,,
PSA,2026-02-20,2,0,2,0,29999961.54,0.0,29999961.54,-10.961474036850927,,
PSX,2026-02-04,0,4,0,3,0.0,5510567.5,-5510567.5,12.391113512053487,,
PSX,2026-03-12,1,3,1,3,30309.999999999996,10888919.2027,-10858609.2027,-6.0471976401179965,,
PTC,2026-02-11,0,3,0,1,0.0,460904.2704,-460904.2704,-3.2325467059980295,,
PTC,2026-03-16,0,1,0,1,0.0,106137.0,-106137.0,-14.26646994675732,,
PVH,2026-04-16,0,3,0,1,0.0,642500.0,-642500.0,,,
PYPL,2026-02-06,0,11,0,3,0.0,3831457.2337999996,-3831457.2337999996,15.689223057644108,,
QCOM,2026-02-06,0,5,0,2,0.0,897198.7606,-897198.7606,1.3279530447542154,,
QCOM,2026-03-12,0,7,0,2,0.0,419046.0715,-419046.0715,-4.518341783477487,,
QCOM,2026-04-13,0,2,0,1,0.0,325854.0934,-325854.0934,,,
QRVO,2026-02-17,0,3,0,3,0.0,2494144.04,-2494144.04,-7.674088109900524,,
QS,2026-02-19,0,11,0,4,0.0,3516036.8383000004,-3516036.8383000004,-3.6363636363636487,,
QS,2026-04-02,0,4,0,3,0.0,1224631.7359,-1224631.7359,,,
QSR,2026-02-23,0,17,0,10,0.0,36426517.0,-36426517.0,8.994478349317081,,
R,2026-02-13,0,34,0,10,0.0,39627358.059999995,-39627358.059999995,-8.379404836305937,,
RAL,2026-02-06,6,2,6,1,511537.65,364470.0,147067.65000000002,17.061734826777798,,
RARE,2026-02-02,0,10,0,7,0.0,2391965.8200000003,-2391965.8200000003,-8.309098462816788,,
RARE,2026-03-06,0,3,0,2,0.0,306514.07,-306514.07,6.570363466915197,,
RBA,2026-03-18,1,0,1,0,39496.0,0.0,39496.0,3.279672032796732,,
RBC,2026-02-17,0,2,0,1,0.0,2270519.07,-2270519.07,-1.4282093983057131,,
RBLX,2026-02-10,0,36,0,8,0.0,41070208.62410001,-41070208.62410001,-17.78080326752893,,
RBLX,2026-04-01,0,8,0,3,0.0,2818749.7617,-2818749.7617,,,
RBRK,2026-02-02,0,15,0,2,0.0,2553550.8499999996,-2553550.8499999996,-3.717605004468283,,
RBRK,2026-03-24,1,10,1,3,502219.98,8999569.106,-8497349.126,7.9327862446268105,,
RCL,2026-02-13,0,121,0,7,0.0,626678553.3592,-626678553.3592,-15.621995192307692,,
RDDT,2026-01-30,3,67,1,5,7482139.32,19622746.949999996,-12140607.629999995,-22.594054196264135,,
RDDT,2026-03-09,1,43,1,3,1388730.0,15372742.190000001,-13984012.190000001,1.2554702632900483,,
RDDT,2026-04-15,0,11,0,2,0.0,9175406.379999999,-9175406.379999999,,,
REG,2026-02-10,0,6,0,4,0.0,17605250.36,-17605250.36,2.110176176702616,,
REGN,2026-02-09,0,48,0,3,0.0,3021272.1499999994,-3021272.1499999994,-1.7160825450980965,,
REGN,2026-04-01,0,9,0,1,0.0,77727.28,-77727.28,,,
REXR,2026-02-27,3,1,3,1,486803.33499999996,816358.3515999999,-329555.0166,-14.22914466737064,,
REYN,2026-03-18,2,0,1,0,99084.0,0.0,99084.0,3.200000000000003,,
RGEN,2026-04-21,0,1,0,1,0.0,536480.0,-536480.0,,,
RGLD,2026-02-20,0,10,0,4,0.0,3034203.11,-3034203.11,-20.814629479726243,,
RH,2026-03-17,0,13,0,1,0.0,3370475.1154,-3370475.1154,-1.9010830871771467,,
RITM,2026-02-27,0,1,0,1,0.0,93156.219,-93156.219,-12.115384615384617,,
RIVN,2026-02-18,0,4,0,2,0.0,1575915.445,-1575915.445,-5.707346690953241,,
RIVN,2026-03-31,0,2,0,1,0.0,650741.8200000001,-650741.8200000001,,,
RJF,2026-02-04,0,1,0,1,0.0,767079.0,-767079.0,-5.956678700360996,,
RJF,2026-03-19,0,1,0,1,0.0,4206289.34,-4206289.34,6.6109315722916895,,
RKLB,2026-03-02,0,31,0,5,0.0,16487098.5128,-16487098.5128,-16.960926193921843,,
RL,2026-02-10,0,16,0,2,0.0,17053995.1,-17053995.1,-2.642539135430133,,
RMD,2026-02-02,0,6,0,4,0.0,2913826.4791,-2913826.4791,-0.011613952227951252,,
RMD,2026-03-09,0,4,0,3,0.0,3052698.1814,-3052698.1814,-10.606240360659624,,
RNG,2026-02-18,0,24,0,5,0.0,9227833.742,-9227833.742,27.82758620689656,,
RNG,2026-03-26,0,8,0,4,0.0,2000030.889,-2000030.889,14.597926590081256,,
RNR,2026-02-04,0,6,0,2,0.0,7478756.7108000005,-7478756.7108000005,4.140584018185001,,
ROIV,2026-02-09,0,20,0,6,0.0,194298018.15,-194298018.15,15.027110766847397,,
ROIV,2026-03-16,0,4,0,4,0.0,9154146.540000001,-9154146.540000001,3.7776193870278085,,
ROIV,2026-04-16,0,2,0,2,0.0,14367809.84,-14367809.84,,,
ROK,2026-02-17,0,36,0,7,0.0,23319620.2313,-23319620.2313,-9.376981007683149,,
ROK,2026-04-02,0,4,0,3,0.0,1149925.2674,-1149925.2674,,,
ROKU,2026-02-02,0,16,0,7,0.0,6024245.1899999995,-6024245.1899999995,-1.1869747899159733,,
ROKU,2026-03-05,0,18,0,5,0.0,6829834.36,-6829834.36,0.1538303763716442,,
ROKU,2026-04-08,0,10,0,3,0.0,54204598.21,-54204598.21,,,
ROL,2026-01-26,0,11,0,5,0.0,4177480.3,-4177480.3,-3.814973772055319,-10.030201875695433,
ROP,2026-02-06,1,0,1,0,501844.0,0.0,501844.0,3.435897435897428,,
ROST,2026-03-10,0,8,0,6,0.0,10254231.5398,-10254231.5398,5.80721187838793,,
RPRX,2026-01-30,0,9,0,2,0.0,12759230.4448,-12759230.4448,16.177190406265286,,
RPRX,2026-03-02,0,8,0,1,0.0,4893034.4432,-4893034.4432,0.3462454014282468,,
RRC,2026-03-02,0,8,0,6,0.0,3778666.2800000003,-3778666.2800000003,11.942829457364335,,
RRC,2026-04-07,0,1,0,1,0.0,310832.2,-310832.2,,,
RRX,2026-02-04,0,18,0,6,0.0,14073004.469999999,-14073004.469999999,16.23042767001637,,
RS,2026-02-23,0,5,0,2,0.0,9713598.370000001,-9713598.370000001,-8.542051973292375,,
RTX,2026-02-10,0,12,0,7,0.0,32684710.8623,-32684710.8623,5.642489423518016,,
RVMD,2026-03-02,0,26,0,8,0.0,10359407.9175,-10359407.9175,-9.125661634973536,,
RVMD,2026-04-15,0,1,0,1,0.0,18010488.0,-18010488.0,,,
RVTY,2026-02-02,0,12,0,5,0.0,4672929.489999999,-4672929.489999999,-11.810661764705877,,
RVTY,2026-04-20,0,1,0,1,0.0,7424.0,-7424.0,,,
RYAN,2026-02-20,3,0,1,0,1033974.65,0.0,1033974.65,-16.090007258649884,,
RYN,2026-02-27,0,1,0,1,0.0,3627648.0,-3627648.0,-5.622676579925656,,
RYN,2026-04-20,0,1,0,1,0.0,61816.4,-61816.4,,,
S,2026-02-06,0,7,0,3,0.0,1652337.8506,-1652337.8506,10.982211910286166,,
S,2026-03-17,0,8,0,5,0.0,2912933.4207999995,-2912933.4207999995,-7.207837648705384,,
SAIA,2026-02-12,0,9,0,6,0.0,6210010.9005,-6210010.9005,-17.412781722753934,,
SAIC,2026-04-09,1,0,1,0,9496.0,0.0,9496.0,,,
SAIL,2026-04-07,0,28,0,7,0.0,6420382.167599999,-6420382.167599999,,,
SARO,2026-01-29,0,8,0,3,0.0,2457234800.475,-2457234800.475,-2.500791389680279,,
SARO,2026-03-02,1,2,1,1,983606.2515,2416556.0,-1432949.7485,-18.11688311688312,,
SARO,2026-04-16,0,9,0,9,0.0,558992.1599999999,-558992.1599999999,,,
SBUX,2026-03-05,0,3,0,2,0.0,460973.92000000004,-460973.92000000004,-6.9788986103963,,
SBUX,2026-04-06,0,2,0,1,0.0,206490.0,-206490.0,,,
SCCO,2026-02-03,0,2,0,2,0.0,2951594.01,-2951594.01,7.188796680497922,,
SCCO,2026-03-12,0,2,0,1,0.0,35027.799999999996,-35027.799999999996,0.2812207061764438,,
SCHW,2026-01-26,0,15,0,5,0.0,108750504.2103,-108750504.2103,-8.866705813270704,-13.388138578978282,
SCHW,2026-02-26,0,12,0,6,0.0,6327115.147100002,-6327115.147100002,-0.9229155742003115,,
SCHW,2026-04-14,0,4,0,3,0.0,7814327.6235,-7814327.6235,,,
SCI,2026-02-13,0,2,0,2,0.0,1017379.51,-1017379.51,0.9399212498412135,,
SEIC,2026-01-29,0,4,0,2,0.0,7316020.42,-7316020.42,-5.551684088269459,,
SEIC,2026-03-10,0,5,0,1,0.0,5003141.58,-5003141.58,-4.0783637259733885,,
SEIC,2026-04-23,0,3,0,2,0.0,3153013.3499999996,-3153013.3499999996,,,
SF,2026-01-29,0,2,0,2,0.0,50839.1,-50839.1,-41.34188846641318,,
SFM,2026-03-09,2,45,2,11,440248.0,10803334.493999999,-10363086.493999999,-3.9003115264797494,,
SHC,2026-03-06,0,3,0,2,0.0,610800000.0,-610800000.0,-1.2616201859229847,,
SHW,2026-02-02,0,2,0,2,0.0,1985785.11,-1985785.11,-1.6382810737649467,,
SITE,2026-02-13,0,1,0,1,0.0,278887.64999999997,-278887.64999999997,-18.949814710131285,,
SJM,2026-03-02,1,2,1,1,99800.8,50318.729999999996,49482.07000000001,-17.92151789564468,,
SLB,2026-01-26,0,7,0,6,0.0,10356666.0,-10356666.0,5.493387589013232,14.242115971515767,
SLB,2026-03-25,0,3,0,2,0.0,1472100.0,-1472100.0,8.374579291229466,,
SMG,2026-02-12,1,1,1,1,49504.455,3319935.0000000005,-3270430.5450000004,-9.285714285714286,,
SN,2026-02-13,0,10,0,4,0.0,22088865.82,-22088865.82,-20.20616958611069,,
SNA,2026-02-04,0,15,0,4,0.0,15210898.181299997,-15210898.181299997,1.0227272727272751,,
SNDK,2026-02-25,0,1,0,1,0.0,2196359.55,-2196359.55,6.1611225960032545,,
SNDR,2026-02-19,0,1,0,1,0.0,173340.0,-173340.0,-17.935349322210637,,
SNOW,2026-02-02,0,20,0,3,0.0,29695430.757000003,-29695430.757000003,-13.964711987545408,,
SNOW,2026-03-06,0,35,0,6,0.0,31510496.088,-31510496.088,-15.818540433925044,,
SNOW,2026-04-06,0,7,0,1,0.0,7520069.905000001,-7520069.905000001,,,
SNX,2026-01-28,0,11,0,2,0.0,12316473.030000001,-12316473.030000001,0.025247743482914586,,
SNX,2026-03-02,0,7,0,2,0.0,803893.9900000001,-803893.9900000001,2.117211912505579,,
SNX,2026-04-06,0,3,0,3,0.0,1743182.0,-1743182.0,,,
SO,2026-02-24,0,3,0,3,0.0,2345470.4,-2345470.4,-1.2607690691321727,,
SO,2026-03-30,0,1,0,1,0.0,2416750.0,-2416750.0,,,
SOFI,2026-02-05,3,2,3,2,1206385.2,2097827.5709999995,-891442.3709999996,-8.915662650602417,,
SOFI,2026-03-17,1,2,1,2,500516.20999999996,1820184.4396,-1319668.2296,6.57969370391378,,
SOFI,2026-04-21,0,1,0,1,0.0,187551.0356,-187551.0356,,,
SOLV,2026-03-10,1,0,1,0,100344.25,0.0,100344.25,-4.883381924198238,,
SON,2026-02-19,0,2,0,2,0.0,90309.29,-90309.29,-10.098906819364917,,
SPG,2026-02-25,0,1,0,1,0.0,2008800.0,-2008800.0,-8.932691343163812,,
SPG,2026-03-31,10,0,10,0,412998.60000000003,0.0,412998.60000000003,,,
SPGI,2026-02-11,2,0,1,0,997459.45,0.0,997459.45,4.642465343572355,,
SPOT,2026-04-01,0,2,0,2,0.0,12471436.150300002,-12471436.150300002,,,
SRE,2026-03-09,3,5,3,3,576978.6,706897.57,-129918.96999999997,6.293857281658211,,
SRPT,2026-03-12,0,1,0,1,0.0,123207.78,-123207.78,20.512091038406833,,
SSB,2026-02-18,0,1,0,1,0.0,1063942.56,-1063942.56,-14.916914801652103,,
