ticker,date,bull_count,bear_count,bull_delta,bear_delta,event_type,fwd_21d_pct,fwd_63d_pct,fwd_126d_pct
DVA,2026-03-01,5,1,4,-5,upgrade_wave_3,-2.5143953934740892,,
DVA,2026-04-01,6,1,1,0,upgrade_1,,,
DVN,2026-02-01,26,0,-1,0,downgrade_1,9.425516040785876,,
DVN,2026-03-01,25,1,-1,1,downgrade_1,18.35515736273834,,
DVN,2026-04-01,26,1,1,0,upgrade_1,,,
DXC,2026-02-01,0,8,0,1,no_change,-14.553014553014554,,
DXC,2026-03-01,0,8,0,0,no_change,-5.083399523431298,,
DXC,2026-04-01,0,8,0,0,no_change,,,
DXCM,2026-02-01,31,1,-1,1,downgrade_1,0.054764512595828485,,
DXCM,2026-03-01,31,1,0,0,no_change,-15.702029143401885,,
DXCM,2026-04-01,32,1,1,0,upgrade_1,,,
EA,2026-02-01,11,2,0,0,no_change,-1.324048646528042,,
EA,2026-03-01,11,1,0,-1,no_change,0.9971580994166729,,
EA,2026-04-01,11,0,0,-1,no_change,,,
EBAY,2026-02-01,15,2,0,0,no_change,-1.743038807279107,,
EBAY,2026-03-01,15,1,0,-1,no_change,-3.1366938146599077,,
EBAY,2026-04-01,15,1,0,0,no_change,,,
ECG,2026-02-01,6,0,0,0,no_change,31.246468527517244,,
ECG,2026-03-01,6,0,0,0,no_change,-7.892777364110204,,
ECG,2026-04-01,6,0,0,0,no_change,,,
ECL,2026-02-01,19,0,1,0,upgrade_1,5.84063264654775,,
ECL,2026-03-01,19,0,0,0,no_change,-14.872709583265776,,
ECL,2026-04-01,20,0,1,0,upgrade_1,,,
ED,2026-02-01,3,12,0,0,no_change,5.373722217012111,,
ED,2026-03-01,3,12,0,0,no_change,0.773195876288657,,
ED,2026-04-01,3,12,0,0,no_change,,,
EEFT,2026-02-01,13,1,-1,1,downgrade_1,-0.4416229643941394,,
EEFT,2026-03-01,13,1,0,0,no_change,-5.132997843278209,,
EEFT,2026-04-01,13,1,0,0,no_change,,,
EFX,2026-02-01,19,0,0,0,no_change,2.4975173783515325,,
EFX,2026-03-01,19,0,0,0,no_change,-15.103369065849925,,
EFX,2026-04-01,19,0,0,0,no_change,,,
EG,2026-02-01,13,0,0,0,no_change,1.162158898816723,,
EG,2026-03-01,13,0,0,0,no_change,-3.624549166890223,,
EG,2026-04-01,13,0,0,0,no_change,,,
EGP,2026-02-01,17,0,-1,0,downgrade_1,7.608456287161425,,
EGP,2026-03-01,17,0,0,0,no_change,-6.530487494269266,,
EGP,2026-04-01,17,0,0,0,no_change,,,
EHC,2026-02-01,15,0,0,0,no_change,14.260023273035017,,
EHC,2026-03-01,15,0,0,0,no_change,-9.603262884686693,,
EHC,2026-04-01,15,0,0,0,no_change,,,
EIX,2026-02-01,12,3,0,1,no_change,18.593448940269752,,
EIX,2026-03-01,11,3,-1,0,downgrade_1,-3.8801177415038635,,
EIX,2026-04-01,11,4,0,1,no_change,,,
EL,2026-02-01,18,1,1,0,upgrade_1,-14.373698820263714,,
EL,2026-03-01,18,1,0,0,no_change,-37.90079473828446,,
EL,2026-04-01,17,1,-1,0,downgrade_1,,,
ELAN,2026-02-01,20,0,1,0,upgrade_1,3.322259136212624,,
ELAN,2026-03-01,20,0,0,0,no_change,-11.212121212121207,,
ELAN,2026-04-01,20,0,0,0,no_change,,,
ELF,2026-02-01,15,0,-1,0,downgrade_1,-4.588775150017643,,
ELF,2026-03-01,15,0,0,0,no_change,-35.524171645844646,,
ELF,2026-04-01,15,0,0,0,no_change,,,
ELS,2026-02-01,12,0,-2,0,downgrade_wave_2,8.05762228906126,,
ELS,2026-03-01,14,0,2,0,upgrade_wave_2,-6.908874329958303,,
ELS,2026-04-01,14,0,0,0,no_change,,,
ELV,2026-02-01,16,0,1,0,upgrade_1,-17.84867241279575,,
ELV,2026-03-01,15,0,-1,0,downgrade_1,-11.003124999999992,,
ELV,2026-04-01,15,0,0,0,no_change,,,
EME,2026-02-01,10,0,0,0,no_change,2.1603096860127735,,
EME,2026-03-01,10,0,0,0,no_change,-3.245839198476441,,
EME,2026-04-01,11,0,1,0,upgrade_1,,,
EMN,2026-02-01,11,0,-2,0,downgrade_wave_2,6.982111944604741,,
EMN,2026-03-01,12,0,1,0,upgrade_1,-3.9200105946232355,,
EMN,2026-04-01,12,0,0,0,no_change,,,
EMR,2026-02-01,24,1,-1,0,downgrade_1,-0.26537833424061796,,
EMR,2026-03-01,23,1,-1,0,downgrade_1,-18.208955223880597,,
EMR,2026-04-01,23,1,0,0,no_change,,,
ENPH,2026-02-01,14,6,6,-5,upgrade_wave_3,16.819902650081154,,
ENPH,2026-03-01,16,6,2,0,upgrade_wave_2,-15.684882895670693,,
ENPH,2026-04-01,15,7,-1,1,downgrade_1,,,
ENTG,2026-02-01,14,2,0,0,no_change,7.385449309731529,,
ENTG,2026-03-01,13,2,-1,0,downgrade_1,-17.976594941487345,,
ENTG,2026-04-01,12,2,-1,0,downgrade_1,,,
EOG,2026-02-01,21,0,0,0,no_change,14.162133238205655,,
EOG,2026-03-01,21,0,0,0,no_change,20.801096067053514,,
EOG,2026-04-01,21,0,0,0,no_change,,,
EPAM,2026-02-01,20,0,1,0,upgrade_1,-32.51677852348993,,
EPAM,2026-03-01,18,0,-2,0,downgrade_wave_2,-3.4184397163120495,,
EPAM,2026-04-01,18,0,0,0,no_change,,,
EPR,2026-02-01,7,1,-1,0,downgrade_1,10.361356932153388,,
EPR,2026-03-01,7,1,0,0,no_change,-17.034169331762328,,
EPR,2026-04-01,7,1,0,0,no_change,,,
EQH,2026-02-01,16,0,1,0,upgrade_1,-15.323275862068964,,
EQH,2026-03-01,16,0,0,0,no_change,-11.362506215813028,,
EQH,2026-04-01,16,0,0,0,no_change,,,
EQIX,2026-02-01,29,0,1,0,upgrade_1,18.403517961336547,,
EQIX,2026-03-01,29,0,0,0,no_change,-1.047974873237123,,
EQIX,2026-04-01,30,0,1,0,upgrade_1,,,
EQR,2026-02-01,12,0,-2,0,downgrade_wave_2,0.6418485237484006,,
EQR,2026-03-01,11,0,-1,0,downgrade_1,-7.3247903812687865,,
EQR,2026-04-01,12,0,1,0,upgrade_1,,,
EQT,2026-02-01,24,0,-1,0,downgrade_1,6.720942317685785,,
EQT,2026-03-01,24,0,0,0,no_change,4.91696515792901,,
EQT,2026-04-01,25,0,1,0,upgrade_1,,,
ES,2026-02-01,15,3,0,0,no_change,8.100679878489814,,
ES,2026-03-01,15,3,0,0,no_change,-10.234877312688617,,
ES,2026-04-01,15,3,0,0,no_change,,,
ESAB,2026-02-01,14,0,0,0,no_change,-3.7076796036333515,,
ESAB,2026-03-01,14,0,0,0,no_change,-27.605611476579217,,
ESAB,2026-04-01,14,0,0,0,no_change,,,
ESI,2026-02-01,14,0,0,0,no_change,15.601374570446724,,
ESI,2026-03-01,14,0,0,0,no_change,-7.779994300370485,,
ESI,2026-04-01,14,0,0,0,no_change,,,
ESS,2026-02-01,9,2,-1,0,downgrade_1,1.4412196768174068,,
ESS,2026-03-01,8,2,-1,0,downgrade_1,-4.899847124769707,,
ESS,2026-04-01,9,2,1,0,upgrade_1,,,
ESTC,2026-02-01,24,0,0,0,no_change,-20.097072652813598,,
ESTC,2026-03-01,24,0,0,0,no_change,-5.1085077779911785,,
ESTC,2026-04-01,23,0,-1,0,downgrade_1,,,
ETN,2026-02-01,27,0,2,0,upgrade_wave_2,1.1780775140856958,,
ETN,2026-03-01,27,0,0,0,no_change,-8.61619493509258,,
ETN,2026-04-01,29,0,2,0,upgrade_wave_2,,,
ETR,2026-02-01,16,0,0,0,no_change,10.345187193659399,,
ETR,2026-03-01,16,0,0,0,no_change,3.6877975912613215,,
ETR,2026-04-01,16,0,0,0,no_change,,,
ETSY,2026-02-01,14,2,0,0,no_change,2.832326283987907,,
ETSY,2026-03-01,15,1,1,-1,upgrade_1,-13.447521865889211,,
ETSY,2026-04-01,15,1,0,0,no_change,,,
EVR,2026-02-01,10,0,1,0,upgrade_1,-12.879667110142389,,
EVR,2026-03-01,10,0,0,0,no_change,-7.6479730604843805,,
EVR,2026-04-01,10,0,0,0,no_change,,,
EVRG,2026-02-01,13,0,0,0,no_change,10.009122898475153,,
EVRG,2026-03-01,12,0,-1,0,downgrade_1,-2.4743007410949036,,
EVRG,2026-04-01,12,0,0,0,no_change,,,
EW,2026-02-01,31,0,1,0,upgrade_1,4.818092428711895,,
EW,2026-03-01,31,0,0,0,no_change,-8.06059905169423,,
EW,2026-04-01,31,0,0,0,no_change,,,
EWBC,2026-02-01,17,0,0,0,no_change,-3.4428521495980413,,
EWBC,2026-03-01,16,0,-1,0,downgrade_1,-5.153037916857017,,
EWBC,2026-04-01,17,0,1,0,upgrade_1,,,
EXC,2026-02-01,10,2,-1,0,downgrade_1,9.334524341223748,,
EXC,2026-03-01,10,2,0,0,no_change,-0.727713765918736,,
EXC,2026-04-01,11,2,1,0,upgrade_1,,,
EXE,2026-02-01,29,0,0,0,no_change,-3.932034516502092,,
EXE,2026-03-01,29,0,0,0,no_change,3.2709414381022928,,
EXE,2026-04-01,29,0,0,0,no_change,,,
EXEL,2026-02-01,15,1,-1,1,downgrade_1,-1.4990328820115972,,
EXEL,2026-03-01,15,1,0,0,no_change,-4.788924194280531,,
EXEL,2026-04-01,15,1,0,0,no_change,,,
EXLS,2026-02-01,13,0,0,0,no_change,-18.441890166028095,,
EXLS,2026-03-01,13,0,0,0,no_change,-2.207999999999999,,
EXLS,2026-04-01,13,0,0,0,no_change,,,
EXP,2026-02-01,1,6,-4,5,downgrade_wave_3,4.940876306363773,,
EXP,2026-03-01,1,7,0,1,no_change,-18.900804289544237,,
EXP,2026-04-01,1,7,0,0,no_change,,,
EXPD,2026-02-01,2,9,1,0,upgrade_1,-7.786221502429303,,
EXPD,2026-03-01,2,9,0,0,no_change,-2.447769427015112,,
EXPD,2026-04-01,2,8,0,-1,no_change,,,
EXPE,2026-02-01,20,0,0,0,no_change,-18.76604742486029,,
EXPE,2026-03-01,20,0,0,0,no_change,5.016458806620605,,
EXPE,2026-04-01,21,0,1,0,upgrade_1,,,
EXR,2026-02-01,9,1,-2,0,downgrade_wave_2,8.54533594259621,,
EXR,2026-03-01,9,2,0,1,no_change,-15.063232470370124,,
EXR,2026-04-01,10,2,1,0,upgrade_1,,,
F,2026-02-01,8,2,6,-4,upgrade_wave_3,-8.501440922190206,,
F,2026-03-01,8,2,0,0,no_change,-20.44002838892831,,
F,2026-04-01,9,2,1,0,upgrade_1,,,
FAF,2026-02-01,6,0,0,0,no_change,10.68376068376069,,
FAF,2026-03-01,6,0,0,0,no_change,-15.019255455712454,,
FAF,2026-04-01,7,0,1,0,upgrade_1,,,
FANG,2026-02-01,36,0,0,0,no_change,8.283013113754212,,
FANG,2026-03-01,36,0,0,0,no_change,14.114200367647056,,
FANG,2026-04-01,37,0,1,0,upgrade_1,,,
FAST,2026-02-01,5,8,0,0,no_change,6.619003690036895,,
FAST,2026-03-01,5,8,0,0,no_change,-1.9982623805386623,,
FAST,2026-04-01,5,8,0,0,no_change,,,
FBIN,2026-02-01,12,1,0,0,no_change,-5.027726432532342,,
FBIN,2026-03-01,11,1,-1,0,downgrade_1,-31.615752668384257,,
FBIN,2026-04-01,9,1,-2,0,downgrade_wave_2,,,
FCN,2026-02-01,4,0,0,0,no_change,-4.791893284479287,,
FCN,2026-03-01,4,0,0,0,no_change,5.741393990998689,,
FCN,2026-04-01,4,0,0,0,no_change,,,
FCNCA,2026-02-01,15,0,-1,0,downgrade_1,-4.65748923689463,,
FCNCA,2026-03-01,15,0,0,0,no_change,-2.694729078313096,,
FCNCA,2026-04-01,15,0,0,0,no_change,,,
FCX,2026-02-01,22,1,1,1,upgrade_1,8.86601361447783,,
FCX,2026-03-01,24,1,2,0,upgrade_wave_2,-19.726792009400707,,
FCX,2026-04-01,24,1,0,0,no_change,,,
FDS,2026-02-01,3,9,1,-1,upgrade_1,-12.38009120930964,,
FDS,2026-03-01,3,10,0,1,no_change,-5.6547207232138685,,
FDS,2026-04-01,3,10,0,0,no_change,,,
FDX,2026-02-01,20,2,-1,0,downgrade_1,18.705973622963533,,
FDX,2026-03-01,21,3,1,1,upgrade_1,-11.689922480620163,,
FDX,2026-04-01,21,2,0,-1,no_change,,,
FE,2026-02-01,16,0,1,0,upgrade_1,6.82298267849597,,
FE,2026-03-01,16,0,0,0,no_change,-1.4464425332290753,,
FE,2026-04-01,16,0,0,0,no_change,,,
FERG,2026-02-01,24,0,0,0,no_change,-1.7824605878158928,,
FERG,2026-03-01,24,0,0,0,no_change,-14.231477220432575,,
FERG,2026-04-01,24,0,0,0,no_change,,,
FFIV,2026-02-01,9,1,8,-3,upgrade_wave_3,2.1515910162911434,,
FFIV,2026-03-01,9,1,0,0,no_change,3.084463443396235,,
FFIV,2026-04-01,9,1,0,0,no_change,,,
FHB,2026-02-01,0,9,0,-1,no_change,-5.8003766478342715,,
FHB,2026-03-01,0,9,0,0,no_change,-2.5444264943457306,,
FHB,2026-04-01,0,9,0,0,no_change,,,
FHN,2026-02-01,13,0,0,0,no_change,-4.450796243364641,,
FHN,2026-03-01,13,0,0,0,no_change,-7.313997477931899,,
FHN,2026-04-01,13,0,0,0,no_change,,,
FICO,2026-02-01,20,1,0,0,no_change,-1.0354230882262505,,
FICO,2026-03-01,21,1,1,0,upgrade_1,-25.644264063120836,,
FICO,2026-04-01,20,1,-1,0,downgrade_1,,,
FIS,2026-02-01,20,1,1,0,upgrade_1,-9.013574660633484,,
FIS,2026-03-01,20,1,0,0,no_change,-6.887755102040815,,
FIS,2026-04-01,20,1,0,0,no_change,,,
FISV,2026-02-01,16,1,1,0,upgrade_1,-1.3180605680213398,,
FISV,2026-03-01,14,1,-2,0,downgrade_wave_2,-12.457858404238243,,
FISV,2026-04-01,15,1,1,0,upgrade_1,,,
FITB,2026-02-01,21,0,1,0,upgrade_1,-1.2943050577459148,,
FITB,2026-03-01,21,0,0,0,no_change,-9.682635940974327,,
FITB,2026-04-01,22,0,1,0,upgrade_1,,,
FIVE,2026-02-01,19,1,0,0,no_change,15.607388854101444,,
FIVE,2026-03-01,20,0,1,-1,upgrade_1,-1.6597324743882313,,
FIVE,2026-04-01,22,0,2,0,upgrade_wave_2,,,
FIX,2026-02-01,10,0,0,0,no_change,21.807197268190205,,
FIX,2026-03-01,10,0,0,0,no_change,-10.927191699839778,,
FIX,2026-04-01,10,0,0,0,no_change,,,
FLEX,2026-02-01,17,0,1,0,upgrade_1,0.06345177664974777,,
FLEX,2026-03-01,17,0,0,0,no_change,-3.88765471278959,,
FLEX,2026-04-01,18,0,1,0,upgrade_1,,,
FLO,2026-02-01,1,6,0,0,no_change,-19.247594050743654,,
FLO,2026-03-01,1,6,0,0,no_change,-15.283400809716618,,
FLO,2026-04-01,1,6,0,0,no_change,,,
FLS,2026-02-01,13,0,1,0,upgrade_1,6.794625719769654,,
FLS,2026-03-01,13,0,0,0,no_change,-21.870763669227287,,
FLS,2026-04-01,13,0,0,0,no_change,,,
FLUT,2026-02-01,27,0,-1,0,downgrade_1,-32.54617014834999,,
FLUT,2026-03-01,25,0,-2,0,downgrade_wave_2,-6.255888449218016,,
FLUT,2026-04-01,26,0,1,0,upgrade_1,,,
FMC,2026-02-01,8,2,0,0,no_change,-12.40506329113924,,
FMC,2026-03-01,8,2,0,0,no_change,14.04341926729986,,
FMC,2026-04-01,8,2,0,0,no_change,,,
FNB,2026-02-01,10,0,-1,0,downgrade_1,-2.962962962962956,,
FNB,2026-03-01,11,0,1,0,upgrade_1,-4.826368452030582,,
FNB,2026-04-01,11,0,0,0,no_change,,,
FND,2026-02-01,11,2,0,0,no_change,0.636749545178894,,
FND,2026-03-01,11,2,0,0,no_change,-28.57142857142857,,
FND,2026-04-01,11,2,0,0,no_change,,,
FNF,2026-02-01,7,0,0,0,no_change,-6.857878286449726,,
FNF,2026-03-01,7,0,0,0,no_change,-13.577912254160363,,
FNF,2026-04-01,7,0,0,0,no_change,,,
FOUR,2026-02-01,21,0,-1,0,downgrade_1,-15.49796747967479,,
FOUR,2026-03-01,19,0,-2,0,downgrade_wave_2,-1.0211027910143056,,
FOUR,2026-04-01,19,0,0,0,no_change,,,
FOX,2026-02-01,15,0,0,0,no_change,-20.115906664633208,,
FOX,2026-03-01,14,1,-1,1,downgrade_1,3.962884206456607,,
FOX,2026-04-01,14,1,0,0,no_change,,,
FOXA,2026-02-01,15,0,0,0,no_change,-21.187139323990113,,
FOXA,2026-03-01,14,1,-1,1,downgrade_1,4.952076677316297,,
FOXA,2026-04-01,14,1,0,0,no_change,,,
FR,2026-02-01,15,0,-1,0,downgrade_1,7.99586420816818,,
FR,2026-03-01,15,0,0,0,no_change,-9.312638580931266,,
FR,2026-04-01,15,0,0,0,no_change,,,
FRPT,2026-02-01,14,1,0,0,no_change,20.674318507890966,,
FRPT,2026-03-01,15,1,1,0,upgrade_1,-32.978093546477204,,
FRPT,2026-04-01,16,1,1,0,upgrade_1,,,
FRT,2026-02-01,14,0,-1,0,downgrade_1,9.302095689996047,,
FRT,2026-03-01,14,0,0,0,no_change,-3.962489657074564,,
FRT,2026-04-01,14,0,0,0,no_change,,,
FSLR,2026-02-01,37,1,-2,0,downgrade_wave_2,-12.4113160695282,,
FSLR,2026-03-01,31,2,-6,1,downgrade_wave_3,-6.338742393509134,,
FSLR,2026-04-01,30,2,-1,0,downgrade_1,,,
FTAI,2026-02-01,16,0,0,0,no_change,3.462837837837851,,
FTAI,2026-03-01,16,0,0,0,no_change,-25.192936559843037,,
FTAI,2026-04-01,16,0,0,0,no_change,,,
FTI,2026-02-01,19,0,0,0,no_change,18.682699210337404,,
FTI,2026-03-01,17,0,-2,0,downgrade_wave_2,1.9303272507917413,,
FTI,2026-04-01,17,0,0,0,no_change,,,
FTNT,2026-02-01,18,3,3,0,upgrade_wave_3,-0.1968988432193064,,
FTNT,2026-03-01,16,3,-2,0,downgrade_wave_2,0.0253068455017047,,
FTNT,2026-04-01,16,4,0,1,no_change,,,
FTV,2026-02-01,6,2,-1,2,downgrade_1,9.884491573565612,,
FTV,2026-03-01,6,2,0,0,no_change,-9.425675675675683,,
FTV,2026-04-01,7,2,1,0,upgrade_1,,,
FWONA,2026-02-01,16,0,0,0,no_change,2.1458150332538617,,
FWONA,2026-03-01,16,0,0,0,no_change,-9.766504681758924,,
FWONA,2026-04-01,17,0,1,0,upgrade_1,,,
FWONK,2026-02-01,16,0,0,0,no_change,2.0569983911744583,,
FWONK,2026-03-01,16,0,0,0,no_change,-9.6298722567966,,
FWONK,2026-04-01,17,0,1,0,upgrade_1,,,
G,2026-02-01,11,0,0,0,no_change,-8.480725623582774,,
G,2026-03-01,11,0,0,0,no_change,-5.715005035246712,,
G,2026-04-01,11,0,0,0,no_change,,,
GAP,2026-02-01,16,0,1,0,upgrade_1,-2.6090064331665497,,
GAP,2026-03-01,16,0,0,0,no_change,-15.014265335235377,,
GAP,2026-04-01,17,0,1,0,upgrade_1,,,
GD,2026-02-01,21,1,0,0,no_change,3.876498903415082,,
GD,2026-03-01,21,1,0,0,no_change,-4.553984035849323,,
GD,2026-04-01,22,1,1,0,upgrade_1,,,
GDDY,2026-02-01,16,0,0,0,no_change,-11.231595702347786,,
GDDY,2026-03-01,15,0,-1,0,downgrade_1,-6.21844882973841,,
GDDY,2026-04-01,15,0,0,0,no_change,,,
GE,2026-02-01,25,1,1,0,upgrade_1,8.91489292349814,,
GE,2026-03-01,26,1,1,0,upgrade_1,-20.163033950797637,,
GE,2026-04-01,27,1,1,0,upgrade_1,,,
GEHC,2026-02-01,19,1,0,1,no_change,-1.0636950740787632,,
GEHC,2026-03-01,19,1,0,0,no_change,-18.39325976029429,,
GEHC,2026-04-01,19,1,0,0,no_change,,,
GEN,2026-02-01,9,0,0,0,no_change,-6.6277615673197126,,
GEN,2026-03-01,9,0,0,0,no_change,-18.83030571555162,,
GEN,2026-04-01,10,0,1,0,upgrade_1,,,
GEV,2026-02-01,32,1,2,0,upgrade_wave_2,15.918884315156179,,
GEV,2026-03-01,33,1,1,0,upgrade_1,-6.438873626373631,,
GEV,2026-04-01,34,0,1,-1,upgrade_1,,,
GFS,2026-02-01,13,1,1,0,upgrade_1,11.895734597156382,,
GFS,2026-03-01,13,1,0,0,no_change,-12.975814931650886,,
GFS,2026-04-01,13,1,0,0,no_change,,,
GGG,2026-02-01,9,1,1,0,upgrade_1,5.8628191915722105,,
GGG,2026-03-01,9,1,0,0,no_change,-11.690800681431012,,
GGG,2026-04-01,8,1,-1,0,downgrade_1,,,
GILD,2026-02-01,30,0,1,0,upgrade_1,4.142303628038069,,
GILD,2026-03-01,30,0,0,0,no_change,-8.465928163813352,,
GILD,2026-04-01,31,0,1,0,upgrade_1,,,
GIS,2026-02-01,9,3,0,0,no_change,-3.7181150021616927,,
GIS,2026-03-01,7,3,-2,0,downgrade_wave_2,-17.952686270174656,,
GIS,2026-04-01,4,9,-3,6,downgrade_wave_3,,,
GL,2026-02-01,16,0,0,0,no_change,3.187847667950372,,
GL,2026-03-01,16,0,0,0,no_change,-6.064986920005511,,
GL,2026-04-01,18,0,2,0,upgrade_wave_2,,,
GLOB,2026-02-01,16,0,0,0,no_change,-25.478468899521523,,
GLOB,2026-03-01,16,0,0,0,no_change,-8.199356913183276,,
GLOB,2026-04-01,16,0,0,0,no_change,,,
GLPI,2026-02-01,21,1,0,0,no_change,10.81564245810056,,
GLPI,2026-03-01,21,1,0,0,no_change,-10.141075444694325,,
GLPI,2026-04-01,21,1,0,0,no_change,,,
GLW,2026-02-01,15,0,-1,0,downgrade_1,42.92493946731235,,
GLW,2026-03-01,16,0,1,0,upgrade_1,-14.51655805293256,,
GLW,2026-04-01,16,0,0,0,no_change,,,
GM,2026-02-01,26,2,2,0,upgrade_wave_2,-8.011904761904765,,
GM,2026-03-01,26,2,0,0,no_change,-7.559395248380119,,
GM,2026-04-01,28,2,2,0,upgrade_wave_2,,,
GME,2025-11-01,0,6,0,0,no_change,2.332884701659932,10.004486316733963,
GME,2025-12-01,0,6,0,0,no_change,-9.010208610741245,5.725699067909451,
GME,2026-01-01,0,6,0,0,no_change,28.735059760956183,16.33466135458168,
GMED,2026-02-01,16,0,2,0,upgrade_wave_2,1.1248345831495365,,
GMED,2026-03-01,16,0,0,0,no_change,-12.518332285774136,,
GMED,2026-04-01,16,0,0,0,no_change,,,
GNRC,2026-02-01,22,0,2,0,upgrade_wave_2,31.641275886693656,,
GNRC,2026-03-01,21,0,-1,0,downgrade_1,-17.69090828415495,,
GNRC,2026-04-01,20,0,-1,0,downgrade_1,,,
GNTX,2026-02-01,8,0,0,0,no_change,-0.04345936549327023,,
GNTX,2026-03-01,8,0,0,0,no_change,-8.54700854700855,,
GNTX,2026-04-01,9,0,1,0,upgrade_1,,,
GOOG,2026-02-01,59,0,-1,0,downgrade_1,-10.32995598617552,,
GOOG,2026-03-01,60,0,1,0,upgrade_1,-12.294897729826937,,
GOOG,2026-04-01,60,0,0,0,no_change,,,
GOOGL,2026-02-01,59,0,-1,0,downgrade_1,-10.183431952662724,,
GOOGL,2026-03-01,60,0,1,0,upgrade_1,-12.272260713369255,,
GOOGL,2026-04-01,60,0,0,0,no_change,,,
GPC,2026-02-01,9,0,1,0,upgrade_1,-16.238578314986697,,
GPC,2026-03-01,10,0,1,0,upgrade_1,-12.502096260271689,,
GPC,2026-04-01,10,0,0,0,no_change,,,
GPK,2026-02-01,5,1,-1,1,downgrade_1,-23.00341296928329,,
GPK,2026-03-01,5,1,0,0,no_change,-23.05805396565822,,
GPK,2026-04-01,5,1,0,0,no_change,,,
GPN,2026-02-01,16,2,2,0,upgrade_wave_2,8.307778087538352,,
GPN,2026-03-01,17,2,1,0,upgrade_1,-13.287993722207691,,
GPN,2026-04-01,17,2,0,0,no_change,,,
GRMN,2026-02-01,2,7,0,0,no_change,24.325530648680814,,
GRMN,2026-03-01,2,5,0,-2,no_change,-10.611873590950449,,
GRMN,2026-04-01,2,5,0,0,no_change,,,
GS,2026-02-01,15,1,0,0,no_change,-7.785890678953611,,
GS,2026-03-01,15,1,0,0,no_change,-6.0460462789534315,,
GS,2026-04-01,15,1,0,0,no_change,,,
GTES,2026-02-01,14,0,0,0,no_change,14.552562988705485,,
GTES,2026-03-01,14,0,0,0,no_change,-23.685165034457746,,
GTES,2026-04-01,14,0,0,0,no_change,,,
GTLB,2026-02-01,21,1,-2,1,downgrade_wave_2,-23.670668953687812,,
GTLB,2026-03-01,21,1,0,0,no_change,-20.912547528517113,,
GTLB,2026-04-01,19,1,-2,0,downgrade_wave_2,,,
GTM,2026-02-01,9,4,3,-7,upgrade_wave_3,-22.608695652173914,,
GTM,2026-03-01,9,5,0,1,no_change,-3.8647342995169143,,
GTM,2026-04-01,9,5,0,0,no_change,,,
GWRE,2026-02-01,18,1,0,0,no_change,7.9354930377948385,,
GWRE,2026-03-01,18,1,0,0,no_change,-0.28901734104045396,,
GWRE,2026-04-01,18,1,0,0,no_change,,,
GWW,2026-02-01,8,4,4,-5,upgrade_wave_3,6.617960257051325,,
GWW,2026-03-01,8,4,0,0,no_change,-7.644597415984555,,
GWW,2026-04-01,8,4,0,0,no_change,,,
GXO,2026-02-01,18,0,0,0,no_change,7.722212405018558,,
GXO,2026-03-01,18,0,0,0,no_change,-22.234601305109024,,
GXO,2026-04-01,17,0,-1,0,downgrade_1,,,
H,2026-02-01,20,0,0,0,no_change,4.63643921468313,,
H,2026-03-01,20,0,0,0,no_change,-13.343653250774,,
H,2026-04-01,20,0,0,0,no_change,,,
HAL,2026-02-01,23,1,0,1,no_change,5.190930787589476,,
HAL,2026-03-01,23,1,0,0,no_change,9.05555555555555,,
HAL,2026-04-01,23,1,0,0,no_change,,,
HALO,2026-02-01,11,1,0,0,no_change,-3.2213080462975663,,
HALO,2026-03-01,11,1,0,0,no_change,-10.642887962030779,,
HALO,2026-04-01,11,1,0,0,no_change,,,
HAS,2026-02-01,16,0,0,0,no_change,9.315866084425029,,
HAS,2026-03-01,17,0,1,0,upgrade_1,-10.241992167888348,,
HAS,2026-04-01,17,0,0,0,no_change,,,
HAYW,2026-02-01,7,1,0,0,no_change,-3.4696406443618377,,
HAYW,2026-03-01,7,1,0,0,no_change,-18.000000000000004,,
HAYW,2026-04-01,8,0,1,-1,upgrade_1,,,
HBAN,2026-02-01,22,1,0,0,no_change,-4.176201372997712,,
HBAN,2026-03-01,23,1,1,0,upgrade_1,-10.595238095238102,,
HBAN,2026-04-01,23,1,0,0,no_change,,,
HCA,2026-02-01,18,1,0,0,no_change,10.963196592049474,,
HCA,2026-03-01,18,1,0,0,no_change,-11.680196337549564,,
HCA,2026-04-01,18,1,0,0,no_change,,,
HD,2026-02-01,29,1,-1,0,downgrade_1,-2.047572012066512,,
HD,2026-03-01,29,2,0,1,no_change,-15.029417944946422,,
HD,2026-04-01,29,1,0,-1,no_change,,,
HEI,2026-02-01,17,0,0,0,no_change,-1.2692272823426443,,
HEI,2026-03-01,17,0,0,0,no_change,-17.04125712139235,,
HEI,2026-04-01,17,0,0,0,no_change,,,
HHH,2026-02-01,5,0,0,0,no_change,-12.196914033798667,,
HHH,2026-03-01,5,0,0,0,no_change,-13.776426696144817,,
HHH,2026-04-01,5,0,0,0,no_change,,,
HIG,2026-02-01,15,0,0,0,no_change,4.457278246705165,,
HIG,2026-03-01,15,0,0,0,no_change,-4.537385500248536,,
HIG,2026-04-01,14,0,-1,0,downgrade_1,,,
HII,2026-02-01,9,1,1,0,upgrade_1,4.71332429668736,,
HII,2026-03-01,9,0,0,-1,no_change,-16.971114910465225,,
HII,2026-04-01,9,0,0,0,no_change,,,
HIW,2026-02-01,5,1,0,0,no_change,-12.688588007736945,,
HIW,2026-03-01,5,1,0,0,no_change,-7.0698088039128475,,
