rank,ticker,Name,sector,weight,score,score_model_core,score_total,score_focus_bonus,portfolio_seed_score,ensemble_weight_linear,ensemble_weight_catboost,ensemble_weight_ranker,adaptive_ensemble_active,adaptive_ensemble_history_months,adaptive_quality_linear,adaptive_quality_catboost,adaptive_quality_ranker,anticipatory_growth_score,profitability_inflection_score,dominant_archetype_label,archetype_alignment_score,portfolio_sleeve_label,portfolio_sleeve_confidence,portfolio_core_compounder_engine_score,portfolio_future_winner_engine_score,portfolio_early_scout_engine_score,sage_sector,sage_composite_score,sage_g_score,sage_v_score,sage_q_score,sage_c_score,sleeve_target_core_compounder_weight,sleeve_target_future_winner_weight,sleeve_target_early_scout_weight,sleeve_invested_share,sleeve_growth_signal,sleeve_risk_signal,future_winner_regime_strength,early_scout_regime_strength,future_winner_scout_score,long_hold_compounder_score,score_future_winner_model,pred_future_winner_ret,pred_future_winner_p,strategy_blueprint_score,stagflation_score,growth_liquidity_reentry_score,m2_yoy_lag1m,fed_assets_bil,reverse_repo_bil,tga_bil,net_liquidity_bil,net_liquidity_change_1m_bil,liquidity_impulse_score,liquidity_drain_score,fear_greed_score,fear_greed_delta_1w,fear_greed_risk_off_score,fear_greed_risk_on_score,fund_join_status,fundamental_reliability_score,core_fundamental_fields_present,sector_adjusted_fields_present,partial_scout_confirmation_score,fundamental_lane_label,latest_statement_repair_used,revenues_ttm,gross_profit_ttm,op_income_ttm,net_income_ttm,op_margin_ttm,gross_margins,operating_margins,roe_proxy,roa_proxy,asset_turnover_ttm,book_to_market_proxy,capital_efficiency_score,sector_adjusted_quality_score,market_cap_live,current_price_live,return_on_equity_effective,revenue_growth_final,earnings_growth_final,forward_pe_final,peg_final,sales_growth_yoy,net_income_growth_yoy,op_income_growth_yoy,ocf_growth_yoy,sales_cagr_3y,sales_cagr_5y,net_income_cagr_3y,net_income_cagr_5y,op_income_cagr_3y,op_income_cagr_5y,ocf_cagr_3y,ocf_cagr_5y,ep_ttm,sp_ttm,fcfy_ttm,price_above_ma20,ma20_above_ma50,golden_cross_fresh_20d,death_cross_recent_20d,breakout_fresh_20d,breakout_volume_z,volume_dryup_20d,post_breakout_hold_score,held_from_prev_rebalance,prev_weight,portfolio_hold_policy_seed_bonus,portfolio_hold_policy_bonus,portfolio_hold_policy_support,portfolio_hold_policy_exit_risk,target_n,weight_cap,cash_target,prev_holdings_applied,prev_holdings_count,rebalance_action,active_rebalance_interval_months,sleeve_rebalance_interval_months,scheduled_rebalance_due,recommended_rebalance_interval_months,next_scheduled_rebalance_date,recommended_next_run_date,recommended_next_run_mode,atr14_pct,event_regime_label,live_event_alert_label,applied_regime_sleeve_policy_label,applied_regime_sleeve_live_label,applied_regime_sleeve_source_label,backtest_usable,research_only_backtest,research_only_output,entry_date,last_trade_date,thesis_status,entry_price,reference_price,shares_held,held_days,unrealized_return,manual_lock
1,GOOG,ALPHABET INC CLASS C,Communication,0.12,5.925908460372394,4.579941081923552,5.890421722355016,0.5261457599396621,6.707546930079191,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,0.9415369223387832,-0.00797019540285647,emerging_growth,0.7244492006317007,core_compounder,0.015420282948871433,0.5579278067940765,0.5116669579474622,0.37487809408148176,Software,0.07897495383562105,0.5330819748219244,-1.1676131360231614,0.33610957287569987,0.6684810228987527,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,0.9988709925350943,0.6061035158116359,0.09506811164914604,0.698657657357997,0.5786827684011988,0.8239090610422782,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm,1.0,5.0,0.0,1.0,full_ttm,False,402836000000.0,240301000000.0,129039000000.0,132170000000.0,0.32032638592380025,0.5965231508603998,0.32032638592380025,0.3182786895115167,0.22202959610671263,0.6767157023321759,0.0988589670950202,0.9002603071595644,0.7584039088037589,4200580000000.0,347.5,0.3182786895115167,0.1509008108154437,0.3201422321660441,31.4739,1.0554627766599598,0.1509008108154437,0.3201422321660441,0.14813595515615274,0.3145595735001876,0.12508720166050935,0.17157378629634956,0.3012738193363951,0.2683716977978945,0.199058982674154,0.2563994618754688,0.21644018367632145,0.2039498490742797,0.03146470249346519,0.09590008998757314,0.03561960491170267,1.0,1.0,0.0,0.0,0.95,0.0,0.20267255312397214,0.99,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,1,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.020492293386273123,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
2,GEV,GE VERNOVA INC,Industrials,0.12,6.031048882027541,3.758736761204559,6.02814019861583,1.0243255772530486,7.453054976502497,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,1.3814739626712258,0.5408890698571929,emerging_growth,0.9509456411076769,core_compounder,0.036713238262015,0.4864122123166667,0.8420178783945218,0.7318781636084768,Industrial,0.6629244395216463,2.7816490154304017,-2.7233545048537064,-0.16186038789696872,2.7376733820578307,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,1.6146329741900107,0.4218251364492247,0.07976643551289936,0.6440792784098649,0.48659791999485724,1.2140001185917877,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm,0.92839,5.0,0.0,0.8571428571428571,full_ttm,False,39375000000.0,7846000000.0,1524000000.0,9365000000.0,0.0387047619047619,0.19926349206349206,0.0387047619047619,0.62163956189844,0.12385600169285299,0.5207506744961117,0.05148363101682315,1.0696030410547341,-0.31061546860791667,292617278588.55286,1088.9300537109375,0.62163956189844,0.12709317303563772,1.5666830823148952,32.9433,0.018063099369993257,0.12709317303563772,,,,,,,,,,,,0.032004261830238884,0.13456143188100972,,1.0,1.0,0.0,0.0,0.85,0.0,0.0813713120947478,0.77,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,1,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.04178576012707787,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
3,NVDA,NVIDIA CORP,Information Technology,0.07359821506911479,5.994739011541963,3.3790512889834394,5.941751264762624,1.1573209236150364,7.316339214711247,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,1.6158846841845484,0.33982543263246656,compounder,1.476494856205154,core_compounder,0.07478789724141532,0.9238266529050901,0.6994629611808442,0.5438913770141705,Semiconductor,0.9081823180041712,2.570006857505105,0.0,0.0,0.0578661191825634,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,1.4686208059623704,1.5400116464372826,-0.08624509491830444,-0.27172748852497086,0.17480828732899795,2.0164058096621513,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm_fallback,0.925,5.0,0.0,1.0,full_ttm,False,215938000000.0,153463000000.0,130387000000.0,120067000000.0,0.6038168363141272,0.7106808435754708,0.6038168363141272,0.7633333969089534,0.5805863551302447,1.0441724733200195,0.03014568288817689,3.0142103064315524,2.2411915620787934,5217762045181.274,213.1699981689453,0.7633333969089534,0.6547353579009478,2.0294308588944108,42.5913,0.4470588852734334,0.6547353579009478,,,,1.0052198737118174,0.6719241211603657,2.0294308588944108,0.9477711634965376,2.1492597803874185,0.9624152069870582,1.6396081372638758,0.7789798723371186,0.023011206521172174,0.04138517589153454,0.019529062291007537,1.0,1.0,0.0,0.0,0.95,0.0,0.14318921324379918,0.99,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,1,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.026833039780498568,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
4,TSM,Taiwan Semiconductor Manufacturing,Semiconductors,0.07,5.229603656361167,3.8259447325223377,5.2527408815313485,0.9629338178532927,6.032415674671273,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,0.6918457248875197,0.43288026195315554,emerging_growth,0.2836299122765745,future_winner,0.03252877608061028,0.33471924199590175,0.5925462466053798,0.49495991836354897,Semiconductor,0.18262954353849734,0.244620731853696,0.0,-0.0037731244861097103,0.6530371234082077,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,0.8832550585849612,0.19694946083254775,0.04604969876777879,0.3873035822918929,0.5330957067115755,0.4716235032924153,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_no_ttm,0.37978,4.0,0.0,0.8571428571428571,full_ttm,False,,49538100000.0,40318800000.0,35301100000.0,,,,0.2704953205001479,0.17297728237146914,,0.06413570471846529,0.63036456014367,0.3933307007430705,2034832244736.0,392.3399963378906,0.2704953205001479,,0.5272415555299121,57.64217672355819,1.093278329808887,,0.5272415555299121,0.4909188192978806,,,,0.18202238803220028,0.24415577018404133,0.1982656230131521,0.26459210370260977,,,0.017348408003324118,,,1.0,1.0,0.0,0.0,0.95,0.0,-0.023182621868917952,0.79,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,2,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.032841427145434775,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
5,ASML,ASML Holding,Semiconductors,0.07,5.053296459511063,3.7061096707661725,5.052044774049274,0.8111788165092167,5.076979328649256,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,0.9546970231783842,0.12245953798732484,emerging_growth,0.46732482090128485,future_winner,0.03672914325043199,0.38541304841045626,0.2752256186591603,-0.015907094487243242,Semiconductor,0.554936796977655,0.6101806749605982,0.0,1.2000000000000002,0.27582373827630347,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,0.6192760667893038,-0.3811657524076699,0.05098182779836825,0.5008379269505312,0.48265180468520835,0.6803407761710197,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm_fallback,0.9221950000000001,5.0,0.0,0.8571428571428571,full_ttm,False,32667300000.0,17258000000.0,11301400000.0,9609400000.0,0.34595451720833986,0.5282958799778371,0.34595451720833986,0.4899705285485565,0.19003452872053886,0.6460252419581305,0.03675216338594783,1.1585556590041644,0.4303644092704062,533633892352.0,1384.56005859375,0.4899705285485565,0.7552683896620278,0.6333627957574108,55.532488225279415,0.8767879736110888,0.7552683896620278,0.6333627957574108,0.6742566776788492,-0.7617050221063372,0.1554732453968879,0.18506078908028245,0.19543917476551087,0.2201547963289774,0.20237271614507768,0.22776565347901268,-0.1303273414942656,-0.39167705123847674,0.018007476919515764,0.061216688947582296,-0.002554935170985472,0.0,1.0,0.0,0.0,0.0,0.0,-0.057148215524840174,0.2,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,2,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.04084037409744435,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
6,ZTO,ZTO Express,Industrials,0.07,2.547863273057246,-0.5687040487843249,2.463337399273253,1.1573209236150364,4.168794185042397,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,0.907675475350538,0.5201639092075945,compounder,1.717390299019935,future_winner,0.013482786404726258,0.9238266529050901,0.8833782936909114,0.5535372772859461,Industrial,1.7919731817043263,2.0639025893198557,3.587435812146034,0.087701428924442,1.0054864344983863,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,0.8907883169283557,2.0663996370845745,0.056781838712681026,0.23218642241662266,0.7475501235647646,1.4830769534143693,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm,1.0,5.0,0.0,1.0,full_ttm,False,7021016000.0,1754793000.0,1497886000.0,9182146000.0,0.21334319705296215,0.2499343399872611,0.21334319705296215,0.9564356827542243,0.7054367472922515,0.539403608886948,0.4885640970593305,2.7931951931989905,1.658765621860017,19650195456.0,25.6200008392334,0.9564356827542243,0.4714977343890814,11.446300259847291,2.1400438912646345,0.0018696380862659506,0.4714977343890814,11.446300259847291,0.7345838418976727,0.5105435962612863,0.11029977129191249,0.12687008094701846,0.10231430590663959,0.6916476892584371,0.10118424896367917,0.1550528059572196,0.009346936579778031,0.1766980974935599,0.46728013574014193,0.35730005921423036,0.049151114153681015,1.0,1.0,0.0,0.0,0.9,0.0,0.2973552907617124,0.9800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,2,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.018066241022558348,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
7,CASH,Cash,Cash,0.04999999999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.12,0.0,False,0,full_rebalance,1,1,True,1,2026-05-29,2026-05-29,full_step1_and_step2,,,,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
8,ADI,ANALOG DEVICES INC,Information Technology,0.047515440245247134,5.582678871076891,4.5510773465354175,5.593091375205243,0.5511363155727657,6.460817389063709,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,0.7445050915027577,0.5814441361513814,emerging_growth,0.38776340877020177,future_winner,0.025586167471217076,0.1736068613820005,0.6197246198654509,0.5429661174517997,Semiconductor,0.1994145189684298,-0.11632611644504741,0.0,-0.03579488468061955,1.6605158726290086,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,1.1276393886392908,0.26298286870690535,0.03318199018891265,0.45667485794830953,0.37148018890545453,0.06729703881243607,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm_fallback,0.8735566666666666,4.0,0.0,0.7142857142857143,full_ttm,False,11756796000.0,7388151000.0,3438209000.0,2706852000.0,0.2924443870591954,0.6284153437722318,0.2924443870591954,,0.05640131359944818,0.2449704446791838,,-0.24253957029556317,-0.07121615905420417,190210793066.6504,383.260009765625,,0.0,0.7308765095641432,72.0659,10.566847507331378,0.0,0.7308765095641432,0.7739670933112917,0.3159484713733034,-0.0222228146773088,0.14943347214077818,-0.0756709661559346,0.1400113368383824,-0.052565301698979106,0.15274125560879814,0.001888799867256763,0.19343451489369468,0.014230801293444539,0.06180930014775968,0.023973513418884467,1.0,1.0,0.0,0.0,0.85,0.0,0.18926207477575285,0.77,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,2,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.02850359492288124,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
9,MRVL,MARVELL TECHNOLOGY INC,Information Technology,0.04678271214717134,6.058057418608663,3.3710911725313144,6.0451681936940505,1.1573209236150364,7.091558328107637,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,2.1559842122907837,0.9807695071061954,emerging_growth,1.0425529582379607,future_winner,0.0017472129937903997,0.5862772806351854,0.9510927801418558,0.9458511411604846,Semiconductor,0.45151971901361043,0.2360717658168083,0.0,0.0,2.459297339851517,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,2.195303609384754,0.2462327043022183,0.12479227854385405,0.7357705751144804,0.6695260719635892,0.9988126108416534,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm_fallback,0.925,5.0,0.0,0.8571428571428571,full_ttm,False,8194600000.0,4180700000.0,1322900000.0,2670100000.0,0.16143557952798185,0.5101774339198984,0.16143557952798185,0.1866106622683179,0.13215372812987206,0.4055829146972209,0.09214664803681659,0.2082215482199113,-0.1350473293790651,132697176300.04883,153.22999572753906,0.1866106622683179,0.42087285211450776,0.7684075318831849,53.8116,0.554415825262724,0.42087285211450776,,,,0.11413865909605314,,,,0.7684075318831849,,0.1071193676736204,,0.020121754467197488,0.06175413997861373,0.012013066475472647,1.0,1.0,0.0,0.0,0.85,0.0,-0.4138480878983628,0.77,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,2,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.055797196247044246,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
10,LRCX,LAM RESEARCH CORP,Information Technology,0.04463587177415185,6.318479687193445,4.543933931552889,6.287772261657545,0.8601549934252507,7.146984166080792,0.2571924029525809,0.43373604653819325,0.30907155050922586,True,12.0,-0.24021030194230875,-0.17393684869168938,-0.27444141507958925,0.9985395956777579,0.6784732612806049,emerging_growth,0.8511835289850679,core_compounder,0.004219231661004426,0.5800124936372427,0.6077606456590916,0.6204183406421049,Semiconductor,0.12612403244826703,-0.4298370292019405,0.0,0.19832869873880016,1.5132321198949743,0.25,0.35,0.4,1.0,0.5483321519731637,0.2892984984606809,0.25903365351248275,0.1299559471365639,1.5071344282927521,0.904229805573099,0.05191620710804386,0.3390548158126818,0.5757249419554922,0.6475039103265985,0.004444444444444449,0.01884962758925433,0.046905869017049406,6.0,0.643,6.0,6.0,-6.0,0.2465466713388813,0.2892984984606809,6.0,-4.771428571428594,0.12963053208963396,0.17657142857142802,matched_with_ttm_fallback,0.9165850000000001,5.0,0.0,0.8571428571428571,full_ttm,False,18435591000.0,8979059000.0,5900968000.0,5358217000.0,0.32008564303688447,0.48705023885591736,0.32008564303688447,0.5433405001754783,0.257706819623594,0.8866713543873554,0.033690072875229134,1.6263480314269145,0.9113443505190576,314180946986.98425,251.22999572753906,0.5433405001754783,0.0,0.05161410945491629,49.8488,2.223407671721677,0.0,,,,0.022789943557689707,0.12907308762404734,0.05161410945491629,0.189238603578461,0.031078868201760423,0.1714683970487525,0.2572973770596889,0.237467758501531,0.017054557417900896,0.05867825906312435,0.019391580101935323,0.0,1.0,0.0,0.0,0.5,0.0,0.14110357430562304,0.5,0.0,0.0,0.0,0.0,0.0,0.0,18,0.12,0.0,False,0,full_rebalance,1,1,True,1,2026-05-29,2026-05-29,full_step1_and_step2,0.044802447826989736,balanced,balanced,aggr_25_35_40,balanced,balanced,True,True,False,,,,,,,,,False
