rebalance_date,net_return,drawdown,regime_state
2021-12-31,-0.1429920245637684,-0.16164583090924256,
2022-11-30,-0.1288247957123562,-0.3792332494359135,
2022-05-31,-0.11837366797702703,-0.33055399008960185,
2023-03-31,-0.11026523670771307,-0.3671947546602464,
2020-02-28,-0.09409081658708265,-0.14625702514141203,
2019-08-30,-0.09159229915920895,-0.09159229915920897,
2026-01-30,-0.07881106157795327,-0.1273543331888659,
2021-08-31,-0.07783963874445246,-0.07783963874445243,
2025-02-28,-0.07055163916582238,-0.1401631326223659,
2025-10-31,-0.06292921268244606,-0.06292921268244611,
