rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,weighted_forward_return,sector,industry_group,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.03,scout,1.377173570130895,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.004370042746750833,Health Care,Medical Devices,1.0,1.0,1.0,2.366157788850664,nan,1.0,0.3733667559779405,0.0135416666666666,neutral,0.5430819595602643,0.0,0.0
2019-04-30,CDNS,0.03,scout,1.3600030787741622,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.002650861140522156,Information Technology,Software - Application,1.0,1.8952579983178857,1.0,0.6225548020206744,nan,1.0,0.5889260191609499,0.1083333333333333,promote_monster_early,0.4059037271571671,0.0,0.0
2019-04-30,ADBE,0.03,scout,1.3011436835638848,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.00203298981656733,Information Technology,Software - Application,1.0,1.8952579983178857,1.0,0.0742559028353347,nan,1.0,0.5363110794766425,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,ALGN,0.015,scout,0.4799996390997738,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0005414334998137814,Health Care,Medical Devices,0.728875443521667,0.728875443521667,1.0,1.457750887043334,nan,1.0,0.2998257737650898,0.0270833333333333,neutral,0.8853833758904439,0.0,0.0
2019-05-31,CDNS,0.03,scout,0.32161813566204484,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.00475754077541327,Information Technology,Software - Application,0.6100152263242696,2.4959031206529025,1.0,-0.9931300419572232,nan,1.0,0.4314323754159145,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,ADBE,0.03,scout,0.5766814702999152,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.003402461081092296,Information Technology,Software - Application,0.4305470495410454,2.4959031206529025,1.0,0.0777286676470202,nan,1.0,0.4305470495410454,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.03,scout,0.9896338168884443,0.04003659246853353,0.04003659246853353,1,0,0.0400365924685335,0.001201097774056005,Real Estate,Equity REITs,1.0,1.0,1.0,0.3719172324325372,nan,1.0,0.5092671741196151,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.03,scout,0.9675151855563315,0.04162120946579284,0.04162120946579284,1,0,0.0416212094657928,0.001248636283973784,Industrials,Software - Infrastructure,1.0,1.0,0.3236784453458647,1.82919450046614,nan,0.0,0.3792031956305625,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.03,scout,0.9016882137404758,0.08691721527451879,0.08691721527451879,1,0,0.0869172152745187,0.002607516458235561,Financials,Capital Markets,1.0,1.0,0.8337267903988055,0.5843802108544982,nan,0.8337267903988055,0.5215381803114051,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,ALGN,0.015,scout,0.11965974700348242,-0.38965646952924793,0.0,3,1,-0.2588369828138545,-0.003882554742207817,Health Care,Medical Devices,0.2488358890459571,0.9428002581640074,1.0,0.4747118009955451,nan,1.0,0.2488358890459571,0.1458333333333333,neutral,0.8172265581302038,0.0,0.0
2019-06-28,CDNS,0.08,confirm,0.8197381954786137,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.003495045099228392,Information Technology,Software - Application,0.94,1.9576864861077508,1.0,-1.7191679557242805,nan,1.0,0.5579123130465278,0.2416666666666667,neutral,0.177933258800667,0.0,0.0
2019-06-28,ADBE,0.08,confirm,1.1240235092246174,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.001084292498492704,Information Technology,Software - Application,0.94,1.9576864861077508,1.0,-0.0010628221998593,nan,1.0,0.5399871781095986,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.03,scout,0.6776761480369292,0.1368712974202635,0.1368712974202635,2,0,0.09310701724628,0.0027932105173884,Real Estate,Equity REITs,0.7611411165753593,0.7611411165753593,1.0,-0.3598054794183546,nan,1.0,0.4460477194441836,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.08,confirm,0.8642071880423562,0.03759383606380373,0.04162120946579284,2,0,-0.0038664471934616,-0.000309315775476928,Industrials,Software - Infrastructure,0.8697848022999267,0.8697848022999267,0.0267124819884461,1.7395696045998534,nan,0.0,0.3365642277324122,0.0135416666666666,neutral,0.158390626134066,0.0,0.0
2019-06-28,MKTX,0.08,confirm,0.9045299622760562,0.1328724281366036,0.1328724281366036,2,0,0.0422803247720002,0.0033824259817600163,Financials,Capital Markets,1.0,1.0,0.8337267903988055,0.4110265281348688,nan,0.8337267903988055,0.4894144757062413,0.1083333333333333,neutral,0.2897423828895529,0.0,0.0
2019-06-28,HEI,0.03,scout,1.0879743954517025,0.031221852844537823,0.031221852844537823,1,0,0.0312218528445378,0.0009366555853361339,Industrials,Aerospace & Defense,1.0,1.0643000071989022,0.5941089084147786,-0.2427091375658321,nan,0.0,0.5763861675908265,0.2416666666666667,neutral,0.5138708149461102,0.0,0.0
