portfolio,official_metric_mode,status,valid_for_production,target_pass,cagr,cagr_target,cagr_gap_pp,max_dd,max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,completed,True,False,0.04569793558907942,0.3,25.4302,-0.2828057331705295,-0.15,13.2806,0.3308004495974806,2022-03-01,2026-05-22,4.224503764544832,120776.31615089651,0.30991000469131863,0.2617238840821646,12,521,7140.072327382565,19,8,11,0,,,,,0.1471578721328144,-0.09388002589290478,1.0526574950068286
concentrated,broker_ledger_next_close,completed,True,False,0.03772238032775177,0.5,46.2278,-0.4479455196875711,-0.18,26.7946,0.28060838775072233,2022-03-01,2026-05-22,4.224503764544832,116932.44181446073,0.11092376195353984,0.0005805118873739118,3,141,8995.017324409486,6,3,3,0,,,,,0.2273698341109076,-0.1818257351199627,0.9551540608223585
