rebalance_date,next_rebalance_date,gross_return,cost,net_return,turnover,missing_tickers,cash_weight,rebalance_action,active_rebalance_interval_months,next_scheduled_rebalance_date,target_n,weighting_mode,portfolio_mode,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,equity,equity_value_usd,bench_return,benchmark_equity,benchmark_value_usd,target_stock_names
2019-04-30,2019-05-31,0.006335883639524975,0.00125,0.005085883639524975,0.25,0,0.0,initial_rebalance,1,2019-05-31,1,conviction_curve,concentrated_alpha,0.006335883639524975,0.0,0,True,-0.08,1.005085883639525,100508.58836395248,-0.06131893163869451,0.9386810683613055,93868.10683613055,1
2019-05-31,2019-06-28,0.036120038577395985,0.00375,0.03237003857739598,0.75,0,0.0,rebalance,1,2019-06-28,1,conviction_curve,concentrated_alpha,0.036120038577395985,0.0,0,True,-0.08,1.0376205524665325,103762.05524665325,0.08011805644118142,1.0138863711765451,101388.6371176545,1
2019-06-28,2019-07-31,0.00791249288329443,0.00125,0.0066624928832944305,0.25,0,0.0,rebalance,1,2019-07-31,1,conviction_curve,concentrated_alpha,0.00791249288329443,0.0,0,True,-0.08,1.0445336920129007,104453.36920129007,-0.0036331987329345505,1.0102027204974469,101020.27204974469,1
2019-07-31,2019-08-30,0.004437825441733656,0.00375,0.0006878254417336561,0.75,0,0.0,rebalance,1,2019-08-30,1,conviction_curve,concentrated_alpha,0.004437825441733656,0.0,0,True,-0.08,1.0452521488610151,104525.21488610152,-0.01601118650035893,0.9940281763363923,99402.81763363924,1
2019-08-30,2019-09-30,-0.020773200317626972,0.00125,-0.022023200317626973,0.25,0,0.0,rebalance,1,2019-09-30,1,conviction_curve,concentrated_alpha,-0.020773200317626972,0.0,0,True,-0.08,1.022232351404219,102223.23514042191,0.011691962549935209,1.0056503165476978,100565.03165476977,1
2019-09-30,2019-10-31,0.011790636539559585,0.00375,0.008040636539559585,0.75,0,0.0,rebalance,1,2019-10-31,1,conviction_curve,concentrated_alpha,0.011790636539559585,0.0,0,True,-0.08,1.0304517502008397,103045.17502008397,0.043077969560411544,1.0489716902723578,104897.16902723578,1
2019-10-31,2019-11-29,-0.03098658379783309,0.00125,-0.03223658379783309,0.25,0,0.0,rebalance,1,2019-11-29,1,conviction_curve,concentrated_alpha,-0.03098658379783309,0.0,0,True,-0.08,0.9972335060058665,99723.35060058665,0.01531182851795454,1.0650333649139971,106503.3364913997,1
2019-11-29,2019-12-31,0.016982515673859888,0.00375,0.013232515673859888,0.75,0,0.0,rebalance,1,2019-12-31,1,conviction_curve,concentrated_alpha,0.016982515673859888,0.0,0,True,-0.08,1.0104294140045875,101042.94140045875,0.046238282266118924,1.114278678263725,111427.8678263725,1
2019-12-31,2020-01-31,0.007133716556060321,0.00375,0.003383716556060321,0.75,0,0.0,rebalance,1,2020-01-31,1,conviction_curve,concentrated_alpha,0.007133716556060321,0.0,0,True,-0.08,1.0138484207414853,101384.84207414853,-0.0027410715656029927,1.1112243606625787,111122.43606625787,1
2020-01-31,2020-02-28,-0.03122672107476593,0.00375,-0.03497672107476593,0.75,0,0.0,rebalance,1,2020-02-28,1,conviction_curve,concentrated_alpha,-0.03122672107476593,0.0,0,True,-0.08,0.9783873273171184,97838.73273171185,-0.048843923519200194,1.0569478029777035,105694.78029777035,1
2020-02-28,2020-03-31,-0.04,0.00125,-0.04125,0.25,0,1.0,rebalance,1,2020-03-31,1,conviction_curve,concentrated_alpha,-0.11367047247564094,0.07367047247564093,1,True,-0.08,0.9380288500652872,93802.88500652873,-0.20054494325665084,0.8449822658042982,84498.22658042982,1
2020-03-31,2020-04-30,0.08265250755317155,0.00375,0.07890250755317155,0.75,0,0.0,rebalance,1,2020-04-30,1,conviction_curve,concentrated_alpha,0.08265250755317155,0.0,0,True,-0.08,1.0120416784926565,101204.16784926565,0.1458044930176079,0.9681844766787635,96818.44766787635,1
2020-04-30,2020-05-29,0.02379324444648756,0.00375,0.02004324444648756,0.75,0,0.0,rebalance,1,2020-05-29,1,conviction_curve,concentrated_alpha,0.02379324444648756,0.0,0,True,-0.08,1.0323262772447184,103232.62772447184,0.07949242416213598,1.0451478077661074,104514.78077661074,1
2020-05-29,2020-06-30,0.17607390299350834,0.00375,0.17232390299350833,0.75,0,0.0,rebalance,1,2020-06-30,1,conviction_curve,concentrated_alpha,0.17607390299350834,0.0,0,True,-0.08,1.210220770502287,121022.07705022869,0.019677785668236414,1.065714002318956,106571.40023189559,1
2020-06-30,2020-07-31,0.04728900807609593,0.00375,0.043539008076095925,0.75,0,0.0,rebalance,1,2020-07-31,1,conviction_curve,concentrated_alpha,0.04728900807609593,0.0,0,True,-0.08,1.2629125824030452,126291.25824030451,0.0573677893101745,1.1268516586688926,112685.16586688926,1
2020-07-31,2020-08-31,0.12818678300178976,0.00375,0.12443678300178976,0.75,0,0.0,rebalance,1,2020-08-31,1,conviction_curve,concentrated_alpha,0.12818678300178976,0.0,0,True,-0.08,1.420065361369763,142006.5361369763,0.07043018748804863,1.2062160322601614,120621.60322601614,1
2020-08-31,2020-09-30,-0.04,0.00375,-0.04375,0.75,0,1.0,rebalance,1,2020-09-30,1,conviction_curve,concentrated_alpha,-0.04981164148400208,0.009811641484002077,1,True,-0.08,1.3579375018098359,135793.7501809836,-0.04135652814994395,1.1563311249670802,115633.11249670802,1
2020-09-30,2020-10-30,0.07300795200418886,0.00375,0.06925795200418886,0.75,0,0.0,rebalance,1,2020-10-30,1,conviction_curve,concentrated_alpha,0.07300795200418886,0.0,0,True,-0.08,1.4519854721348697,145198.54721348698,-0.02087079981069584,1.1321975695430155,113219.75695430156,1
2020-10-30,2020-11-30,0.01831992143973693,0.00375,0.01456992143973693,0.75,0,0.0,rebalance,1,2020-11-30,1,conviction_curve,concentrated_alpha,0.01831992143973693,0.0,0,True,-0.08,1.4731407863955142,147314.07863955142,0.10640014017110544,1.2526635496437772,125266.35496437772,1
2020-11-30,2020-12-31,0.02099199919473993,0.00375,0.01724199919473993,0.75,0,0.0,rebalance,1,2020-12-31,1,conviction_curve,concentrated_alpha,0.02099199919473993,0.0,0,True,-0.08,1.4985406786482842,149854.06786482842,0.010430176521181167,1.2657290515882111,126572.90515882112,1
2020-12-31,2021-01-29,0.013489522255720199,0.00125,0.0122395222557202,0.25,0,0.0,rebalance,1,2021-01-29,1,conviction_curve,concentrated_alpha,0.013489522255720199,0.0,0,True,-0.08,1.5168821006357018,151688.21006357018,0.019783011092645797,1.2907689834560647,129076.89834560647,1
2021-01-29,2021-02-26,0.0314767278456598,0.00375,0.027726727845659802,0.75,0,0.0,rebalance,1,2021-02-26,1,conviction_curve,concentrated_alpha,0.0314767278456598,0.0,0,True,-0.08,1.5589402778139807,155894.02778139806,0.03390692818493535,1.3345349946814515,133453.49946814516,1
2021-02-26,2021-03-31,0.031353096138754255,0.00375,0.027603096138754255,0.75,0,0.0,rebalance,1,2021-03-31,1,conviction_curve,concentrated_alpha,0.031353096138754255,0.0,0,True,-0.08,1.6019718561770564,160197.18561770563,0.03025511171709616,1.3749115000359131,137491.15000359132,1
2021-03-31,2021-04-30,0.01475708526443087,0.00125,0.01350708526443087,0.25,0,0.0,rebalance,1,2021-04-30,1,conviction_curve,concentrated_alpha,0.01475708526443087,0.0,0,True,-0.08,1.6236098266296584,162360.98266296583,0.04298397709378654,1.4340106644594406,143401.06644594404,1
2021-04-30,2021-05-28,0.037851253677086305,0.00375,0.0341012536770863,0.75,0,0.0,rebalance,1,2021-05-28,1,conviction_curve,concentrated_alpha,0.037851253677086305,0.0,0,True,-0.08,1.6789769572001665,167897.69572001664,0.0022372431821326977,1.437218895041608,143721.8895041608,1
2021-05-28,2021-06-30,0.06220043185046542,0.00375,0.05845043185046542,0.75,0,0.0,rebalance,1,2021-06-30,1,conviction_curve,concentrated_alpha,0.06220043185046542,0.0,0,True,-0.08,1.7771138854154966,177711.38854154968,0.02805780049690143,1.4775440960690627,147754.40960690627,1
2021-06-30,2021-07-30,0.027474203457884427,0.00375,0.023724203457884428,0.75,0,0.0,rebalance,1,2021-07-30,1,conviction_curve,concentrated_alpha,0.027474203457884427,0.0,0,True,-0.08,1.8192744968009253,181927.44968009254,0.015560401301869975,1.500535275145106,150053.52751451058,1
