as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-06-22,CIEN,104.0,438.4700012207031,45600.880126953125,0.05613642658764649,385.0750004882438,5553.080076175771,23215.02670231239
2026-06-22,COHR,46.0,415.0899963378906,19094.13983154297,0.023505616030294968,280.01750584652547,6213.334562602797,6994.824187320911
2026-06-22,FIX,12.0,2011.8599853515625,24142.31982421875,0.029720118574349363,1866.2886962890625,1746.85546875,0.0
2026-06-22,KEYS,20.0,371.95001220703125,7439.000244140625,0.009157693665738176,313.2699890136719,1173.6004638671875,-3749.7872427368166
2026-06-22,LITE,39.0,841.1900024414062,32806.410095214844,0.04038594489376369,310.40636825454817,20700.561733287464,62425.38419528615
2026-06-22,MRVL,311.0,307.739990234375,95707.13696289062,0.11781914412778062,164.9499969482422,44407.687911987305,-1545.4732074451447
2026-06-22,MU,34.0,1187.760009765625,40383.84033203125,0.04971405117214746,470.0354830366454,24402.633908785305,20103.165517522375
2026-06-22,ON,329.0,130.89999389648438,43066.09799194336,0.05301601288419368,103.02999877929688,9169.228393554688,449.0910072231289
2026-06-22,PWR,42.0,712.3900146484375,29920.380615234375,0.03683313228177755,742.2100219726562,-1252.4403076171875,951.0120153808593
2026-06-22,SNDK,60.0,2288.22998046875,137293.798828125,0.16901391458667683,761.0600128173828,91630.19805908203,1510.2809069824218
2026-06-22,STM,1138.0,80.0999984741211,91153.7982635498,0.1122138101317564,55.75,27710.298263549805,229.23301129817915
2026-06-22,TER,24.0,442.989990234375,10631.759765625,0.013088102683959737,213.3746349537267,5510.768526735559,11939.400793866858
2026-06-22,WDC,153.0,759.655029296875,116227.21948242188,0.14308015011545347,337.388781099158,64606.7359742507,30697.340443138215
