variant_id,portfolio_kind,target_n,single_cap,subindustry_cap,theme_cap,risk_mode,status,metric_mode,start_date,end_date,cagr,max_dd,sharpe,trade_count,total_fees_usd,avg_cash_weight,target_book,research_only,production_activation_allowed,cagr_delta_vs_baseline,mdd_improvement_vs_baseline,avg_monthly_turnover,avg_name_overlap,median_holding_months,leader_exit_count,warning_hold_count,shakeout_guard_count,avg_benchmark_risk_score,min_gross_exposure_cap
main_N12_cap12_sub40_theme60,main,12,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.4305965824661484,-0.35134267549993003,1.2982316325456331,1216,41197.414535440206,0.08160819145015058,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme60.csv,True,False,0.10120394040321745,-0.09481577308134581,0.2932356586261036,0.7784313725490195,3.0,17,148,217,0.0,1.0
main_N12_cap12_sub40_theme70,main,12,0.12,0.4,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.42998408190653703,-0.39079613288964987,1.2655596774056062,1221,41847.66459471584,0.0498647340843289,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub40_theme70.csv,True,False,0.10059143984360608,-0.13426923047106565,0.29833069658607125,0.7794117647058824,3.0,17,148,213,0.0,1.0
main_N12_cap12_sub50_theme60,main,12,0.12,0.5,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.43296198161941635,-0.3514434077565848,1.2925354514808158,1217,41077.386635710005,0.07744711893329266,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme60.csv,True,False,0.1035693395564854,-0.09491650533800056,0.29279470307325867,0.7784313725490195,3.0,17,148,217,0.0,1.0
main_N12_cap12_sub50_theme70,main,12,0.12,0.5,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.4317747075316749,-0.39075583780647005,1.2587440315479037,1222,41603.67268217206,0.0458904434199047,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap12_sub50_theme70.csv,True,False,0.10238206546874395,-0.13422893538788583,0.29827252892844475,0.7794117647058824,3.0,17,148,213,0.0,1.0
main_N12_cap15_sub40_theme60,main,12,0.15,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.4373853790069444,-0.35309706936922625,1.29651573338024,1223,42804.431984792944,0.07308117348458208,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme60.csv,True,False,0.10799273694401346,-0.09657016695064202,0.30740063145975066,0.7784313725490195,3.0,17,148,217,0.0,1.0
main_N12_cap15_sub40_theme70,main,12,0.15,0.4,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.43849033646543667,-0.3913053793222002,1.2651159867441113,1216,42979.28860213518,0.04561055451972282,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub40_theme70.csv,True,False,0.10909769440250572,-0.134778476903616,0.3116997884356409,0.7794117647058824,3.0,17,148,213,0.0,1.0
main_N12_cap15_sub50_theme60,main,12,0.15,0.5,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.43890592792419425,-0.3527944060783932,1.2904312708842323,1221,42764.665151985886,0.06955197039326702,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme60.csv,True,False,0.1095132858612633,-0.09626750365980896,0.30757689950765404,0.7784313725490195,3.0,17,148,217,0.0,1.0
main_N12_cap15_sub50_theme70,main,12,0.15,0.5,0.7,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.44153517309681045,-0.39130382416879905,1.264910465140754,1217,43087.68761011124,0.042330079868749294,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N12_cap15_sub50_theme70.csv,True,False,0.1121425310338795,-0.13477692175021483,0.3126578302174336,0.7794117647058824,3.0,17,148,213,0.0,1.0
main_N15_cap12_sub40_theme60,main,15,0.12,0.4,0.6,none,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.4129746513522159,-0.39296982052055107,1.2528964497809227,1519,40666.862695324424,0.06881255016429245,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60.csv,True,False,0.08358200928928494,-0.13644291810196685,0.3133965686647984,0.7764705882352939,3.0,20,189,271,0.0,1.0
main_N15_cap12_sub40_theme60_risk,main,15,0.12,0.4,0.6,benchmark_guard,completed,broker_ledger_next_close,2019-06-03,2026-07-02,0.34689706209835625,-0.3076493854022555,1.1843343788757148,1510,33107.50358526707,0.157883901956687,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/market_leader_challenger/variant_target_books/main_N15_cap12_sub40_theme60_risk.csv,True,False,0.017504420035425294,-0.05112248298367128,0.2999272166170198,0.7764705882352939,3.0,20,189,271,0.9529411764705882,0.35
