rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,weighted_forward_return,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,NOW,0.05,scout,1.3956535924462927,-0.05070289316354881,0.0,1,0,-0.0507028931635488,-0.00253514465817744,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.99,1.8981135826998616,0.7876917872036857,0.6736321020623715,nan,0.0,0.6194054215528757,0.1083333333333333,promote_monster_early,0.367066203577333,0.0,0.0
2019-04-30,ALGN,0.05,scout,1.375401684033875,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.007283404577918056,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.349073328870168,nan,1.0,0.3719100518624685,0.0135416666666666,neutral,0.5288132760354307,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.357444520980636,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.00441810190087026,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.8981135826998616,1.0,0.6111584361404439,nan,1.0,0.5901325426022884,0.1083333333333333,promote_monster_early,0.4060287679049246,0.0,0.0
2019-05-31,NOW,0.12,confirm,0.9178521913480652,0.026508967814092177,0.026508967814092177,2,0,0.0813358224960263,0.009760298699523157,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.7086151393037046,2.483845190121696,0.3690912191033306,-0.9909856875037454,nan,0.0,0.5849156034242488,0.1333333333333333,promote_monster_early,0.5259785323702689,0.0,0.0
2019-05-31,ALGN,0.025,scout,0.4816052368171512,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0009023891663563025,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.7276323943833432,0.7276323943833432,1.0,1.4552647887666863,nan,1.0,0.2996090891452762,0.0270833333333333,neutral,0.8690734369239675,0.0,0.0
2019-05-31,CDNS,0.05,scout,0.31711596477786747,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.007929234625688784,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.607384405117461,2.483845190121696,1.0,-1.003830492867401,nan,1.0,0.4301438698353452,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9842147516176691,0.04003660144604182,0.04003660144604182,1,0,0.0400366014460418,0.00200183007230209,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.3554858164583119,nan,1.0,0.5090090759239286,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9623301008325201,0.0416209371911187,0.0416209371911187,1,0,0.0416209371911187,0.002081046859555935,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3203952171013057,1.812026299704551,nan,0.0,0.3773985736201177,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SHOP,0.05,scout,0.9523305619248055,0.11342424231255666,0.11342424231255666,1,0,0.1134242423125566,0.00567121211562783,Software,Software - Application,unknown,neutral,0.35,0.35,1.1135380760486786,2.483845190121696,0.4970161441475023,-0.8184549806158441,nan,0.0,0.538461817877087,0.2416666666666667,neutral,0.5259785323702689,0.0,0.0
2019-06-28,NOW,0.12,confirm,0.8037856397510111,0.025489707329710676,0.026508967814092177,3,0,-0.0009929387042298,-0.000119152644507576,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.74,1.9632354172137696,0.3015208650820722,-1.660421451422714,nan,0.0,0.5689288999210873,0.2416666666666667,neutral,0.0516149525445256,0.0,0.0
2019-06-28,ALGN,0.025,scout,0.12017617418099219,-0.38965646952924793,0.0,3,1,-0.2588369828138545,-0.0064709245703463624,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.2489512348524553,0.9480579339842496,1.0,0.4762831694025677,nan,1.0,0.2489512348524553,0.1458333333333333,neutral,0.8208839661492223,0.0,0.0
2019-06-28,CDNS,0.12,confirm,0.821451959180686,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.005242567648842588,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.94,1.9632354172137696,1.0,-1.727056143658363,nan,1.0,0.5584180562889705,0.2416666666666667,neutral,0.1765363531881386,0.0,0.0
2019-06-28,SBAC,0.05,scout,0.6792323542066804,0.13687156635631914,0.13687156635631914,2,0,0.0931072663939329,0.004655363319696645,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,0.7611428877033503,0.7611428877033503,1.0,-0.3632795848271412,nan,1.0,0.447088103189324,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.12,confirm,0.865983660341512,0.03759356240966305,0.0416209371911187,2,0,-0.0038664495284782,-0.000463973943417384,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,0.8708170470328116,0.8708170470328116,0.0282119487236546,1.7416340940656232,nan,0.0,0.3369851561453826,0.0135416666666666,neutral,0.1619180162910035,0.0,0.0
2019-06-28,SHOP,0.12,confirm,0.7810971575526732,0.14196334932196275,0.14196334932196275,2,0,0.0256318354898856,0.003075820258786272,Software,Software - Application,unknown,neutral,0.35,0.35,0.905294166885508,1.9632354172137696,0.3415732254633917,-1.222878174503558,nan,0.0,0.4882590537840809,0.2416666666666667,neutral,0.3604320883543437,0.0,0.0
2019-06-28,ADBE,0.05,scout,1.126132941166481,0.013553656231158895,0.013553656231158895,1,0,0.0135536562311588,0.00067768281155794,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.94,1.9632354172137696,1.0,-0.0030533790443587,nan,1.0,0.5390750590400928,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,HEI,0.05,scout,1.0865302896626403,0.031221972267310383,0.031221972267310383,1,0,0.0312219722673103,0.001561098613365515,Industrials,Aerospace & Defense,unknown,neutral,0.35,0.35,1.0,1.069592884809042,0.5988064907680156,-0.2512810598659958,nan,0.0,0.5728997096965801,0.2416666666666667,neutral,0.5116169982881622,0.0,0.0
2019-07-31,NOW,0.12,confirm,0.05314706246324985,-0.01691558346943922,0.026508967814092177,4,1,-0.0413512593018312,-0.004962151116219744,Information Technology,Software - Application,structural_growth,long_duration,0.35,1.0,0.4197096218817084,1.2762159138773217,0.1806612885528417,-2.133940982099706,nan,0.0,0.4197096218817084,0.146875,neutral,0.2846848712565041,0.0,0.0
