rebalance_date,ticker,weight,period_forward_return,risk_clipped_return,weighted_forward_return,regime_state,alpha_sprint_score,rs_acceleration_score,breakout_setup_quality_score,explosion_entry_score,explosion_exit_score
2019-04-30,IPGP,0.016666666666666666,-0.2654271139717128,-0.07,-0.0011666666666666668,bull,0.9280785113133754,3.0,0.2832120167347404,0.0,0.0
2019-04-30,IR,0.016666666666666666,0.0076763407056301,0.0076763407056301,0.00012793901176050165,bull,0.6775553947929662,2.640901739433016,0.359658930714111,0.0,0.0
2019-04-30,LITE,0.016666666666666666,-0.3475774551697328,-0.07,-0.0011666666666666668,bull,0.6736092470937524,1.887289492982116,0.6056427090741544,0.0,0.0
2019-11-29,TSLA,0.016666666666666666,0.2887067585112397,0.2887067585112397,0.004811779308520662,bull,0.8966921615224073,3.0,0.4643091829909076,0.0,0.0
2019-11-29,ALGN,0.016666666666666666,0.0168511011720475,0.0168511011720475,0.0002808516862007917,bull,0.8663574106206783,3.0,0.4049226740621174,0.0,0.0
2019-11-29,CZR,0.016666666666666666,0.1271978928827852,0.1271978928827852,0.0021199648813797537,bull,0.770573252159536,2.750344904848884,0.4906626425923454,0.0,0.0
2020-06-30,ETSY,0.016666666666666666,0.1058767598952161,0.1058767598952161,0.0017646126649202682,bull,1.0224442287856161,3.0,0.7554266301421533,0.0,0.0
2020-06-30,YETI,0.016666666666666666,0.1068807341857607,0.1068807341857607,0.0017813455697626784,bull,0.9758839145492123,3.0,0.6035700233695641,0.0,0.0
2020-06-30,TWLO,0.016666666666666666,0.2515472144543602,0.2515472144543602,0.004192453574239336,bull,0.9070065841614952,3.0,0.7891912617069068,0.0,0.0
2020-07-31,YETI,0.016666666666666666,0.057171871238177,0.057171871238177,0.0009528645206362833,bull,0.9409676147959077,3.0,0.7436611727386934,0.0,0.0
2020-07-31,XYZ,0.016666666666666666,0.2652387878762321,0.2652387878762321,0.004420646464603869,bull,0.8529214100546297,3.0,0.5209973134866155,0.0,0.0
2020-07-31,TWLO,0.016666666666666666,-0.0277128341030321,-0.0277128341030321,-0.0004618805683838683,bull,0.8152394978672791,2.5594489809929613,0.7697511148859101,0.0,0.0
2020-12-31,WDC,0.016666666666666666,0.0551409515906629,0.0551409515906629,0.0009190158598443817,bull,0.9456411486314126,3.0,0.4366340274770765,0.0,0.0
2020-12-31,EEFT,0.016666666666666666,-0.1202670676852218,-0.07,-0.0011666666666666668,bull,0.7962695570331829,3.0,0.6585384648105543,0.0,0.0
2020-12-31,JLL,0.016666666666666666,0.0117473930102487,0.0117473930102487,0.00019578988350414498,bull,0.7811065990677657,3.0,0.5723044718414163,0.0,0.0
2021-03-31,INTC,0.016666666666666666,-0.1059951931171857,-0.07,-0.0011666666666666668,bull,0.7988646987109896,2.585402011610513,0.3651904601239958,0.0,0.0
2021-03-31,AWI,0.016666666666666666,0.1538717019030047,0.1538717019030047,0.0025645283650500782,bull,0.7069938865374383,2.0156294516612814,0.5915578181828512,0.0,0.0
