rebalance_date,net_return,drawdown,regime_state
2024-03-28,-0.004413520031732711,-0.01061059942815279,strong_bull
2023-08-31,-0.003666666666666667,-0.007504959029651648,bull
2021-12-31,-0.0026378397166783056,-0.0027625099867137903,bull
2019-04-30,-0.002330394321572832,-0.002330394321572782,bull
2025-07-31,-0.0022257905991625634,-0.011616885490023376,bull
2024-11-29,-0.0021950733935330166,-0.01302918618174742,bull
2023-07-31,-0.001503808464170597,-0.003852417895267579,bull
2024-04-30,-0.00025,-0.010857946778295768,neutral
2021-08-31,-0.0002356327300208368,-0.0003606032759296829,bull
2020-12-31,-0.00017686092331814008,-0.0003018388157027818,bull
