model,rebalance_date,net_return,cash_weight
cash0.00_cap0.18,2019-05-31,0.05105347889623557,5.551115123125783e-17
cash0.00_cap0.18,2019-06-28,0.01743230783727335,0.0
cash0.00_cap0.18,2019-07-31,0.01644891587843956,8.673617379884035e-19
cash0.00_cap0.18,2019-08-30,0.011360172734391594,0.0
cash0.00_cap0.18,2019-09-30,0.017767026695850854,0.0
cash0.00_cap0.18,2019-10-31,0.001653496302054541,0.0
cash0.00_cap0.18,2019-11-29,0.03258155224775014,-6.938893903907228e-18
cash0.00_cap0.18,2019-12-31,0.05885770743178426,0.0
cash0.00_cap0.18,2020-01-31,-0.038059988498125356,0.0
cash0.00_cap0.18,2020-02-28,-0.07419588315208257,1.1102230246251565e-16
cash0.00_cap0.18,2020-03-31,0.16939043426422803,-5.551115123125783e-17
cash0.00_cap0.18,2020-04-30,0.11541975600547492,0.0
cash0.00_cap0.18,2020-05-29,0.03197646173049962,0.0
cash0.00_cap0.18,2020-06-30,0.08860733865931351,0.0
cash0.00_cap0.18,2020-07-31,0.08297312220677118,0.0
cash0.00_cap0.18,2020-08-31,-0.011576138064481186,0.0
cash0.00_cap0.18,2020-09-30,-0.013554208172882122,-1.3877787807814457e-17
cash0.00_cap0.18,2020-10-30,0.08762542692123401,-5.551115123125783e-17
cash0.00_cap0.18,2020-11-30,0.05076559511307167,0.0
cash0.00_cap0.18,2020-12-31,0.008403957803675024,5.551115123125783e-17
cash0.00_cap0.18,2021-01-29,0.06495407294846359,0.0
cash0.00_cap0.18,2021-02-26,0.008072097790353205,-1.1102230246251565e-16
cash0.00_cap0.18,2021-03-31,0.053789840263733305,-1.3877787807814457e-17
cash0.00_cap0.18,2021-04-30,0.011696855797501952,0.0
cash0.00_cap0.18,2021-05-28,0.051927577165404984,0.0
cash0.00_cap0.18,2021-06-30,0.052159750438048116,0.0
cash0.00_cap0.18,2021-07-30,0.04930617852514341,0.0
cash0.00_cap0.18,2021-08-31,-0.05526433593839901,2.220446049250313e-16
cash0.00_cap0.18,2021-09-30,0.10693839403596286,0.0
cash0.00_cap0.18,2021-10-29,0.03579244046149023,0.0
cash0.00_cap0.18,2021-11-30,0.023953686710251595,0.0
cash0.00_cap0.18,2021-12-31,-0.06036517465475066,-1.1102230246251565e-16
cash0.00_cap0.18,2022-01-31,-0.009794226233722995,0.0
cash0.00_cap0.18,2022-02-28,0.040825191744572456,0.0
cash0.00_cap0.18,2022-03-31,-0.06587227828753492,0.0
cash0.00_cap0.18,2022-04-29,0.010922151864677722,-1.1102230246251565e-16
cash0.00_cap0.18,2022-05-31,-0.05500345547328697,5.551115123125783e-17
cash0.00_cap0.18,2022-06-30,0.036497906861941196,0.0
cash0.00_cap0.18,2022-07-29,-0.025667609468950896,5.551115123125783e-17
cash0.00_cap0.18,2022-08-31,-0.037029163095121755,1.3877787807814457e-17
cash0.00_cap0.18,2022-09-30,0.09490163557868915,-2.7755575615628914e-17
cash0.00_cap0.18,2022-10-31,0.009019449073433185,6.938893903907228e-18
cash0.00_cap0.18,2022-11-30,-0.03858905695367186,5.551115123125783e-17
cash0.00_cap0.18,2022-12-30,0.020415964479628006,1.3877787807814457e-17
cash0.00_cap0.18,2023-01-31,-0.020632783497949787,0.0
cash0.00_cap0.18,2023-02-28,0.034004240146206705,0.0
cash0.00_cap0.18,2023-03-31,-0.0016999569661788796,0.0
cash0.00_cap0.18,2023-04-28,0.03576211797806504,0.0
cash0.00_cap0.18,2023-05-31,0.0659200308401316,0.0
cash0.00_cap0.18,2023-06-30,0.022839295677567584,-1.3877787807814457e-17
cash0.00_cap0.18,2023-07-31,0.02410077547761465,0.0
cash0.00_cap0.18,2023-08-31,-0.061206002582293875,0.0
cash0.00_cap0.18,2023-09-29,0.0013991959057815537,0.0
cash0.00_cap0.18,2023-10-31,0.06494450680057849,-1.1102230246251565e-16
cash0.00_cap0.18,2023-11-30,0.03917597901979956,6.938893903907228e-18
cash0.00_cap0.18,2023-12-29,0.05941096348429836,0.0
cash0.00_cap0.18,2024-01-31,0.03710363805469765,-1.3877787807814457e-17
cash0.00_cap0.18,2024-02-29,0.07325888070993263,0.0
cash0.00_cap0.18,2024-03-28,-0.024401736632516473,0.0
cash0.00_cap0.18,2024-04-30,0.08797767908398413,0.0
cash0.00_cap0.18,2024-05-31,0.04328323066097058,0.0
cash0.00_cap0.18,2024-06-28,-0.02500406214661073,-2.7755575615628914e-17
cash0.00_cap0.18,2024-07-31,0.043150067396161,5.551115123125783e-17
cash0.00_cap0.18,2024-08-30,0.03993957289824478,1.3877787807814457e-17
cash0.00_cap0.18,2024-09-30,0.06022478152455275,-6.938893903907228e-18
cash0.00_cap0.18,2024-10-31,0.11493165982268339,0.0
cash0.00_cap0.18,2024-11-29,-0.036199001536676115,0.0
cash0.00_cap0.18,2024-12-31,0.015022273045582731,-2.7755575615628914e-17
cash0.00_cap0.18,2025-01-31,0.016918505010655855,1.3877787807814457e-17
cash0.00_cap0.18,2025-02-28,-0.05307753867695715,0.0
cash0.00_cap0.18,2025-03-31,-0.0013451507486139506,0.0
cash0.00_cap0.18,2025-04-30,0.06705335923343372,0.0
cash0.00_cap0.18,2025-05-30,0.05205392918844705,0.0
cash0.00_cap0.18,2025-06-30,0.013713045512166205,-5.551115123125783e-17
cash0.00_cap0.18,2025-07-31,0.00045025925549501463,-6.938893903907228e-18
cash0.00_cap0.18,2025-08-29,0.07666775155876487,1.3877787807814457e-17
cash0.00_cap0.18,2025-09-30,0.10371994704328805,0.0
cash0.00_cap0.18,2025-10-31,0.004038618199225168,-1.1102230246251565e-16
