portfolio,as_of_date,order_batch_id,client_order_id,ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,preview_status,lifecycle_status,source_orders_preview
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-MU-91583f1835e0,MU,SELL,47.0,751.0,749.1225000000001,35297.0,88.2425,35208.7575,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-BE-653dd2d76285,BE,SELL,115.0,302.489990234375,301.7337652587891,34786.348876953125,86.96587219238282,34699.38300476074,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-KO-3d2bb72de155,KO,SELL,377.0,81.4800033569336,81.27630334854126,30717.961265563965,76.79490316390991,30641.16636240005,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-LRCX-782139fc65ee,LRCX,SELL,94.0,305.3500061035156,304.58663108825687,28702.90057373047,71.75725143432618,28631.143322296142,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-AMAT-02e812757e50,AMAT,SELL,51.0,432.1600036621094,431.0796036529541,22040.160186767574,55.10040046691895,21985.05978630066,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-FTI-ad63d427c365,FTI,SELL,301.0,70.98999786376953,70.81252286911011,21367.98935699463,53.419973392486575,21314.569383602146,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-VZ-50cac3b91493,VZ,SELL,382.0,48.34999847412109,48.229123477935794,18469.699417114258,46.17424854278565,18423.525168571472,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-SCCO-9e86293e9ce9,SCCO,SELL,102.0,179.6699981689453,179.22082317352294,18326.339813232426,45.81584953308106,18280.52396369934,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-LITE-fada1ebb4ad2,LITE,SELL,17.0,946.9000244140624,944.5327743530274,16097.300415039062,40.24325103759766,16057.057164001464,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
main,2026-05-22,5d4bdd8d76ae44cd2fcb547123f397fb16890b40b108ac8db5b722f269170cfb,r1k-M-20260522-S-PR-2366529cb9f5,PR,SELL,526.0,20.440000534057617,20.388900532722477,10751.440280914308,26.87860070228577,10724.56168021202,ready,planned,/home/runner/work/r1000-quant-engine/r1000-quant-engine/outputs/account_ledger_preview/main/orders_preview.csv
