as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-07-02,AMAT,59.0,603.0399780273438,35579.35870361328,0.035811257088278065,342.9638047651811,15344.494222467594,10965.835997087303
2026-07-02,AMD,116.0,517.8200073242188,60067.120849609375,0.06045862504766211,510.1300048828125,892.040283203125,7820.788835887908
2026-07-02,APP,109.0,527.0599975585938,57449.53973388672,0.05782398311761951,613.7000122070312,-9443.761596679688,-1447.1678047180176
2026-07-02,AVT,380.0,82.18000030517578,31228.400115966797,0.031431939915626615,64.42334529475161,6747.528903961185,819.162728509903
2026-07-02,CIEN,87.0,422.4599914550781,36754.0192565918,0.03699357381873393,273.01454609978515,13001.75374591049,36459.40673153702
2026-07-02,FSLR,234.0,224.57000732421875,52549.38171386719,0.05289188695225816,303.0,-18352.618286132812,2182.1604950332644
2026-07-02,LITE,33.0,728.3200073242188,24034.56024169922,0.024191212185389607,364.230401247944,12014.957000517068,44740.41887587148
2026-07-02,LRCX,194.0,351.4100036621094,68173.54071044922,0.0686178807588275,227.51049308565095,24036.505051832937,12104.901136907794
2026-07-02,MRVL,223.0,245.2899932861328,54699.66850280762,0.05505618883453051,164.9499969482422,17915.81918334961,8521.164477844239
2026-07-02,MU,94.0,975.5599975585938,91702.63977050781,0.0923003372784766,383.3121555446324,55671.29714931237,38979.74332336677
2026-07-02,ON,311.0,91.22000122070312,28369.420379638672,0.02855432598220217,103.02999877929688,-3672.9092407226562,-3704.8312857151045
2026-07-02,ONTO,74.0,307.5799865722656,22760.919006347656,0.02290926963838201,247.6750030517578,4432.968780517578,2529.045306243896
2026-07-02,RVMD,263.0,189.24000549316406,49770.12144470215,0.050094512079838144,78.71591485081014,29067.83583893908,14058.028505238162
2026-07-02,SNDK,52.0,1745.0,90740.0,0.09133142323502154,646.5182387408088,57121.051585477944,41200.56252737607
2026-07-02,STM,729.0,68.3499984741211,49827.14888763428,0.05015191121502048,55.68721008300781,9231.172737121582,-1634.0962904453281
2026-07-02,TER,111.0,369.0899963378906,40968.98959350586,0.041236016399335204,200.48976509803228,18714.625667624277,30562.216989112098
2026-07-02,UMC,3075.0,24.540000915527344,75460.50281524658,0.07595233766968063,22.889999389648438,5073.754692077637,0.0
2026-07-02,WDC,186.0,539.0,100254.0,0.10090743338113124,151.3696309684142,72099.24863987496,45000.0367103524
