bucket_id,description,target_row_count,ticker_count,linked_mdd_position_pnl_usd,avg_weight,max_weight,tickers,research_note
weak_confirmation_weighted,Rows above 6% with confirmation below 0.50 or breakout quality below 0.60,17,13,-129268.94045066833,0.10744318598300798,0.2666616711862204,"['NVDA', 'BLD', 'ORLY', 'MA', 'MLI', 'XPO', 'NET', 'WCC', 'LOPE', 'DXCM', 'RKLB', 'ONTO']",diagnostic bucket only; convert to policy only after broker replay validates a PIT-safe rule
information_technology_loss_cluster,Information Technology MDD loss rows,14,7,-89919.39596748352,0.11963418728665023,0.285,"['DDOG', 'NVDA', 'NET', 'ON', 'ONTO', 'JBL', 'MSI']",diagnostic bucket only; convert to policy only after broker replay validates a PIT-safe rule
high_weight_market_leader,MARKET_LEADER rows above 8% target weight,11,10,-75289.40218353271,0.15500330583844535,0.285,"['DDOG', 'XPO', 'NET', 'ON', 'DXCM', 'ONTO', 'JBL', 'PCTY', 'DAL', 'TSLA']",diagnostic bucket only; convert to policy only after broker replay validates a PIT-safe rule
negative_short_rs_weighted,Rows above 4% where 1m absolute or benchmark-relative return is negative,6,6,-70801.71354866028,0.09275244215190431,0.2,"['NVDA', 'BLD', 'ORLY', 'JBL', 'TXRH', 'CHE']",diagnostic bucket only; convert to policy only after broker replay validates a PIT-safe rule
qqq_underperforms_spy_weighted,Rows above 6% where QQQ one-month return is below SPY,12,10,-69592.93227386475,0.11711761633428931,0.285,"['BLD', 'ORLY', 'MA', 'XPO', 'LOPE', 'JBL', 'MSI', 'TXRH', 'DAL', 'CHE']",diagnostic bucket only; convert to policy only after broker replay validates a PIT-safe rule
high_vol_weighted,Rows above 6% with ATR14 at or above 6%,2,2,-3666.3372459411657,0.09499999999999995,0.1139999999999999,"['RKLB', 'TXRH']",diagnostic bucket only; convert to policy only after broker replay validates a PIT-safe rule
