rebalance_date,ticker,Name,sector,portfolio_sleeve_label,forward_return,selected_flag,monster_score,score_proxy,portfolio_candidate_gate_label,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score
2026-03-31,BE,Bloom Energy,Industrials,future_winner,1.101702365755981,False,0.325751698112778,2.916088442201305,future_relaxed,0.346875,0.0
2026-03-31,ALAB,Astera Labs,Information Technology,unassigned,0.7622515721691265,False,0.1912932916946956,-2.309415116734778,rejected,0.5256250000000001,0.0
2026-03-31,RVMD,REVOLUTION MEDICINES INC,Health Care,unassigned,0.4543427856793471,False,0.2641910358603617,-0.0514994077517023,rejected,0.471875,0.0
2026-03-31,HIMX,Himax Technologies,Information Technology,unassigned,0.4543179247091413,False,0.1305504496888744,-1.9908331380388968,rejected,0.5229166666666667,0.0
2026-03-31,MCHP,MICROCHIP TECHNOLOGY INC,Information Technology,unassigned,0.431590235034301,False,0.2316433268769606,-2.799609287181359,rejected,0.4958333333333334,0.0
2026-03-31,MPWR,MONOLITHIC POWER SYSTEMS INC,Information Technology,unassigned,0.4213582181183284,False,0.3679804279762834,0.2131172992253673,rejected,0.146875,0.0
2026-03-31,ONTO,Onto Innovation,Information Technology,unassigned,0.3853184965349197,False,0.3141534010717097,-2.134377619660333,rejected,0.4302083333333333,0.0
2026-03-31,FLEX,FLEX LTD,Information Technology,future_winner,0.3657553151847292,False,0.4228264151930663,0.0752224674748532,future_relaxed,0.1333333333333333,0.0
2026-03-31,UNH,UNITEDHEALTH GROUP INC,Health Care,core_compounder,0.3564786223918965,False,0.1885195914837212,2.638923414809963,core_strict,0.1729166666666667,0.0
2026-03-31,SNX,TD SYNNEX CORP,Information Technology,future_winner,0.3413658888837256,False,0.4866306441072573,1.3672433887564088,future_relaxed,0.1333333333333333,0.0
2026-03-31,ARW,ARROW ELECTRONICS INC,Information Technology,unassigned,0.3402768039373378,False,0.3344025149202252,-0.8875854354679433,rejected,0.0135416666666666,0.0
2026-03-31,AVT,AVNET INC,Information Technology,unassigned,0.3290790729410773,False,0.4335880205124822,-0.1306941758780666,rejected,0.0,0.0
2026-03-31,URI,UNITED RENTALS INC,Industrials,unassigned,0.32717580114545,False,0.192002267869538,1.5195639584256075,rejected,0.314375,0.0
2026-03-31,PWR,QUANTA SERVICES INC,Industrials,unassigned,0.3252525247614906,False,0.4240277975929182,1.8615779019327088,rejected,0.1333333333333333,0.0
2026-03-31,GOOGL,ALPHABET INC CLASS A,Communication,core_compounder,0.3121647974422483,False,0.309368803032106,5.72768367143717,core_strict,0.1875,0.7002710557120735
2026-03-31,GOOG,ALPHABET INC CLASS C,Communication,core_compounder,0.3034691932753564,False,0.3044895824551592,5.632457143777581,core_strict,0.1875,0.7018120439850369
2026-03-31,SBAC,SBA COMMUNICATIONS REIT CORP CLASS,Real Estate,unassigned,0.3010607375441854,False,0.1676765365864525,-1.0898274760532,rejected,0.1864583333333333,0.0
2026-03-31,LSCC,LATTICE SEMICONDUCTOR CORP,Information Technology,unassigned,0.28600229213787,False,0.3586348064306924,-2.8885320428834214,rejected,0.5499999999999999,0.0
2026-03-31,SAIA,SAIA INC,Industrials,unassigned,0.2765460643996418,False,0.2800156341902899,-2.2533989161380004,rejected,0.2302083333333333,0.0
2026-03-31,ELV,ELEVANCE HEALTH INC,Health Care,unassigned,0.2765085712993436,False,0.1804850026664632,0.5168273971590582,rejected,0.1823958333333333,0.0
2026-03-31,RKLB,ROCKET LAB CORP,Industrials,future_winner,0.2752671569358302,False,0.2745731594847699,0.7956517650786317,future_relaxed,0.265625,0.0
2026-03-31,UI,UBIQUITI INC,Information Technology,future_winner,0.2643899430309879,False,0.5016575956596261,0.2125535563588887,future_relaxed,0.4583333333333333,0.0
2026-03-31,BEN,FRANKLIN RESOURCES INC,Financials,early_scout,0.2638655835276879,False,0.2303614169013331,-0.0765762247342871,early_relaxed,0.2791666666666667,0.0
2026-03-31,AMZN,AMAZON.COM INC,Consumer Discretionary,core_compounder,0.2620223507467989,False,0.2188141434945736,4.172310242253645,core_strict,0.3103125,0.0
2026-03-31,VMI,VALMONT INDS INC,Industrials,unassigned,0.2579440485178081,False,0.2607980861723887,-1.3208168856130649,rejected,0.265625,0.0
2026-03-31,STLD,STEEL DYNAMICS INC,Materials,unassigned,0.256141123798864,False,0.3850539541668358,0.01346358801295,rejected,0.146875,0.0
2026-03-31,JBL,JABIL INC,Information Technology,future_winner,0.2481481084792178,False,0.460998867530992,1.5426417861712785,future_relaxed,0.1333333333333333,0.0
2026-03-31,BLD,TOPBUILD CORP,Consumer Discretionary,unassigned,0.2479581173612584,False,0.1583632784533346,-1.958069668176729,rejected,0.30625,0.0
2026-03-31,ADI,ANALOG DEVICES INC,Information Technology,future_winner,0.2478314969398984,False,0.3737988907406203,2.10968395550856,future_relaxed,0.146875,0.0
2026-03-31,R,RYDER SYSTEM INC,Industrials,unassigned,0.2475435188294155,False,0.3137232616214915,-0.7756147767668271,rejected,0.1333333333333333,0.0
