factor,months,avg_top_minus_bottom_return,positive_spread_month_share
industry_group_strength_score,83,0.003142094301576511,0.5180722891566265
portfolio_future_winner_engine_score,83,0.0029798682310280124,0.5662650602409639
portfolio_early_scout_engine_score,83,0.0028698114539141275,0.5662650602409639
leader_onset_score,83,0.0015140584505674939,0.5301204819277109
oneil_leadership_score,83,0.0007348995762704368,0.5301204819277109
portfolio_monster_early_score,83,-0.002612264217249734,0.5421686746987951
score,83,-0.004740729766246138,0.39759036144578314
rs_acceleration_score,83,-0.006469688338833,0.4578313253012048
