rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.13066138931060134,-0.2714813056364457,bear
2021-12-31,-0.09900445748904166,-0.10966886797816655,bull
2020-02-28,-0.09004277128466422,-0.14507801080244198,bear
2026-02-27,-0.08865665624570628,-0.08865665624570629,neutral
2023-08-31,-0.08189526712262539,-0.13474846559950493,bull
2025-02-28,-0.06956737614576533,-0.13061895048691208,neutral
2024-11-29,-0.06538121186577252,-0.0653812118657725,bull
2021-02-26,-0.06470409656113603,-0.06585521427977914,neutral
2022-03-31,-0.0646264461524686,-0.17675942040054338,neutral
2022-11-30,-0.06005887740329446,-0.2441199747522873,neutral
