rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-04-30,3,0.5,-0.07192881296628165,0.0025,0.5,-0.07442881296628165,0.0,3,"NOW,AMZN,MU",0.9255711870337183,-0.07442881296628168
2019-05-31,3,0.5,0.0741811239955306,0.005,1.0,0.0691811239955306,0.0,3,"V,TGT,KO",0.9896032420905885,-0.010396757909411525
2019-06-28,3,0.5,0.014316043611794223,0.005,1.0,0.009316043611794222,0.0,3,"AMZN,HD,AAPL",0.9988224290522774,-0.0011775709477226393
2019-07-31,3,0.5,-0.01878613354156956,0.005,1.0,-0.02378613354156956,0.0,3,"GOOG,GOOGL,INTC",0.975064305370525,-0.02493569462947498
2019-08-30,3,0.5,-0.02744418739117712,0.003718861688259734,0.7437723376519467,-0.031163049079436855,0.0,3,"ABT,CRM,GOOG",0.9446783285666563,-0.055321671433343655
2019-09-30,3,0.5,0.05285307149959538,0.0038031688847152798,0.7606337769430559,0.0490499026148801,0.0,3,"INTC,NRG,GOOG",0.9910147085852385,-0.008985291414761454
2019-10-31,3,0.5,0.005328591409762714,0.0038031688847152798,0.7606337769430559,0.0015254225250474342,1.1102230246251565e-16,3,"GOOG,CRM,GOOGL",0.9925264247443677,-0.007473575255632303
2019-11-29,3,0.5,-0.03566593276546623,0.0024999999999999996,0.4999999999999999,-0.03816593276546623,0.0,3,"XYZ,CRM,GOOG",0.9546457279496257,-0.045354272050374345
2019-12-31,3,0.5,0.02243467545910048,0.005,1.0,0.01743467545910048,0.0,3,"AVGO,V,PLNT",0.971289666394844,-0.028710333605155958
2020-01-31,3,0.5,0.008622049689716726,0.005,1.0,0.003622049689716726,0.0,3,"XYZ,AMZN,PYPL",0.9748077258296346,-0.025192274170365403
2020-02-28,3,0.5,-0.2344128657428292,0.005,1.0,-0.23941286574282922,0.0,3,"ETSY,CSGP,HUBS",0.7414262146405116,-0.2585737853594884
2020-03-31,3,0.5,0.2346836199756017,0.005,1.0,0.2296836199756017,0.0,3,"AMZN,VEEV,MOH",0.9117196715639517,-0.08828032843604827
2020-04-30,3,0.5,0.038308646622147904,0.0025,0.5,0.0358086466221479,0.0,3,"AMZN,ABT,COST",0.944367119101446,-0.055632880898554005
2020-05-29,3,0.5,-0.02825725332455001,0.0028210075124512728,0.5642015024902546,-0.031078260837001284,0.0,3,"COST,ABT,GOOGL",0.9150178314481238,-0.08498216855187624
2020-06-30,3,0.5,0.13327920640373975,0.005,1.0,0.12827920640373974,0.0,3,"MELI,NOW,AMZN",1.03239559271156,0.0
2020-07-31,3,0.5,0.10474927564224386,0.005,1.0,0.09974927564224385,0.0,3,"MA,CMCSA,AVGO",1.135376305260783,0.0
2020-08-31,3,0.5,-0.04063426566038649,0.005,1.0,-0.04563426566038649,0.0,3,"AMZN,SE,JD",1.0835642413220044,-0.04563426566038653
2020-09-30,3,0.5,-0.091095397491985,0.005,1.0,-0.09609539749198501,0.0,3,"MA,CMCSA,APH",0.9794387048440651,-0.1373444202544819
2020-10-30,3,0.5,0.19095676383078872,0.005,1.0,0.1859567638307887,0.0,3,"COST,MU,ADI",1.1615719567674865,0.0
2020-11-30,3,0.5,0.044063138715645184,0.005,1.0,0.039063138715645186,0.0,3,"CSCO,COR,BURL",1.2069466032428984,0.0
2020-12-31,3,0.5,0.022307341517849886,0.0026449920858102067,0.5289984171620413,0.019662349432039677,0.0,3,"CSCO,CIEN,AZO",1.2306780091016736,0.0
2021-01-29,3,0.5,0.04225534035429641,0.0025,0.5,0.039755340354296405,0.0,3,"INTC,CSCO,CIEN",1.2796040322200586,0.0
