rebalance_date,target_n,single_name_cap,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers
2019-04-30,3,0.5,-0.07192881296628165,0.0025,0.5,-0.07442881296628165,0.0,3,"NOW,AMZN,MU"
2019-05-31,3,0.5,0.0741811239955306,0.005,1.0,0.0691811239955306,0.0,3,"V,TGT,KO"
2019-06-28,3,0.5,0.014316043611794223,0.005,1.0,0.009316043611794222,0.0,3,"AMZN,HD,AAPL"
2019-07-31,3,0.5,-0.01878613354156956,0.005,1.0,-0.02378613354156956,0.0,3,"GOOG,GOOGL,INTC"
2019-08-30,3,0.5,-0.02744418739117712,0.003718861688259734,0.7437723376519467,-0.031163049079436855,0.0,3,"ABT,CRM,GOOG"
2019-09-30,3,0.5,0.05285307149959538,0.0038031688847152798,0.7606337769430559,0.0490499026148801,0.0,3,"INTC,NRG,GOOG"
2019-10-31,3,0.5,0.005328591409762714,0.0038031688847152798,0.7606337769430559,0.0015254225250474342,1.1102230246251565e-16,3,"GOOG,CRM,GOOGL"
2019-11-29,3,0.5,-0.03566593276546623,0.0024999999999999996,0.4999999999999999,-0.03816593276546623,0.0,3,"XYZ,CRM,GOOG"
2019-12-31,3,0.5,0.02243467545910048,0.005,1.0,0.01743467545910048,0.0,3,"AVGO,V,PLNT"
2020-01-31,3,0.5,0.008622049689716726,0.005,1.0,0.003622049689716726,0.0,3,"XYZ,AMZN,PYPL"
2020-02-28,3,0.5,-0.2344128657428292,0.005,1.0,-0.23941286574282922,0.0,3,"ETSY,CSGP,HUBS"
2020-03-31,3,0.5,0.2346836199756017,0.005,1.0,0.2296836199756017,0.0,3,"AMZN,VEEV,MOH"
2020-04-30,3,0.5,0.038308646622147904,0.0025,0.5,0.0358086466221479,0.0,3,"AMZN,ABT,COST"
2020-05-29,3,0.5,-0.02825725332455001,0.0028210075124512728,0.5642015024902546,-0.031078260837001284,0.0,3,"COST,ABT,GOOGL"
2020-06-30,3,0.5,0.13327920640373975,0.005,1.0,0.12827920640373974,0.0,3,"MELI,NOW,AMZN"
2020-07-31,3,0.5,0.10474927564224386,0.005,1.0,0.09974927564224385,0.0,3,"MA,CMCSA,AVGO"
2020-08-31,3,0.5,-0.04063426566038649,0.005,1.0,-0.04563426566038649,0.0,3,"AMZN,SE,JD"
2020-09-30,3,0.5,-0.091095397491985,0.005,1.0,-0.09609539749198501,0.0,3,"MA,CMCSA,APH"
2020-10-30,3,0.5,0.19095676383078872,0.005,1.0,0.1859567638307887,0.0,3,"COST,MU,ADI"
2020-11-30,3,0.5,0.044063138715645184,0.005,1.0,0.039063138715645186,0.0,3,"CSCO,COR,BURL"
2020-12-31,3,0.5,0.022307341517849886,0.0026449920858102067,0.5289984171620413,0.019662349432039677,0.0,3,"CSCO,CIEN,AZO"
2021-01-29,3,0.5,0.04225534035429641,0.0025,0.5,0.039755340354296405,0.0,3,"INTC,CSCO,CIEN"
2021-02-26,3,0.5,-0.07217178167907945,0.005,1.0,-0.07717178167907945,0.0,3,"DXCM,MSFT,V"
2021-03-31,3,0.5,0.07356402118128581,0.002819435525892301,0.5638871051784602,0.07074458565539352,0.0,3,"MSFT,SPGI,MCO"
2021-04-30,3,0.5,-0.05733514060693294,0.005,1.0,-0.06233514060693294,0.0,3,"DXCM,MA,AMZN"
2021-05-28,3,0.5,0.02486618547280645,0.005,1.0,0.019866185472806448,0.0,3,"HD,DHR,V"
2021-06-30,3,0.5,0.06637568448709219,0.004077805140635798,0.8155610281271595,0.06229787934645639,0.0,3,"AAPL,NOW,HD"
2021-07-30,3,0.5,0.03408646598698491,0.003422194859364202,0.6844389718728404,0.030664271127620706,0.0,3,"NOW,TWLO,AVGO"
2021-08-31,3,0.5,-0.0010322929574721057,0.005,1.0,-0.006032292957472106,0.0,3,"TSLA,PYPL,HD"
2021-09-30,3,0.5,0.26537528835670493,0.0025,0.5,0.26287528835670493,0.0,3,"TSLA,LOW,MTCH"
2021-10-29,3,0.5,-0.004092655731256896,0.005,1.0,-0.009092655731256897,0.0,3,"DOCU,AAPL,ABT"
2021-11-30,3,0.5,0.04424340083566283,0.005,1.0,0.039243400835662835,0.0,3,"MU,ADI,PG"
2021-12-31,3,0.5,-0.14471281037399855,0.005,1.0,-0.14971281037399856,1.1102230246251565e-16,3,"DG,SBUX,BIO"
2022-01-31,3,0.5,-0.0846180894506404,0.005,1.0,-0.0896180894506404,0.0,3,"MA,V,SJM"
2022-02-28,3,0.5,-0.0010305819772140502,0.005,1.0,-0.00603058197721405,0.0,3,"LAD,KO,UNP"
2022-03-31,3,0.5,-0.13296746325828035,0.005,1.0,-0.13796746325828035,0.0,3,"FCX,AM,URI"
2022-04-29,3,0.5,-0.009213597843973914,0.005,1.0,-0.014213597843973913,0.0,3,"KO,GTLS,DG"
2022-05-31,3,0.5,-0.1981407915655335,0.0043904624316326215,0.8780924863265243,-0.20253125399716612,0.0,3,"DAR,VLO,GTLS"
2022-06-30,3,0.5,0.12752343524146997,0.005,1.0,0.12252343524146997,0.0,3,"VICI,AMGN,ENPH"
2022-07-29,3,0.5,0.09565260740696516,0.005,1.0,0.09065260740696515,0.0,3,"ALB,NEE,DHR"
2022-08-31,3,0.5,-0.025034866123945454,0.003389149272916485,0.677829854583297,-0.02842401539686194,0.0,3,"DKS,NEE,ANET"
2022-09-30,3,0.5,0.0327102416649444,0.00375,0.75,0.0289602416649444,0.5,1,BJ
2022-10-31,3,0.5,-0.07795054747087417,0.00375,0.75,-0.08170054747087417,0.0,3,"WCC,DAR,AFG"
2022-11-30,3,0.5,-0.07942423878371332,0.005,1.0,-0.08442423878371333,0.0,3,"JBL,COST,CSCO"
2022-12-30,3,0.5,0.03155785311009833,0.005,1.0,0.02655785311009833,0.0,3,"AVGO,PG,ORCL"
2023-01-31,3,0.5,0.04237135563183092,0.005,1.0,0.03737135563183092,0.0,3,"AMAT,MA,ADI"
2023-02-28,3,0.5,0.08199585395271058,0.005,1.0,0.07699585395271058,0.0,3,"FTNT,AAPL,KBR"
2023-03-31,3,0.5,-0.009502069459812714,0.003168266382378628,0.6336532764757257,-0.012670335842191342,0.0,3,"AVGO,AAPL,QCOM"
2023-04-28,3,0.5,-0.10033382302823826,0.005,1.0,-0.10533382302823827,0.0,3,"AZO,KO,TRGP"
2023-05-31,3,0.5,0.0811562941932058,0.005,1.0,0.0761562941932058,0.0,3,"AVGO,MCK,ACN"
2023-06-30,3,0.5,0.0377171180871619,0.005,1.0,0.0327171180871619,0.0,3,"LOW,TRGP,MA"
2023-07-31,3,0.5,0.01892023710716815,0.005,1.0,0.013920237107168148,0.0,3,"LNG,MTDR,QCOM"
2023-08-31,3,0.5,-0.019674758446935513,0.0029452112743991476,0.5890422548798295,-0.022619969721334662,0.0,3,"FANG,LNG,DINO"
2023-09-29,3,0.5,0.020529993180293332,0.00046918004139646474,0.09383600827929295,0.020060813138896866,0.0,3,"FANG,LNG,UNH"
2023-10-31,3,0.5,0.08629910940455204,0.005,1.0,0.08129910940455204,1.1102230246251565e-16,3,"ORLY,STLD,CTAS"
2023-11-30,3,0.5,0.043136360454000044,0.005,1.0,0.03813636045400005,0.0,3,"V,COST,AZO"
2023-12-29,3,0.5,0.027875059455813336,0.0025,0.5,0.025375059455813337,0.0,3,"V,ADI,ELV"
2024-01-31,3,0.5,0.02551390132397511,0.0025,0.5,0.02301390132397511,0.0,3,"ELV,ADI,HEI"
2024-02-29,3,0.5,-0.008218741716853509,0.005,1.0,-0.01321874171685351,0.0,3,"FTNT,TMO,KO"
2024-03-28,3,0.5,0.0017156173612790666,0.005,1.0,-0.0032843826387209335,0.0,3,"PG,MRSH,FSLR"
2024-04-30,3,0.5,0.22272883628952736,0.004170571356748435,0.8341142713496871,0.2185582649327789,0.0,3,"CHRD,FSLR,NOC"
2024-05-31,3,0.5,0.07984277141710745,0.005,1.0,0.07484277141710745,0.0,3,"AAPL,MRSH,KO"
2024-06-28,3,0.5,-0.0673874572416402,0.005,1.0,-0.07238745724164021,0.0,3,"ANET,ACLS,TMUS"
2024-07-31,3,0.5,0.0062278865929985515,0.005,1.0,0.0012278865929985514,0.0,3,"LNG,HD,MRSH"
2024-08-30,3,0.5,0.040176176396659755,0.005,1.0,0.03517617639665976,0.0,3,"BLDR,MA,ADBE"
2024-09-30,3,0.5,-0.03769510463003374,0.0011404344620393736,0.22808689240787472,-0.038835539092073115,0.0,3,"BLDR,MA,CSCO"
2024-10-31,3,0.5,0.11255407120790437,0.005,1.0,0.10755407120790436,0.0,3,"PANW,DECK,GOOGL"
2024-11-29,3,0.5,-0.010121798421481386,0.005,1.0,-0.015121798421481387,0.0,3,"MSFT,INTU,PG"
2024-12-31,3,0.5,0.07455966427868065,0.005,1.0,0.06955966427868064,0.0,3,"V,GOOGL,GOOG"
2025-01-31,3,0.5,0.057734654775806867,0.005,1.0,0.05273465477580687,0.0,3,"COST,MCK,DKNG"
2025-02-28,3,0.5,-0.08448901570342417,0.005,1.0,-0.08948901570342417,0.0,3,"UBER,PANW,AAPL"
2025-03-31,3,0.5,-0.07063747440555544,0.005,1.0,-0.07563747440555545,0.0,3,"AMGN,MRSH,PG"
2025-04-30,3,0.5,0.045610229255394756,0.005,1.0,0.04061022925539476,0.0,3,"COST,MA,PANW"
2025-05-30,3,0.5,0.197040177249041,0.005,1.0,0.192040177249041,0.0,3,"NVDA,COIN,DASH"
2025-06-30,3,0.5,0.11845008991077217,0.005,1.0,0.11345008991077217,0.0,3,"ANET,WMT,AMZN"
2025-07-31,3,0.5,0.06553530196730145,0.0042985118398644875,0.8597023679728975,0.06123679012743696,0.0,3,"AMZN,GOOGL,GOOG"
2025-08-29,3,0.5,0.04271387351481603,0.00352507236284584,0.7050144725691679,0.03918880115197019,0.0,3,"PDD,AMZN,MSI"
2025-09-30,3,0.5,0.14912961848295928,0.005,1.0,0.14412961848295927,0.0,3,"NVDA,WDC,LRCX"
2025-10-31,3,0.5,-0.03562643413961038,0.002821558740821142,0.5643117481642284,-0.03844799288043152,0.0,3,"LRCX,MU,NVDA"
2025-11-28,3,0.5,-0.03654220017794688,0.005,1.0,-0.04154220017794688,0.0,3,"ATO,FICO,AEE"
2025-12-31,3,0.5,-0.043735255263417885,0.005,1.0,-0.04873525526341788,0.0,3,"V,MA,DIS"
2026-01-30,3,0.5,0.07728172708464869,0.005,1.0,0.07228172708464868,0.0,3,"CME,CMCSA,PBA"
2026-02-27,3,0.5,-0.03868927364185155,0.005,1.0,-0.043689273641851545,0.0,3,"COST,DRS,PG"
2026-03-31,3,0.5,-0.04201938010353512,0.0010316691895926034,0.20633383791852067,-0.043051049293127724,0.0,3,"COST,DRS,NFG"
