rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.23941286574282922,-0.2585737853594884,
2022-05-31,-0.20253125399716612,-0.47858630830773874,
2021-12-31,-0.14971281037399856,-0.14971281037399853,
2022-03-31,-0.13796746325828035,-0.3367367473416686,
2023-04-28,-0.10533382302823827,-0.45640783937321516,
2020-09-30,-0.09609539749198501,-0.1373444202544819,
2022-01-31,-0.0896180894506404,-0.2259139237926352,
2025-02-28,-0.08948901570342417,-0.08948901570342416,
2022-11-30,-0.08442423878371333,-0.46344003204513495,
2022-10-31,-0.08170054747087417,-0.4139644247002806,
