ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
AMD,17728.90045928955,0.1344051686687142,6337.439826965332,0.0648673577726086,-11391.460632324219
NOW,15024.23973083496,0.1139007734731785,6898.36799621582,0.0706087816335005,-8125.871734619139
PENN,8384.599655151367,0.0635647728666542,659.919997215271,0.0067546624077628,-7724.679657936096
FTNT,6913.600044250488,0.052412927817451,0.0,0.0,-6913.600044250488
STM,7441.493804931641,0.0564149611136746,1466.795954704285,0.015013503965493,-5974.697850227356
UI,5953.999435424805,0.0451380670904713,0.0,0.0,-5953.999435424805
PCTY,6887.579803466797,0.0522156648873915,1567.7999877929688,0.0160473385942594,-5319.779815673828
TSLA,8012.134384155273,0.0607410637660012,2889.759979248047,0.0295783628040551,-5122.374404907227
SHOP,7822.223876953125,0.0593013267777385,2829.3718872070312,0.0289602557957704,-4992.851989746094
PAYC,6642.509307861328,0.0503577526399165,1687.9125366210938,0.0172767599206225,-4954.596771240234
DXCM,8312.879791259766,0.0630210549736364,3679.8300704956055,0.0376651866120428,-4633.04972076416
QRVO,6462.879867553711,0.0489959577966406,1898.5199127197263,0.0194324480830271,-4564.359954833984
SE,7424.000110626221,0.0562823390743577,4154.039909362793,0.0425189982642189,-3269.9602012634277
RNG,7934.9306640625,0.0601557720247142,5742.630767822266,0.0587791434306512,-2192.2998962402344
