portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.34916264531196806,0.3,0.35,0.0,-0.26052335382004976,-0.25,-0.25,1.0523,1.2732143945490897,2019-07-01,2026-06-22,6.976043805612594,1753,1753,warn,True,807856.663972764,0.2635167815395388,0.1454390757963896,13,1651,36733.166469664575,13,8,5,1124,0.5685053380782918,0.10881342814025304,60.269572953736656,3.5379042407775367,0.3256801583048927,-0.14643056420631195,1.8004639358408825
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.45947898295611966,0.5,0.5,4.0521,-0.2459263129266399,-0.28,-0.25,0.0,1.4336479171600156,2019-07-01,2026-06-22,6.976043805612594,1714,1714,warn,True,1397820.3604659252,0.4131787736993311,0.05506491762162337,5,587,37075.76720150233,5,3,2,388,0.5515463917525774,0.12135802565919038,53.52835051546392,3.779197919161971,0.5019157992005256,-0.2135667694273461,1.5974555272122886
