rebalance_date,ticker,Name,sector,weight,target_weight,leader_selection_score,leader_tier,leader_state,warning_streak,exit_streak,market_leader_tape_score,sector_leadership_score,future_winner_confirmation_score,smart_money_confirmation_score,smart_money_confirmation_boost,smart_money_evidence_confidence,leader_chase_risk_score,chase_risk_weight_scale,effective_single_weight_cap,liquidity_capacity_score,liquidity_capacity_weight_cap,risk_mode,market_regime,gross_exposure_cap,risk_overlay_reason,benchmark_risk_score,selection_reason,residual_cash_reason,was_prev_holding,holding_months,portfolio_kind,variant_id,target_n,target_stock_names,weighting_mode,active_rebalance_interval_months,single_cap,subindustry_cap,theme_cap,rs_spy_1w,rs_qqq_1w,rs_smh_1w,rs_soxx_1w,rs_spy_1m,rs_spy_3m,rs_spy_6m,rs_qqq_1m,rs_qqq_3m,rs_qqq_6m,rs_smh_1m,rs_smh_3m,rs_smh_6m,rs_soxx_1m,rs_soxx_3m,rs_soxx_6m,rs_benchmark_1w,rs_benchmark_1m,rs_benchmark_3m,rs_benchmark_6m,rs_semis_1w,rs_semis_1m,rs_semis_3m,rs_semis_6m,rs_price_coverage_flag,crisis_governed_target_book,research_only,governor_mode,crisis_score,raw_crisis_score,crisis_zone,target_cash_floor,event_reason,cash_hard_gate_enabled,cash_hard_gate_allowed,cash_hard_gate_reason,liquidity_confirmation_score,market_trend_damage_score,credit_stress_score,shakeout_guard_score
2019-06-28,CASH,Cash,Cash,0.03565997655963231,0.0356599765596323,0.0,CASH,CASH,,,,,,,,,,,,,,benchmark_guard,cash,0.0,risk_on,0.0,residual_cash_from_caps,position_caps_or_liquidity_caps_left_cash,,,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,conservative,0.02122538247123869,0.02122538247123869,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-06-28,HEI,HEICO CORP,Industrials,0.30000000000000004,0.3,1.9078682335385948,DUAL_LEADER,HOLD,0.0,0.0,3.359412940519154,1.3511623621895992,0.7019475456877617,0.0223196259096383,0.0,1.0,0.1793872943260631,1.0,0.3,-0.0268166850814868,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.0471464543630837,0.0512603236827725,0.015467218938628,0.043745312800913,0.2258066571771859,0.370426907349618,0.5527826785969872,0.2223195374272044,0.369692945680067,0.5207249083433771,0.1587506793078887,0.3662416320061541,0.4777891773659151,0.2767617847023045,0.4192858111906994,0.7464132228154845,0.0492033890229281,0.2240630973021952,0.3700599265148425,0.5367537934701822,0.0296062658697705,0.2177562320050966,0.3927637215984267,0.6121012000906998,True,True,True,conservative,0.02122538247123869,0.02122538247123869,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-06-28,KBR,KBR INC,Industrials,0.10000000000000003,0.1,1.360695255611936,DUAL_LEADER,HOLD,0.0,0.0,1.861563990168117,2.13661073230178,0.6278875461729176,0.0433304838951418,0.0,1.0,0.1028245298614643,1.0,0.1,-1.024538897702504,0.1,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.0197009890493244,0.0238148583690133,-0.0119782463751312,0.0162998474871538,0.0932369298763431,0.2772399183364538,0.4871811924562585,0.0897498101263616,0.2765059566669028,0.4551234222026485,0.0261809520070459,0.2730546429929898,0.4121876912251865,0.1441920574014616,0.3260988221775351,0.6808117366747559,0.0217579237091689,0.0914933700013523,0.2768729375016783,0.4711523073294535,0.0021608005560113,0.0851865047042538,0.2995767325852625,0.5464997139499712,True,True,True,conservative,0.02122538247123869,0.02122538247123869,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-06-28,PAYC,PAYCOM SOFTWARE INC,Industrials,0.19222476844120726,0.1922247684412072,1.3131189872840212,DUAL_LEADER,HOLD,0.0,0.0,0.8188988028178992,2.0413368388422817,0.7019475456877617,0.0829520745959173,0.6689153248742437,1.0,0.094212114233331,1.0,0.3,0.3089056873328878,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,-0.0033020076458366,0.0008118616738521,-0.0349812430702923,-0.0067031492080072,0.0380500769792264,0.1655607398956791,0.6763795332152616,0.0345629572292449,0.1648267782261281,0.6443217629616516,-0.0290059008900707,0.1613754645522152,0.6013860319841895,0.089005204504345,0.2144196437367604,0.8700100774337589,-0.0012450729859922,0.0363065171042357,0.1651937590609036,0.6603506480884566,-0.0208421961391498,0.0299996518071371,0.1878975541444878,0.7356980547089742,True,True,True,conservative,0.02122538247123869,0.02122538247123869,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-06-28,RGEN,REPLIGEN CORP,Health Care,0.10000000000000003,0.1,1.5308434789511565,DUAL_LEADER,HOLD,0.0,0.0,3.153418575143099,1.1076255149411822,0.62008055091451,0.029825489744117,0.0,1.0,0.2055436767222945,1.0,0.1,-0.6325900820129235,0.1,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.0384444460013775,0.0425583153210663,0.0067652105769218,0.0350433044392068,0.1723581991894129,0.4153658973706275,0.4808287170753991,0.1688710794394314,0.4146319357010766,0.4487709468217891,0.1053022213201158,0.4111806220271636,0.405835215844327,0.2233133267145315,0.4642248012117089,0.6744592612938964,0.0405013806612219,0.1706146393144222,0.4149989165358521,0.4647998319485941,0.0209042575080643,0.1643077740173236,0.4377027116194363,0.5401472385691117,True,True,True,conservative,0.02122538247123869,0.02122538247123869,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-06-28,SHOP,Shopify,Software,0.27211525499916034,0.2721152549991603,1.4798399696251336,DUAL_LEADER,HOLD,0.0,0.0,1.3165487779541905,2.0413368388422817,0.7019475456877617,0.1400084550546261,1.7426660838586323,1.0,0.1273491489080673,1.0,0.3,0.8549520154407982,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,0.0,1.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,-0.0782877637907416,-0.0741738944710528,-0.1099669992151973,-0.0816889053529122,0.0117860599272112,0.4264421727210858,1.055357918580093,0.0082989401772297,0.4257082110515349,1.023300148326483,-0.0552699179420859,0.4222568973776219,0.9803644173490208,0.0627411874523298,0.4753010765621672,1.2489884627985903,-0.0762308291308972,0.0100425000522205,0.4260751918863104,1.039329033453288,-0.0958279522840548,0.0037356347551219,0.4487789869698946,1.1146764400738056,True,True,True,conservative,0.02122538247123869,0.02122538247123869,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-07-31,CASH,Cash,Cash,0.02803306183600761,0.0280330618360076,0.0,CASH,CASH,,,,,,,,,,,,,,benchmark_guard,cash,0.0,risk_on,0.0,residual_cash_from_caps,position_caps_or_liquidity_caps_left_cash,,,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,conservative,0.0449568869199432,0.0449568869199432,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-07-31,HEI,HEICO CORP,Industrials,0.20934561892392275,0.2093456189239227,1.1483809783057326,DUAL_LEADER,SHAKEOUT_GUARD,0.0,0.0,1.23661441276716,0.9043853175429912,0.6616436841734092,0.0223196259096383,0.0,1.0,0.0870468278854125,1.0,0.3,-0.199700021515256,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,1.0,2.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.0012480352517082,0.0075381686324016,0.0170357788674149,-0.0139167504731295,0.0068519977318446,0.2800118471892514,0.5070899294408866,-0.00137648213043,0.2860700522727224,0.4782015924117859,-0.0407438758470295,0.2893044511484177,0.4069675672671282,0.0219716146697099,0.2965301824894519,0.6192049366647934,0.0043931019420549,0.0027377578007072,0.2830409497309869,0.4926457609263363,0.0015595141971426,-0.0093861305886597,0.2929173168189348,0.5130862519659608,True,True,True,conservative,0.0449568869199432,0.0449568869199432,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-07-31,KBR,KBR INC,Industrials,0.10000000000000003,0.1,0.7100999703023714,DUAL_LEADER,HOLD,0.0,0.0,1.1257985753915396,1.577832154638394,0.1830919939189431,0.0433304838951418,0.0,1.0,0.0652574003722492,1.0,0.1,-0.9819551355161192,0.1,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,1.0,2.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.017825338212422,0.0241154715931154,0.0336130818281287,0.0026605524875842,0.042618808106648,0.1746744896368663,0.4331753593346785,0.0343903282443733,0.1807326947203373,0.4042870223055779,-0.004977065472226,0.1839670935960327,0.3330529971609202,0.0577384250445134,0.1911928249370669,0.5452903665585853,0.0209704049027687,0.0385045681755107,0.1777035921786018,0.4187311908201282,0.0181368171578564,0.0263806797861436,0.1875799592665498,0.4391716818597527,True,True,True,conservative,0.0449568869199432,0.0449568869199432,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
2019-07-31,PAYC,PAYCOM SOFTWARE INC,Industrials,0.30000000000000004,0.3,1.282689244944518,DUAL_LEADER,HOLD,0.0,0.0,1.340032045133244,1.1151018656088838,0.6616436841734092,0.0829520745959173,0.6739915754079887,1.0,0.0976486210792428,1.0,0.3,0.297396747660285,1.0,benchmark_guard,risk_on,1.0,risk_on,0.0,"DUAL_LEADER,previous_holding_priority,confirmed_by_evidence,strict_dual_benchmark",position_caps_or_liquidity_caps_left_cash,1.0,2.0,concentrated,concentrated_N5_cap30_sub70_risk,5,5,market_leader_score_power,1,0.3,0.7,1.0,0.0387616157175192,0.0450517490982126,0.0545493593332259,0.0235968299926814,0.0467627491454141,0.1721945326964962,0.5119402113065021,0.0385342692831394,0.1782527377799672,0.4830518742774015,-0.00083312443346,0.1814871366556625,0.4118178491327438,0.0618823660832794,0.1887128679966967,0.6240552185304089,0.0419066824078659,0.0426485092142767,0.1752236352382317,0.4974960427919518,0.0390730946629536,0.0305246208249097,0.1851000023261796,0.5179365338315763,True,True,True,conservative,0.0449568869199432,0.0449568869199432,normal,0.0,base_rebalance,False,True,disabled_or_no_features,0.0,0.0,0.0,0.0
