date,leader_basket_level,available_tickers,target_tickers,available_weight
2019-10-18,114.31814239455025,2,2,0.66
2019-10-21,113.86175860641805,2,2,0.66
2019-10-22,115.37559803921415,2,2,0.66
2019-10-23,114.28177354506217,2,2,0.66
2019-10-24,115.49513183063561,2,2,0.66
2019-10-25,116.33137886890525,2,2,0.66
2019-10-28,116.82234669725169,2,2,0.66
2019-10-29,116.96955526477862,2,2,0.66
2019-10-30,117.14843713895019,2,2,0.66
2019-10-31,116.96786631546965,2,2,0.66
2019-11-01,116.69114945402063,2,2,0.66
2019-11-04,115.92284717057838,2,2,0.66
2019-11-05,116.06746401408807,2,2,0.66
2019-11-06,116.6365900707915,2,2,0.66
2019-11-07,111.8611471650349,2,2,0.66
2019-11-08,112.61493993677563,2,2,0.66
2019-11-11,113.21213301894576,2,2,0.66
2019-11-12,112.60392387520137,2,2,0.66
2019-11-13,112.32259264811765,2,2,0.66
2019-11-14,112.71484239928725,2,2,0.66
2019-11-15,112.46884785922052,2,2,0.66
2019-11-18,112.72924074120507,2,2,0.66
2019-11-19,112.28565422782077,2,2,0.66
2019-11-20,111.74273582277101,2,2,0.66
2019-11-21,111.91224738363356,2,2,0.66
2019-11-22,112.46542897719975,2,2,0.66
2019-11-25,113.03137132716836,2,2,0.66
2019-11-26,113.2834030185877,2,2,0.66
2019-11-27,114.28616197166929,2,2,0.66
2019-11-29,113.92697863293193,2,2,0.66
2019-12-02,112.21735887541519,2,2,0.66
2019-12-03,110.81393765796504,2,2,0.66
2019-12-04,110.97320419006091,2,2,0.66
2019-12-05,113.5801008524071,2,2,0.66
2019-12-06,115.21372334782141,2,2,0.66
2019-12-09,113.50843185218822,2,2,0.66
2019-12-10,114.32843235015012,2,2,0.66
2019-12-11,116.01091576999464,2,2,0.66
2019-12-12,116.11905106691854,2,2,0.66
2019-12-13,117.02466808428177,2,2,0.66
2019-12-16,118.61450814308354,2,2,0.66
2019-12-17,119.07776964751824,2,2,0.66
2019-12-18,119.45605533523623,2,2,0.66
2019-12-19,119.55278876664975,2,2,0.66
2019-12-20,120.0320950012592,2,2,0.66
2019-12-23,121.74096399088712,2,2,0.66
2019-12-24,121.63733981046029,2,2,0.66
2019-12-26,123.44577708559787,2,2,0.66
2019-12-27,123.16275408996671,2,2,0.66
2019-12-30,122.79662710453286,2,2,0.66
2019-12-31,123.10047663711414,2,2,0.66
2020-01-02,127.08156465713238,2,2,0.66
2020-01-03,128.1636098257472,2,2,0.66
2020-01-06,129.29117144398958,2,2,0.66
2020-01-07,132.09487190633297,2,2,0.66
2020-01-08,135.45701144671395,2,2,0.66
2020-01-09,135.1450874955906,2,2,0.66
2020-01-10,135.32186189754776,2,2,0.66
2020-01-13,143.94179843070592,2,2,0.66
2020-01-14,144.48670141367953,2,2,0.66
2020-01-15,141.4224350828686,2,2,0.66
2020-01-16,140.38730323987394,2,2,0.66
2020-01-17,141.07250394621616,2,2,0.66
2020-01-21,144.5399311314706,2,2,0.66
2020-01-22,147.52883895436594,2,2,0.66
2020-01-23,146.79598107009213,2,2,0.66
2020-01-24,144.0472820164749,2,2,0.66
2020-01-27,140.39019967586185,2,2,0.66
2020-01-28,143.1334108016701,2,2,0.66
2020-01-29,145.5215189865012,2,2,0.66
2020-01-30,151.83260113891842,2,2,0.66
2020-01-31,149.9814249118996,2,2,0.66
2020-02-03,155.04823387799635,2,2,0.66
2020-02-04,156.57820220834438,2,2,0.66
2020-02-05,155.70660762905683,2,2,0.66
2020-02-06,157.45220806398993,2,2,0.66
2020-02-07,156.0548008952758,2,2,0.66
2020-02-10,157.3343773290925,2,2,0.66
2020-02-11,157.86511708421781,2,2,0.66
2020-02-12,160.94114747404257,2,2,0.66
2020-02-13,159.33276132611002,2,2,0.66
2020-02-14,159.38864294370543,2,2,0.66
2020-02-18,159.65550707213387,2,2,0.66
2020-02-19,160.61070741845808,2,2,0.66
2020-02-20,158.67931403648964,2,2,0.66
2020-02-21,154.96948526210087,2,2,0.66
2020-02-24,149.31175344230934,2,2,0.66
2020-02-25,147.37223720912013,2,2,0.66
2020-02-26,148.74497780539517,2,2,0.66
2020-02-27,143.41457740833349,2,2,0.66
2020-02-28,145.7951619038695,2,2,0.66
2020-03-02,150.93276453868717,2,2,0.66
2020-03-03,146.41933601349524,2,2,0.66
2020-03-04,151.45452326803323,2,2,0.66
2020-03-05,147.82166412583496,2,2,0.66
2020-03-06,142.72456353925557,2,2,0.66
2020-03-09,134.63306688553914,2,2,0.66
2020-03-10,142.37915107242463,2,2,0.66
2020-03-11,134.7534639599043,2,2,0.66
2020-03-12,123.46613831776648,2,2,0.66
2020-03-13,132.45178654941694,2,2,0.66
2020-03-16,122.16004309214613,2,2,0.66
2020-03-17,129.2557577338196,2,2,0.66
2020-03-18,125.4915428503242,2,2,0.66
2020-03-19,125.68551725064226,2,2,0.66
2020-03-20,120.63490243449094,2,2,0.66
2020-03-23,119.13156439609487,2,2,0.66
2020-03-24,126.20158498042927,2,2,0.66
2020-03-25,125.45568641322298,2,2,0.66
2020-03-26,134.82886151924632,2,2,0.66
2020-03-27,127.76437333539256,2,2,0.66
2020-03-30,131.5608783365558,2,2,0.66
2020-03-31,133.45034827194934,2,2,0.66
2020-04-01,130.62904154932818,2,2,0.66
2020-04-02,134.1355856733266,2,2,0.66
2020-04-03,132.75136998113297,2,2,0.66
2020-04-06,140.26236871593977,2,2,0.66
2020-04-07,138.89201372624535,2,2,0.66
2020-04-08,138.0938294831395,2,2,0.66
2020-04-09,138.91065811593757,2,2,0.66
2020-04-13,141.52895242163441,2,2,0.66
2020-04-14,146.15689677968916,2,2,0.66
2020-04-15,145.39030212152878,2,2,0.66
2020-04-16,152.8314836354936,2,2,0.66
2020-04-17,152.30481344975078,2,2,0.66
2020-04-20,151.5255979749786,2,2,0.66
2020-04-21,145.3402149598074,2,2,0.66
2020-04-22,150.09805727971727,2,2,0.66
2020-04-23,149.60788437588076,2,2,0.66
2020-04-24,150.33544951000388,2,2,0.66
2020-04-27,150.84374390240603,2,2,0.66
2020-04-28,144.29003264507,2,2,0.66
2020-04-29,143.88886911965434,2,2,0.66
2020-04-30,147.44691816016223,2,2,0.66
2020-05-01,138.5015337267518,2,2,0.66
2020-05-04,137.38563966089305,2,2,0.66
2020-05-05,139.90509439775676,2,2,0.66
2020-05-06,141.77189266686793,2,2,0.66
2020-05-07,144.64238472419893,2,2,0.66
2020-05-08,148.05760295474084,2,2,0.66
2020-05-11,152.0614118939604,2,2,0.66
2020-05-12,149.95004552152767,2,2,0.66
2020-05-13,151.46140884547157,2,2,0.66
2020-05-14,152.94012019280996,2,2,0.66
2020-05-15,154.14148493381282,2,2,0.66
2020-05-18,157.07340180468196,2,2,0.66
2020-05-19,158.43711362068873,2,2,0.66
2020-05-20,159.1860289363915,2,2,0.66
2020-05-21,153.3056426603463,2,2,0.66
2020-05-22,148.83930003542744,2,2,0.66
2020-05-26,151.94517629410063,2,2,0.66
2020-05-27,147.19143361787164,2,2,0.66
2020-05-28,148.99663684776215,2,2,0.66
2020-05-29,152.29244504498192,2,2,0.66
2020-06-01,150.17299562274994,2,2,0.66
2020-06-02,151.82834076567482,2,2,0.66
2020-06-03,147.28797297156765,2,2,0.66
2020-06-04,141.6628195424418,2,2,0.66
2020-06-05,142.04798401160124,2,2,0.66
2020-06-08,142.1149978705984,2,2,0.66
2020-06-09,139.69361763743305,2,2,0.66
2020-06-10,143.77670582171572,2,2,0.66
2020-06-11,136.62822776448857,2,2,0.66
2020-06-12,139.4244920788526,2,2,0.66
2020-06-15,138.12104571724115,2,2,0.66
2020-06-16,139.95846898619013,2,2,0.66
2020-06-17,141.09085150821733,2,2,0.66
2020-06-18,138.7484679163419,2,2,0.66
2020-06-19,140.0049047570823,2,2,0.66
2020-06-22,141.77121299327015,2,2,0.66
2020-06-23,142.88209789514391,2,2,0.66
2020-06-24,135.92727371082142,2,2,0.66
2020-06-25,138.56241776980198,2,2,0.66
2020-06-26,139.05676452052748,2,2,0.66
2020-06-29,140.8376323115955,2,2,0.66
2020-06-30,142.63767251548308,2,2,0.66
2020-07-01,142.83827412768892,2,2,0.66
2020-07-02,144.21453831062354,2,2,0.66
2020-07-06,145.4405786140939,2,2,0.66
2020-07-07,146.28849961091362,2,2,0.66
2020-07-08,147.46667876114276,2,2,0.66
2020-07-09,149.07342544594795,2,2,0.66
2020-07-10,150.00879613437905,2,2,0.66
2020-07-13,144.05856146774107,2,2,0.66
2020-07-14,143.97486305013717,2,2,0.66
2020-07-15,143.95900524962425,2,2,0.66
2020-07-16,142.53475445873053,2,2,0.66
2020-07-17,144.25761866183893,2,2,0.66
2020-07-20,151.24747040282418,2,2,0.66
2020-07-21,150.72384464204202,2,2,0.66
2020-07-22,150.8255651072232,2,2,0.66
2020-07-23,147.5506848294837,2,2,0.66
2020-07-24,147.80229203287635,2,2,0.66
2020-07-27,155.81909625886686,2,2,0.66
2020-07-28,152.66866562760487,2,2,0.66
2020-07-29,157.55411936215995,2,2,0.66
2020-07-30,160.29533454690687,2,2,0.66
2020-07-31,161.55022503329027,2,2,0.66
2020-08-03,164.16025221974812,2,2,0.66
2020-08-04,165.04876365608285,2,2,0.66
2020-08-05,168.21359762656385,2,2,0.66
2020-08-06,168.69476165746056,2,2,0.66
2020-08-07,168.84069471547534,2,2,0.66
2020-08-10,165.65542000869598,2,2,0.66
2020-08-11,164.37049391650254,2,2,0.66
2020-08-12,165.64218130419826,2,2,0.66
2020-08-13,168.7897684435497,2,2,0.66
2020-08-14,168.07327763494044,2,2,0.66
2020-08-17,171.71089790122429,2,2,0.66
2020-08-18,172.47146039551376,2,2,0.66
2020-08-19,172.6702491440627,2,2,0.66
2020-08-20,173.50156699851144,2,2,0.66
2020-08-21,172.45842314147723,2,2,0.66
2020-08-24,174.49960186930207,2,2,0.66
2020-08-25,175.18799938870225,2,2,0.66
2020-08-26,174.93957042077938,2,2,0.66
2020-08-27,174.65375300001648,2,2,0.66
2020-08-28,174.3729136715178,2,2,0.66
2020-08-31,173.44987937296904,2,2,0.66
2020-09-01,175.13164559386658,2,2,0.66
2020-09-02,179.54412309313892,2,2,0.66
2020-09-03,171.12508157408863,2,2,0.66
2020-09-04,166.92926789946887,2,2,0.66
2020-09-08,163.72872422982013,2,2,0.66
2020-09-09,167.40672015404013,2,2,0.66
2020-09-10,164.75466120795176,2,2,0.66
2020-09-11,165.2435940842971,2,2,0.66
2020-09-14,166.45703412047928,2,2,0.66
2020-09-15,169.13300143081707,2,2,0.66
2020-09-16,166.83645483338844,2,2,0.66
2020-09-17,164.95030770127198,2,2,0.66
2020-09-18,161.585126371666,2,2,0.66
2020-09-21,159.15598726973556,2,2,0.66
2020-09-22,161.34368133105076,2,2,0.66
2020-09-23,156.58214095278402,2,2,0.66
2020-09-24,157.05608802731695,2,2,0.66
2020-09-25,158.81493506738786,2,2,0.66
2020-09-28,161.00756697498713,2,2,0.66
2020-09-29,161.2069399108823,2,2,0.66
2020-09-30,164.1210414900324,2,2,0.66
2020-10-01,166.64433791079156,2,2,0.66
2020-10-02,166.3580031629249,2,2,0.66
2020-10-05,170.45383102787258,2,2,0.66
2020-10-06,170.03836051356478,2,2,0.66
2020-10-07,173.75466164461304,2,2,0.66
2020-10-08,174.70050158718107,2,2,0.66
2020-10-09,175.76832808911135,2,2,0.66
2020-10-12,176.98595503595595,2,2,0.66
2020-10-13,178.36760774791887,2,2,0.66
2020-10-14,175.7901834511245,2,2,0.66
2020-10-15,175.49074652292214,2,2,0.66
2020-10-16,174.87484773564802,2,2,0.66
2020-10-19,173.26138427768268,2,2,0.66
2020-10-20,173.53900325027672,2,2,0.66
2020-10-21,172.29991976397497,2,2,0.66
2020-10-22,169.9162339612943,2,2,0.66
2020-10-23,170.1696575920365,2,2,0.66
2020-10-26,166.86084986299224,2,2,0.66
2020-10-27,166.6268281170819,2,2,0.66
2020-10-28,162.32280156026886,2,2,0.66
2020-10-29,163.54484728530733,2,2,0.66
2020-10-30,169.46130471943786,2,2,0.66
2020-11-02,170.154148367986,2,2,0.66
2020-11-03,172.53701081323644,2,2,0.66
2020-11-04,182.96043206050993,2,2,0.66
2020-11-05,184.57763329187662,2,2,0.66
2020-11-06,184.34778018336556,2,2,0.66
2020-11-09,184.50170838317788,2,2,0.66
2020-11-10,182.0773709778064,2,2,0.66
2020-11-11,183.2200670480058,2,2,0.66
2020-11-12,182.8388286802755,2,2,0.66
2020-11-13,185.80310609558657,2,2,0.66
2020-11-16,186.1238128750747,2,2,0.66
2020-11-17,184.88823770669742,2,2,0.66
2020-11-18,182.56473598704278,2,2,0.66
2020-11-19,184.40070530039594,2,2,0.66
2020-11-20,182.1014748733698,2,2,0.66
2020-11-23,181.25590260598142,2,2,0.66
2020-11-24,184.93948053323703,2,2,0.66
2020-11-25,185.0848448871697,2,2,0.66
2020-11-27,187.42237229482961,2,2,0.66
2020-11-30,184.0159745487003,2,2,0.66
2020-12-01,188.1163460917958,2,2,0.66
2020-12-02,191.22906115385936,2,2,0.66
2020-12-03,191.00334992469888,2,2,0.66
2020-12-04,191.16776908538196,2,2,0.66
2020-12-07,190.37008505639153,2,2,0.66
2020-12-08,190.02281043725282,2,2,0.66
2020-12-09,186.46889590543466,2,2,0.66
2020-12-10,185.4735867212405,2,2,0.66
2020-12-11,186.18508855066082,2,2,0.66
2020-12-14,183.86853437487062,2,2,0.66
2020-12-15,184.7340006294486,2,2,0.66
2020-12-16,184.2807436748784,2,2,0.66
2020-12-17,182.6169264442958,2,2,0.66
2020-12-18,180.98494807681809,2,2,0.66
2020-12-21,181.859188756759,2,2,0.66
2020-12-22,180.27781995342514,2,2,0.66
2020-12-23,181.16195547765705,2,2,0.66
2020-12-24,181.81106874784845,2,2,0.66
2020-12-28,185.8442878663635,2,2,0.66
2020-12-29,184.08693512504277,2,2,0.66
2020-12-30,181.95574972203823,2,2,0.66
2020-12-31,183.6122188905285,2,2,0.66
2021-01-04,180.58130859589676,2,2,0.66
2021-01-05,182.55450853857735,2,2,0.66
2021-01-06,184.1251639204017,2,2,0.66
2021-01-07,189.79563668369815,2,2,0.66
2021-01-08,190.04469346552054,2,2,0.66
2021-01-11,188.84621629056966,2,2,0.66
2021-01-12,188.24439565067138,2,2,0.66
2021-01-13,187.94088897098717,2,2,0.66
2021-01-14,186.8502980982124,2,2,0.66
2021-01-15,184.99511927627208,2,2,0.66
2021-01-19,187.79746641503297,2,2,0.66
2021-01-20,193.05716832016012,2,2,0.66
2021-01-21,193.89258027504434,2,2,0.66
2021-01-22,194.05088025160012,2,2,0.66
2021-01-25,193.00678916875907,2,2,0.66
2021-01-26,192.37037154529048,2,2,0.66
2021-01-27,188.9318525597759,2,2,0.66
2021-01-28,190.67554409112685,2,2,0.66
2021-01-29,187.94565005220585,2,2,0.66
2021-02-01,194.68343634586918,2,2,0.66
2021-02-02,197.36223451490974,2,2,0.66
2021-02-03,211.84720483654618,2,2,0.66
2021-02-04,211.18309843229574,2,2,0.66
2021-02-05,214.81721033153246,2,2,0.66
2021-02-08,214.33499935471482,2,2,0.66
2021-02-09,213.38428939436994,2,2,0.66
2021-02-10,214.5622251744486,2,2,0.66
2021-02-11,214.7050708587983,2,2,0.66
2021-02-12,215.44885856643114,2,2,0.66
2021-02-16,217.16540602438283,2,2,0.66
2021-02-17,217.9008527126581,2,2,0.66
2021-02-18,216.67337959303887,2,2,0.66
2021-02-19,214.97695931165805,2,2,0.66
2021-02-22,211.34411668138682,2,2,0.66
2021-02-23,211.95159198209888,2,2,0.66
2021-02-24,214.41427916665398,2,2,0.66
2021-02-25,207.65797889724496,2,2,0.66
2021-02-26,208.86317728653555,2,2,0.66
2021-03-01,214.24523833074798,2,2,0.66
2021-03-02,210.7629303808639,2,2,0.66
2021-03-03,207.49330402300123,2,2,0.66
2021-03-04,206.3534724645586,2,2,0.66
2021-03-05,214.39738240957496,2,2,0.66
2021-03-08,212.91907408775614,2,2,0.66
2021-03-09,214.93370342196437,2,2,0.66
2021-03-10,216.2607455573595,2,2,0.66
2021-03-11,222.27334010123957,2,2,0.66
2021-03-12,220.76076671771006,2,2,0.66
2021-03-15,225.34230705063717,2,2,0.66
2021-03-16,225.70702030119222,2,2,0.66
2021-03-17,227.7827080754759,2,2,0.66
2021-03-18,222.51732387095265,2,2,0.66
2021-03-19,222.8574519444405,2,2,0.66
2021-03-22,223.97072584553484,2,2,0.66
2021-03-23,218.70404561988576,2,2,0.66
2021-03-24,215.78260143125647,2,2,0.66
2021-03-25,222.78577461012333,2,2,0.66
2021-03-26,227.15879984664457,2,2,0.66
2021-03-29,223.8998253952753,2,2,0.66
2021-03-30,225.14492718256014,2,2,0.66
2021-03-31,225.56118975419685,2,2,0.66
2021-04-01,231.0620954316409,2,2,0.66
2021-04-05,233.74688304712683,2,2,0.66
2021-04-06,233.6546666666916,2,2,0.66
2021-04-07,231.61574692650845,2,2,0.66
2021-04-08,235.6722371620984,2,2,0.66
2021-04-09,238.10039921809002,2,2,0.66
2021-04-12,238.16476080285386,2,2,0.66
2021-04-13,239.82978580672656,2,2,0.66
2021-04-14,239.45772229406379,2,2,0.66
2021-04-15,242.71139844268023,2,2,0.66
2021-04-16,244.1321048251119,2,2,0.66
2021-04-19,242.47327258828798,2,2,0.66
2021-04-20,244.4248684122512,2,2,0.66
2021-04-21,244.62874018841663,2,2,0.66
2021-04-22,244.94332644193221,2,2,0.66
2021-04-23,248.06177944749882,2,2,0.66
2021-04-26,245.2718704052845,2,2,0.66
2021-04-27,246.2841834805494,2,2,0.66
2021-04-28,243.00405446176558,2,2,0.66
2021-04-29,248.47110042611519,2,2,0.66
2021-04-30,248.7567590823402,2,2,0.66
2021-05-03,248.4531734828135,2,2,0.66
2021-05-04,247.4321718087627,2,2,0.66
2021-05-05,247.609412050199,2,2,0.66
2021-05-06,249.15201710309364,2,2,0.66
2021-05-07,250.30329156776023,2,2,0.66
2021-05-10,247.3611375195549,2,2,0.66
2021-05-11,245.04294283484396,2,2,0.66
2021-05-12,238.81737864738125,2,2,0.66
2021-05-13,241.3753190171431,2,2,0.66
2021-05-14,244.02935439098167,2,2,0.66
2021-05-17,244.2684340267457,2,2,0.66
2021-05-18,242.19862057019438,2,2,0.66
2021-05-19,241.23886267380254,2,2,0.66
2021-05-20,244.61476830510964,2,2,0.66
2021-05-21,243.52505240813804,2,2,0.66
2021-05-24,245.08410098038783,2,2,0.66
2021-05-25,244.7315373744595,2,2,0.66
2021-05-26,245.15481258867015,2,2,0.66
2021-05-27,243.10316377347493,2,2,0.66
2021-05-28,245.68482841094612,2,2,0.66
2021-06-01,245.2825034697517,2,2,0.66
2021-06-02,250.1184265012191,2,2,0.66
2021-06-03,251.75100541937815,2,2,0.66
2021-06-04,253.7356512892758,2,2,0.66
2021-06-07,252.8833595317756,2,2,0.66
2021-06-08,255.52785707717604,2,2,0.66
2021-06-09,256.634620882876,2,2,0.66
2021-06-10,254.77521408573088,2,2,0.66
2021-06-11,257.918711867308,2,2,0.66
2021-06-14,260.35452458232885,2,2,0.66
2021-06-15,261.251016021457,2,2,0.66
2021-06-16,260.331175800051,2,2,0.66
2021-06-17,262.72462185517077,2,2,0.66
2021-06-18,256.004231108827,2,2,0.66
2021-06-21,261.3849356009643,2,2,0.66
2021-06-22,256.71645571833915,2,2,0.66
2021-06-23,255.42229603015193,2,2,0.66
2021-06-24,254.867113867503,2,2,0.66
2021-06-25,254.50210958459357,2,2,0.66
2021-06-28,253.19690811693317,2,2,0.66
2021-06-29,251.15404094682475,2,2,0.66
2021-06-30,249.31841906447934,2,2,0.66
2021-07-01,250.94219291814264,2,2,0.66
2021-07-02,254.07726771864378,2,2,0.66
2021-07-06,255.10638597707603,2,2,0.66
2021-07-07,256.18504696610796,2,2,0.66
2021-07-08,253.63871303296423,2,2,0.66
2021-07-09,256.2323688542115,2,2,0.66
2021-07-12,257.621829147478,2,2,0.66
2021-07-13,257.8140545353007,2,2,0.66
2021-07-14,256.5558988516749,2,2,0.66
2021-07-15,256.494113590562,2,2,0.66
2021-07-16,258.4394353232622,2,2,0.66
2021-07-19,257.7435843981901,2,2,0.66
2021-07-20,260.46966807521255,2,2,0.66
2021-07-21,264.56078898329486,2,2,0.66
2021-07-22,266.36326475623696,2,2,0.66
2021-07-23,270.19050371748807,2,2,0.66
2021-07-26,267.7699823399984,2,2,0.66
2021-07-27,267.38130416158634,2,2,0.66
2021-07-28,268.94564172354774,2,2,0.66
2021-07-29,271.4378852354828,2,2,0.66
2021-07-30,271.10638124531636,2,2,0.66
2021-08-02,273.6483046705692,2,2,0.66
2021-08-03,275.89191736824375,2,2,0.66
2021-08-04,277.3172163350324,2,2,0.66
2021-08-05,280.40762763516955,2,2,0.66
2021-08-06,280.87251916741,2,2,0.66
2021-08-09,280.97261282808824,2,2,0.66
2021-08-10,281.33307557903015,2,2,0.66
2021-08-11,281.1389107141003,2,2,0.66
2021-08-12,279.70752920099966,2,2,0.66
2021-08-13,279.86228515483765,2,2,0.66
2021-08-16,282.07619363443956,2,2,0.66
2021-08-17,278.99273142570405,2,2,0.66
2021-08-18,274.37134218720354,2,2,0.66
2021-08-19,276.3019872165269,2,2,0.66
2021-08-20,278.9460614436866,2,2,0.66
2021-08-23,280.06575493015526,2,2,0.66
2021-08-24,279.91638864156135,2,2,0.66
2021-08-25,281.431278956406,2,2,0.66
2021-08-26,280.54581841582626,2,2,0.66
2021-08-27,284.1106095230708,2,2,0.66
2021-08-30,284.9841924920769,2,2,0.66
2021-08-31,284.87144454190343,2,2,0.66
2021-09-01,284.5569634629682,2,2,0.66
2021-09-02,286.48428558319983,2,2,0.66
2021-09-03,285.07915453137844,2,2,0.66
2021-09-07,281.7351259310514,2,2,0.66
2021-09-08,283.3022787994513,2,2,0.66
2021-09-09,282.4611380126934,2,2,0.66
2021-09-10,282.7569646614898,2,2,0.66
2021-09-13,279.1830040342196,2,2,0.66
2021-09-14,278.5364042152481,2,2,0.66
2021-09-15,280.4980714070552,2,2,0.66
2021-09-16,279.9026324642058,2,2,0.66
2021-09-17,279.142269340172,2,2,0.66
2021-09-20,273.74512353626056,2,2,0.66
2021-09-21,272.70901406484967,2,2,0.66
2021-09-22,274.69980577225164,2,2,0.66
2021-09-23,278.48621325372284,2,2,0.66
2021-09-24,277.7076206950717,2,2,0.66
2021-09-27,274.50428882373075,2,2,0.66
2021-09-28,262.8509292111066,2,2,0.66
2021-09-29,264.0472750505457,2,2,0.66
2021-09-30,262.1880918065332,2,2,0.66
2021-10-01,257.41557163745824,2,2,0.66
2021-10-04,252.1274579664137,2,2,0.66
2021-10-05,252.93602506408772,2,2,0.66
2021-10-06,252.89530062669996,2,2,0.66
2021-10-07,254.66255217225753,2,2,0.66
2021-10-08,248.07146645680507,2,2,0.66
2021-10-11,244.61420106765138,2,2,0.66
2021-10-12,244.07473229325592,2,2,0.66
2021-10-13,245.72272534890234,2,2,0.66
2021-10-14,255.84486075610715,2,2,0.66
2021-10-15,255.84884491012107,2,2,0.66
2021-10-18,256.2435293522304,2,2,0.66
2021-10-19,255.67660379728878,2,2,0.66
2021-10-20,259.6381111373898,2,2,0.66
2021-10-21,264.64822275392993,2,2,0.66
2021-10-22,266.75977226056597,2,2,0.66
2021-10-25,266.17570625214944,2,2,0.66
