ticker,pnl_usd,contribution_return_on_start,positive_contribution_share
WDC,109703.34579467772,1.0939288764845336,0.10167104228548574
SNDK,88040.96887207031,0.8779181479395335,0.08159474995229966
STM,83400.2250289917,0.8316420415770801,0.07729379395056718
MRVL,82623.33320617676,0.8238951092230516,0.07657378490438459
RVMD,48447.09810638428,0.4830999384434829,0.044899879073900056
CIEN,35011.880432128906,0.3491279755169305,0.03244836654819736
ON,31443.80079269409,0.3135481550210306,0.029141535992838336
RKLB,27824.78008747101,0.27746036548862585,0.0257874941950481
AXON,23316.559844970703,0.2325057447421139,0.021609358627830345
LITE,20707.92041015625,0.2064931743377364,0.019191719599928672
ONTO,19782.440322875973,0.19726456435548334,0.018334001684338783
TPL,17499.712890625,0.17450189073606234,0.016218411903467334
SQM,17148.556686401367,0.17100026634006724,0.01589296679484455
MU,16600.77001953125,0.1655379019180743,0.01538528819154092
MRNA,14039.609367370607,0.13999877570073688,0.013011651625769196
UI,12840.4921875,0.12804153866437298,0.011900331887827423
GOOG,12442.757949829102,0.12407545208239139,0.011531719114865077
SN,12236.129997253418,0.12201502008395015,0.011340220130476718
DVA,12196.340110778807,0.12161824726456792,0.011303343595846074
CRS,11841.991439819336,0.11808478854734722,0.010974939767795518
XPO,11193.744352340698,0.11162066292790525,0.010374156295194439
XOM,10812.986465454102,0.10782385942663329,0.010021276891765546
PWR,10546.087646484375,0.1051624244170115,0.009773919977417599
MTSI,10037.71924591064,0.10009312712939089,0.009302773498001432
CPRT,9563.3798828125,0.09536315720196947,0.008863164504366151
GOOGL,9073.612106323242,0.09047933976146973,0.00840925674109059
ACLS,8765.280288696289,0.08740474731036646,0.008123500485975247
NTRA,8714.709514617922,0.08690047071178358,0.008076632423087223
ROKU,8560.65975189209,0.08536433266019872,0.007933861937586434
SFM,8534.280044555664,0.0851012821269676,0.007909413710226987
TLN,8459.680068969727,0.08435739353462479,0.007840275825531203
ALB,8225.696662902834,0.08202418115481425,0.007623424310201366
HUBS,7970.759948730471,0.07948202866813263,0.00738715365447084
EXP,7823.071044921875,0.07800931919475933,0.007250278295971526
JBL,7803.319839477537,0.07781236609524878,0.007231973242197878
DKS,7480.845176696777,0.07459674543213132,0.006933109658429488
NEM,7348.305278778078,0.07327509730399728,0.006810274119839563
CW,7088.045974731445,0.07067986954673965,0.0065690705857519086
KBR,7007.813720703125,0.06987981756226061,0.006494712809032495
CRUS,6883.9501953125,0.06864468761990151,0.006379918372851949
HIMX,6872.983057022095,0.06853532660468939,0.00636975423088529
EHC,6055.655735015869,0.06038518357481508,0.005612270308085833
KGC,5907.929525375363,0.058912102098869816,0.00547536037522795
GE,5803.868133544922,0.05787443309592484,0.005378918192061714
RH,5737.899871826172,0.05721661736657877,0.005317780020950141
EBAY,5622.940185546875,0.056070273838571015,0.005211237499022833
JD,5589.711013793945,0.05573892249956785,0.005180441314075776
MOS,5536.3649978637695,0.05520697202122379,0.005131001208105351
MSTR,5324.259094238283,0.05309191553713957,0.004934425359481104
BKR,5191.397216796875,0.05176705672573077,0.004811291416194118
RGLD,4813.180526733398,0.04799559327735789,0.004460767147221587
HLI,4632.964981079102,0.046198537882606056,0.00429374669556633
HII,4489.6063232421875,0.04476900832390526,0.004160884529354855
SE,4382.650234222411,0.0437024742683846,0.004061759594097435
ATI,4378.010902404785,0.043656212242316646,0.0040574599467349095
CHRW,4252.924133300781,0.0424088844803619,0.003941531830789107
UAL,4214.609733581543,0.04202682477257057,0.0039060227501336404
VKTX,4205.679080963135,0.041937770981965,0.003897745985615423
KMI,4144.7925481796265,0.041330628730118266,0.0038413174673746506
NVDA,4082.758773803711,0.04071204652904165,0.003783825706735861
EQT,3609.832244873045,0.03599616496038714,0.0033455261018101334
WING,3566.3021850585938,0.03556209625372024,0.0033051832433492064
COO,3283.9389724731445,0.03274645494700679,0.0030434942135508683
CHRD,3221.775703430176,0.03212658146393131,0.002985882439637421
LULU,3082.7894897460938,0.03074065260751494,0.0028570725742116084
OC,3071.060966491699,0.030623699289696216,0.0028462027946701924
CEG,3064.9717407226562,0.030562979355805986,0.002840559412272276
AN,3061.6600494384766,0.03052995616312646,0.002837490197726892
SWKS,3027.4519348144513,0.030188843099288352,0.0028057867465399477
BLD,2859.6003341674805,0.02851507725758346,0.002650224971614642
KLAC,2828.474262237549,0.0282046973995305,0.0026213779008854403
KNSL,2752.44873046875,0.027446593588297277,0.002550918836950336
P,2742.2393188476544,0.027344788396273908,0.0025414569421182394
TSCO,2614.733448028564,0.026073338077234717,0.0024232868472155882
NFG,2607.942943572998,0.02600562520251763,0.0024169935326348846
WDAY,2557.4998779296875,0.02550262207416364,0.002370243827574573
CRM,2409.7001037597693,0.024028807034784862,0.0022332657164644554
DPZ,2330.6867065429683,0.023240909125031278,0.0021600375538103774
WAL,2248.930145263672,0.022425657205614992,0.0020842670771787837
MA,2088.2377319335938,0.02082328063359353,0.0019353403053261084
CNC,2038.9600830078125,0.020331898691368443,0.0018896706870353461
BAC,2027.5792846679688,0.020218412782153757,0.001879123172546422
DLTR,2004.6298828125,0.019989568226813283,0.0018578540891873692
BWA,1974.6089687347412,0.019690208671548793,0.001830031258420098
TER,1917.628356933592,0.019122015092788713,0.0017772226758748558
RUN,1844.1304416656476,0.018389115915552146,0.0017091061604033219
LI,1750.7400169372559,0.017457854597517673,0.0016225536331960755
SHOP,1743.5447387695312,0.017386105440689362,0.0016158851817869842
COF,1603.7497558593732,0.01599211178001012,0.0014863257639242066
ITT,1573.3004989624023,0.015688480918564614,0.001458105952913814
FTNT,1540.4778099060059,0.015361182903152517,0.0014276864886504175
LSCC,1519.4103813171387,0.015151104821033021,0.0014081615834855917
VRSN,1480.4044799804706,0.01476214966641678,0.001372011631855071
UTHR,1416.2398681640625,0.01412231939318372,0.001312545050284919
