ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
CSX,BUY,117.0,22.684032440185547,2654.031795501709,6.635079488754273,-2660.6668749904634,97339.33312500954,117.0,2019-06-03,2019-05-31,target_rebalance,0.02660396414687,next_close,
ORLY,BUY,110.0,24.947999954223633,2744.2799949645996,6.8606999874115,-2751.140694952011,94588.19243005752,110.0,2019-06-03,2019-05-31,target_rebalance,0.0275392408719801,next_close,
DG,BUY,24.0,117.11235046386719,2810.6964111328125,7.026741027832031,-2817.7231521606445,91770.46927789687,24.0,2019-06-03,2019-05-31,target_rebalance,0.0286423897335469,next_close,
HEI,BUY,23.0,121.5122299194336,2794.7812881469727,6.986953220367432,-2801.76824136734,88968.70103652953,23.0,2019-06-03,2019-05-31,target_rebalance,0.0287552961423055,next_close,
CMS,BUY,62.0,46.31666564941406,2871.633270263672,7.17908317565918,-2878.812353439331,86089.88868309019,62.0,2019-06-03,2019-05-31,target_rebalance,0.0288,next_close,
ELS,BUY,57.0,50.220008850097656,2862.5405044555664,7.156351261138916,-2869.696855716705,83220.19182737349,57.0,2019-06-03,2019-05-31,target_rebalance,0.0288,next_close,
FDS,BUY,11.0,258.8158874511719,2846.9747619628906,7.117436904907227,-2854.092198867798,80366.09962850569,11.0,2019-06-03,2019-05-31,target_rebalance,0.0288,next_close,
SUI,BUY,28.0,102.85350036621094,2879.8980102539062,7.1997450256347655,-2887.097755279541,77479.00187322615,28.0,2019-06-03,2019-05-31,target_rebalance,0.0288988373357357,next_close,
AZO,BUY,2.0,1037.6500244140625,2075.300048828125,5.188250122070313,-2080.4882989501953,75398.51357427596,2.0,2019-06-03,2019-05-31,target_rebalance,0.0308846385445804,next_close,
SHOP,BUY,122.0,26.5,3233.0,8.0825,-3241.0825,72157.43107427596,122.0,2019-06-03,2019-05-31,target_rebalance,0.0323661747504937,next_close,
KO,BUY,82.0,40.37460708618164,3310.7177810668945,8.276794452667236,-3318.9945755195617,68838.43649875639,82.0,2019-06-03,2019-05-31,target_rebalance,0.0333842195968162,next_close,
PEG,BUY,92.0,46.92022705078125,4316.660888671875,10.791652221679687,-4327.452540893555,64510.98395786283,92.0,2019-06-03,2019-05-31,target_rebalance,0.0434849839167636,next_close,
DHR,BUY,43.0,113.2987289428711,4871.845344543457,12.179613361358642,-4884.024957904816,59626.95899995801,43.0,2019-06-03,2019-05-31,target_rebalance,0.0492539291396438,next_close,
AMT,BUY,29.0,173.3273468017578,5026.493057250977,12.566232643127442,-5039.059289894104,54587.89971006391,29.0,2019-06-03,2019-05-31,target_rebalance,0.0504,next_close,
NOW,BUY,101.0,49.67599868774414,5017.275867462158,12.543189668655396,-5029.819057130813,49558.080652933095,101.0,2019-06-03,2019-05-31,target_rebalance,0.0504,next_close,
SBUX,BUY,97.0,65.337646484375,6337.751708984375,15.844379272460937,-6353.596088256836,43204.484564676255,97.0,2019-06-03,2019-05-31,target_rebalance,0.0634243439356627,next_close,
HD,BUY,43.0,159.73707580566406,6868.694259643555,17.171735649108886,-6885.865995292664,36318.618569383594,43.0,2019-06-03,2019-05-31,target_rebalance,0.0697809909428004,next_close,
UNH,BUY,33.0,210.12002563476562,6933.960845947266,17.334902114868164,-6951.2957480621335,29367.32282132146,33.0,2019-06-03,2019-05-31,target_rebalance,0.0697809909428004,next_close,
ORLY,SELL,55.0,25.03266716003418,1376.7966938018799,3.4419917345047,1373.3547020673752,30740.677523388837,55.0,2019-06-24,2019-06-21,weekly_relative_trim,,next_close,weekly_relative_trim
ELS,SELL,3.0,51.35823059082031,154.07469177246094,0.38518672943115234,153.68950504302978,30894.367028431865,54.0,2019-07-01,2019-06-28,target_rebalance,0.0262084918628891,next_close,
KO,SELL,7.0,42.008663177490234,294.06064224243164,0.7351516056060791,293.3254906368256,31187.69251906869,75.0,2019-07-01,2019-06-28,target_rebalance,0.0300598849917517,next_close,
HEI,SELL,5.0,131.7604522705078,658.8022613525391,1.6470056533813477,657.1552556991577,31844.847774767848,18.0,2019-07-01,2019-06-28,target_rebalance,0.0217180018964629,next_close,
SHOP,SELL,29.0,30.468000411987305,883.5720119476318,2.2089300298690797,881.3630819177628,32726.21085668561,93.0,2019-07-01,2019-06-28,target_rebalance,0.0271808203341637,next_close,
AMT,SELL,7.0,168.2615203857422,1177.8306427001953,2.944576606750488,1174.886066093445,33901.096922779056,22.0,2019-07-01,2019-06-28,target_rebalance,0.034812303567901,next_close,
ORLY,SELL,53.0,24.95599937438965,1322.6679668426514,3.3066699171066283,1319.3612969255448,35220.458219704604,2.0,2019-07-01,2019-06-28,target_rebalance,0.000309160325432,next_close,
AZO,SELL,1.0,1098.7900390625,1098.7900390625,2.74697509765625,1096.0430639648437,36316.501283669444,1.0,2019-07-01,2019-06-28,target_rebalance,0.0003728404154483,next_close,
CSX,SELL,115.0,23.93512725830078,2752.53963470459,6.881349086761475,2745.6582856178284,39062.15956928727,2.0,2019-07-01,2019-06-28,target_rebalance,0.0003136197754728,next_close,
CMS,SELL,61.0,46.85296630859375,2858.0309448242188,7.145077362060547,2850.8858674621583,41913.04543674943,1.0,2019-07-01,2019-06-28,target_rebalance,0.0003311756522914,next_close,
SUI,SELL,27.0,105.32279205322266,2843.7153854370117,7.109288463592529,2836.606096973419,44749.65153372285,1.0,2019-07-01,2019-06-28,target_rebalance,0.0003318267459673,next_close,
PEG,SELL,90.0,46.53152084350586,4187.836875915527,10.469592189788818,4177.367283725738,48927.01881744859,2.0,2019-07-01,2019-06-28,target_rebalance,0.000488926142082,next_close,
UNH,SELL,32.0,216.47491455078125,6927.197265625,17.3179931640625,6909.8792724609375,55836.898089909526,1.0,2019-07-01,2019-06-28,target_rebalance,0.0007981305471976,next_close,
DG,BUY,8.0,123.34928894042969,986.7943115234375,2.466985778808594,-989.2612973022461,54847.63679260728,32.0,2019-07-01,2019-06-28,target_rebalance,0.0382380644241253,next_close,
SNPS,BUY,15.0,131.42999267578125,1971.4498901367188,4.928624725341797,-1976.3785148620605,52871.25827774522,15.0,2019-07-01,2019-06-28,target_rebalance,0.0195912702300319,next_close,
YUM,BUY,29.0,96.64903259277344,2802.8219451904297,7.007054862976075,-2809.8290000534057,50061.429277691816,29.0,2019-07-01,2019-06-28,target_rebalance,0.0271167721865353,next_close,
VEEV,BUY,20.0,163.47000122070312,3269.4000244140625,8.173500061035156,-3277.5735244750977,46783.85575321672,20.0,2019-07-01,2019-06-28,target_rebalance,0.0327172541566292,next_close,
FDS,BUY,13.0,268.02288818359375,3484.2975463867188,8.710743865966798,-3493.0082902526856,43290.84746296403,24.0,2019-07-01,2019-06-28,target_rebalance,0.0622395912280621,next_close,
ABT,BUY,52.0,74.56167602539062,3877.2071533203125,9.693017883300781,-3886.9001712036134,39403.94729176042,52.0,2019-07-01,2019-06-28,target_rebalance,0.0373723658708624,next_close,
WRB,BUY,161.0,25.609560012817383,4123.139162063599,10.307847905158997,-4133.447009968758,35270.50028179166,161.0,2019-07-01,2019-06-28,target_rebalance,0.0397589981825047,next_close,
MDT,BUY,51.0,80.60758972167969,4110.987075805664,10.277467689514161,-4121.264543495178,31149.235738296484,51.0,2019-07-01,2019-06-28,target_rebalance,0.0399507593104374,next_close,
