etf,theme,label,price_status,price_date,ret_1d,ret_5d,ret_21d,ret_63d,volume_z_20d,dollar_volume_20d,holdings,attention_score
SOXX,semiconductors_broad,iShares Semiconductor ETF,ok,2026-05-12,-0.03147762449104907,0.06889975450270658,0.3118167362546178,0.4691628011408544,3.3063783111936993,3418097140.7769775,"NVDA,AVGO,AMD,MU,INTC,QCOM,MRVL,LRCX,AMAT,KLAC,MCHP,ON,MPWR",1.7702902523507955
DRAM,memory_semiconductors,Roundhill Memory ETF,ok,2026-05-12,-0.06862749579399863,0.10823068097742605,0.5290611148626407,,2.6690440457839752,1062459368.4271812,"MU,SNDK,WDC,STX",1.6949156233650362
XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,ok,2026-05-12,-0.04255502380571585,0.06284483269135466,0.44676379459013926,0.5293284866226295,3.250496036275824,61736700.304107666,"AMD,INTC,MU,MRVL,ON,MCHP,LSCC,MPWR,TER,ALAB,CRUS,ONTO",1.629579997618239
SMH,semiconductors_broad,VanEck Semiconductor ETF,ok,2026-05-12,-0.02613176523466887,0.0737722117861177,0.26595841709766366,0.3866241388940326,3.1026371475797463,4758363245.65094,"NVDA,TSM,AVGO,ASML,AMD,MU,INTC,QCOM,LRCX,AMAT,KLAC,ARM",1.6185494564755474
ARKK,innovation_beta,ARK Innovation ETF,ok,2026-05-12,-0.02274146848162939,0.021284894416873312,0.0868538087759454,0.08234149975562932,0.7116209300880663,625434644.4692612,"TSLA,COIN,ROKU,HOOD,CRSP,PATH,PLTR",0.03992886601591242
XME,metals_mining,SPDR Metals & Mining ETF,ok,2026-05-12,-0.007547795362903731,0.039703914281234765,0.07525012401499831,0.0046839154005300365,0.055814826572423586,256790842.78583527,"MP,FCX,CLF,X,NUE,STLD,AA",-0.1567121913598501
URA,nuclear_uranium,Global X Uranium ETF,ok,2026-05-12,-0.05032327609909837,0.0027674854071995103,0.041586779537256424,0.01588782194618865,1.2423956563582181,247544695.51084518,"CCJ,UEC,UUUU,LEU,NXE,DNN",-0.24985835941836615
NLR,nuclear_power,VanEck Uranium and Nuclear ETF,ok,2026-05-12,-0.03947820282152992,-0.010398254732092105,0.006329949625801801,-0.03789292089166485,2.535941623548745,69082355.79872131,"CEG,BWXT,CCJ,LEU,SMR,OKLO",-0.3955672963647898
XBI,biotech_small,SPDR Biotech ETF,ok,2026-05-12,0.0011874112215908283,0.00837140617520804,0.021658466825105416,0.07635238235064246,-1.3145602571881492,1080450524.9449158,"EXEL,INSM,CRSP,BEAM,EDIT",-0.40947742928200404
ITA,aerospace_defense,iShares U.S. Aerospace & Defense ETF,ok,2026-05-12,-0.0026550116772035004,0.046524606489445564,-0.03187147565292092,-0.03290478074195069,-0.9028268841515923,219853840.62194824,"RTX,LMT,NOC,GD,RKLB,KTOS,HWM",-0.5146672185678308
