leadership_theme,member_count,active_count_1d_gt_8pct,active_count_5d_gt_20pct,breadth_21d_positive,median_ret_5d,median_ret_21d,median_ret_63d,top_participation_score,top_bubble_climax_score,top_early_leadership_score,dollar_volume_20d_sum,top_tickers,leadership_state,leadership_score
memory_semiconductors,6,0,0,1.0,0.04535545780774941,0.4600961808065319,0.9535657038393442,2.033070282129471,1.2439494683834,2.5385825970637925,52872694207.72934,"MU,SNDK,STX,WDC,PSA,EXR",emerging_leader,2.6182414669722136
optical_networking_ai_infra,3,0,0,1.0,0.05947686904830207,0.20264645083232735,0.7685206395698552,1.6059616130018142,0.7763252729839807,1.9928964208455564,8742058939.331512,"COHR,CIEN,LITE",emerging_leader,1.8920417210150335
ai_compute_semiconductors,30,0,2,0.9666666666666667,0.010196576770774901,0.2024007989951857,0.28663162966316047,2.518587798845172,2.0172551010514406,3.2067138502474823,97728245303.09554,"AMD,UMC,QCOM,HIMX,MTSI,NVDA,TXN,ON",emerging_leader,1.7153929818333196
rare_earths_battery_materials,1,0,0,1.0,0.14134951715369715,0.14930312660288725,0.13279423065989038,1.271872876606033,1.8010846416642061,1.5089215895678767,185694027.4957657,TECK,emerging_leader,1.4951355492526854
software_ai_platforms,42,0,2,0.7142857142857143,0.004323523048290423,0.05942960670906383,-0.047376776969928425,1.9758282739086046,1.6938238803974088,2.3718815858749065,47845687436.43897,"AKAM,FTNT,PANW,CRWD,APP,ORCL,SNPS,CDNS",neutral,0.6705339665265682
software,62,2,2,0.5161290322580645,-0.003045033771163108,0.00731891824211095,-0.007769579695243556,1.7460312541635061,1.6356692375835737,1.8678168146164509,65033188697.51053,"FLEX,GLW,NBIX,AAPL,CSCO,GOOGL,P,EBAY",neutral,0.2726746060559862
space_launch,22,0,1,0.36363636363636365,0.029015336548042447,-0.035855435387445345,-0.06403300332897255,0.8714899946655786,0.9109382106228341,0.7613722095299166,13108103695.843306,"RKLB,HWM,BA,AXON,GE,DRS,GD,RTX",neutral,0.08440253234073272
medtech,58,0,1,0.39655172413793105,-0.004588902111605231,-0.03378310738722551,-0.07089022914091603,1.735358352860899,2.068258763555458,1.9006650529581122,33816852330.551476,"UNH,DVA,CVS,ELV,DOC,CI,LLY,SOLV",neutral,-0.06674945293297556
consumer,123,1,1,0.34146341463414637,-0.011731678021252967,-0.025948344186272343,-0.06330862718739616,1.640391236567383,2.1247065516906876,1.7809064765394862,64327974773.54585,"TSLA,HRB,SFM,PM,ARMK,PRMB,TXRH,MNST",neutral,-0.07233402658868765
industrial,113,0,1,0.4424778761061947,-0.009930193254926278,-0.012463338095516918,-0.04778235262388686,1.4172264707360176,1.119585215772669,1.763024348606392,33793754998.19503,"AAON,VRT,BE,FIX,URI,GWW,CMI,CAT",neutral,-0.11901655332076726
energy,99,0,0,0.494949494949495,-0.01054852286717789,-0.0009325079578597073,0.05041593356621066,0.8196699865295953,1.1009570578895744,0.8163610085319977,31938156702.009304,"FCX,CF,IFF,SCCO,CCI,NEM,KRC,EQIX",neutral,-0.2193661127987387
banking,124,0,0,0.45161290322580644,-0.01279971211561537,-0.00619720813265251,-0.04400543223613762,0.811373426277304,0.8395209438358509,0.9327788392861975,37177532331.72783,"CBOE,BEN,APO,GS,BLK,MS,IVZ,SEIC",neutral,-0.2641300801529984
power_grid_gas_turbine,10,0,0,0.5,-0.020609094149278417,0.03995013833091576,0.06650201636237207,0.5287220721138723,0.26797913814172697,0.6263488753545592,7485313746.256065,"PWR,NVT,GEV,NXT,GTLS,AEP,ETN,TLN",neutral,-0.47619807908561385
nuclear_power,4,0,0,0.75,0.01243910477557697,0.004207723425695531,0.013317619783422219,-0.0960302725383137,-0.25978264854955774,-0.15937105675176616,1642150691.3067293,"UEC,CCJ,CEG,BWXT",neutral,-0.4803028435991263
general,35,0,0,0.2857142857142857,-0.013921993774192343,-0.015471788313651924,0.02018130194978074,0.5213817047226028,0.5536763039648879,0.40250010468313746,12628346646.540283,"DIS,LYV,VZ,TMUS,AWK,EIX,NEE,EVRG",neutral,-0.5870790258955645
