ticker,source_etf,source_etf_theme,source_etf_label,etf_attention_score,ticker_in_scored_universe,ticker_participation_score,ticker_ret_5d,ticker_ret_21d,ticker_dollar_volume_20d,ticker_market_cap,ticker_name,combined_watch_score
MU,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,3.8857759658571185,0.19740706415660458,0.797121205638941,26733527352.261963,864498388088.3787,MICRON TECHNOLOGY INC,3.7131782352793548
MU,DRAM,memory_semiconductors,Roundhill Memory ETF,1.6949156233650362,True,3.8857759658571185,0.19740706415660458,0.797121205638941,26733527352.261963,864498388088.3787,MICRON TECHNOLOGY INC,3.6378036062935957
AMD,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,3.731742528342359,0.2618645392727186,0.8161893012169508,17145022068.88794,730981974390.665,ADVANCED MICRO DEVICES INC,3.636161516521975
MU,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.629579997618239,True,3.8857759658571185,0.19740706415660458,0.797121205638941,26733527352.261963,864498388088.3787,MICRON TECHNOLOGY INC,3.572467980546798
MU,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.6185494564755474,True,3.8857759658571185,0.19740706415660458,0.797121205638941,26733527352.261963,864498388088.3787,MICRON TECHNOLOGY INC,3.5614374394041066
AMD,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.629579997618239,True,3.731742528342359,0.2618645392727186,0.8161893012169508,17145022068.88794,730981974390.665,ADVANCED MICRO DEVICES INC,3.4954512617894187
AMD,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.6185494564755474,True,3.731742528342359,0.2618645392727186,0.8161893012169508,17145022068.88794,730981974390.665,ADVANCED MICRO DEVICES INC,3.484420720646727
QCOM,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,2.6629612699943,0.1273652860795922,0.6024839131048971,4867106948.935776,221666737426.7578,QUALCOMM INC,3.1017708873479455
SNDK,DRAM,memory_semiconductors,Roundhill Memory ETF,1.6949156233650362,True,2.6030025522744653,0.032496213512991146,0.524430466699475,18903811770.565186,215029293303.5381,SANDISK CORP,2.996416899502269
NVDA,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,2.3800744026144445,0.12356233475469147,0.16623528406608723,31370600438.386158,5404032030120.85,NVIDIA CORP,2.9603274536580177
QCOM,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.6185494564755474,True,2.6629612699943,0.1273652860795922,0.6024839131048971,4867106948.935776,221666737426.7578,QUALCOMM INC,2.9500300914726973
STX,DRAM,memory_semiconductors,Roundhill Memory ETF,1.6949156233650362,True,2.484231635019485,0.04901360235106589,0.5757480159532342,3296403773.555908,181356405992.4297,Seagate Technology,2.9370314408747786
NVDA,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.6185494564755474,True,2.3800744026144445,0.12356233475469147,0.16623528406608723,31370600438.386158,5404032030120.85,NVIDIA CORP,2.8085866577827696
WDC,DRAM,memory_semiconductors,Roundhill Memory ETF,1.6949156233650362,True,2.1478794906329752,0.05046636284209782,0.3957618949135888,3454493691.226654,168459941338.90356,WESTERN DIGITAL CORP,2.768855368681524
ON,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,1.7868132292630685,0.014025542681287417,0.46592516940812456,1307673523.325653,40801041454.208725,ON SEMICONDUCTOR CORP,2.6636968669823298
MRVL,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,1.5503508071226915,-0.0251851851851852,0.25285602571657906,3998555271.9544983,142457000000.0,MARVELL TECHNOLOGY INC,2.545465655912141
ON,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.629579997618239,True,1.7868132292630685,0.014025542681287417,0.46592516940812456,1307673523.325653,40801041454.208725,ON SEMICONDUCTOR CORP,2.522986612249773
ARM,SMH,semiconductors_broad,VanEck Semiconductor ETF,1.6185494564755474,True,1.7423438915652247,-0.004405277653121598,0.31945675690409847,2298592366.5844727,220811038055.41992,Arm Holdings,2.4897214022581595
MCHP,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,1.2964318483614818,-0.00792045473297076,0.32834796593400273,1077028723.8468552,52868653857.094345,MICROCHIP TECHNOLOGY INC,2.4185061765315363
MRVL,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.629579997618239,True,1.5503508071226915,-0.0251851851851852,0.25285602571657906,3998555271.9544983,142457000000.0,MARVELL TECHNOLOGY INC,2.404755401179585
AMAT,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,1.1037286145777214,0.04960811187252778,0.08963182027134287,2585017511.7774963,350134409912.1094,APPLIED MATERIAL INC,2.3221545596396562
MCHP,XSD,semiconductors_equal_weight,SPDR S&P Semiconductor ETF,1.629579997618239,True,1.2964318483614818,-0.00792045473297076,0.32834796593400273,1077028723.8468552,52868653857.094345,MICROCHIP TECHNOLOGY INC,2.27779592179898
AVGO,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,1.007060773504732,-0.018859972470195774,0.10414743329287357,8257958970.127106,1964839742797.852,BROADCOM INC,2.2738206391031617
LRCX,SOXX,semiconductors_broad,iShares Semiconductor ETF,1.7702902523507955,True,0.9378752560032646,0.04873097547594929,0.08199903602265968,2614996514.131851,361715143827.3926,LAM RESEARCH CORP,2.239227880352428
