alloc,cagr,sharpe,mdd,delta_cagr_pp,delta_sharpe
0.0,0.29103274924978284,1.6796093290461906,-0.10252898185861807,0.0,0.0
0.1,0.29198307830638215,1.739699933750637,-0.09227608367275622,0.09503290565993083,0.06009060470444627
0.2,0.292382385656897,1.7717833512600325,-0.08202318548689452,0.1349636407114163,0.09217402221384186
0.3,0.2922387444768786,1.7706577975826827,-0.07177028730103266,0.12059952270957464,0.09104846853649207
0.5,0.29035519727831516,1.6741716894528509,-0.07088478439421927,-0.06775519714676825,-0.00543763959333976
0.7,0.2863982659665181,1.5001900611273542,-0.07518889288300332,-0.46344832832647676,-0.17941926791883644
1.0,0.2767222009732022,1.22178461289722,-0.08236282822612838,-1.4310548276580626,-0.4578247161489706
