ticker,rebalance_date,p_entry_blend,label,month
WING,2022-10-31,0.2197070929457681,1,2022-10
ALNY,2022-10-31,0.12179568052476883,0,2022-10
MP,2022-10-31,0.12151215765082592,0,2022-10
LRCX,2022-10-31,0.10423395283213772,0,2022-10
DDOG,2022-10-31,0.10281365647817847,0,2022-10
SAIA,2022-10-31,0.09768092788021689,0,2022-10
AXON,2022-10-31,0.09070479815160906,1,2022-10
MEDP,2022-11-30,0.6065164221771076,0,2022-11
SAIA,2022-11-30,0.60188751853862,0,2022-11
DKS,2022-11-30,0.5448333972383752,0,2022-11
AMKR,2022-11-30,0.5420556194666323,0,2022-11
MTSI,2022-11-30,0.5376232949866747,0,2022-11
SFM,2022-11-30,0.5357626742680236,0,2022-11
LSCC,2022-11-30,0.5335455851555697,0,2022-11
INSP,2022-11-30,0.531316944123158,0,2022-11
LPX,2022-11-30,0.522242027629065,0,2022-11
AMG,2022-11-30,0.5151365597744184,0,2022-11
TTD,2022-12-30,0.5729824686942175,0,2022-12
MEDP,2022-12-30,0.5579387889227205,0,2022-12
INSP,2022-12-30,0.540238896029666,0,2022-12
DKS,2022-12-30,0.5322302827786756,0,2022-12
LSCC,2022-12-30,0.5092276153531605,0,2022-12
CELH,2022-12-30,0.5032482359041497,0,2022-12
ARES,2022-12-30,0.5006507185784324,0,2022-12
SFM,2022-12-30,0.49999668022313903,1,2022-12
MP,2022-12-30,0.49968714065603254,0,2022-12
INSM,2022-12-30,0.4973858815581918,0,2022-12
SAIA,2023-01-31,0.7468964039066445,0,2023-01
LAD,2023-01-31,0.6108282730756512,0,2023-01
AMKR,2023-01-31,0.5823644228488223,0,2023-01
MEDP,2023-01-31,0.5742592888958638,0,2023-01
BLD,2023-01-31,0.5692213442403797,0,2023-01
MTSI,2023-01-31,0.5669875790026425,0,2023-01
SFM,2023-01-31,0.5652406732569976,1,2023-01
MTDR,2023-01-31,0.5572436849083694,0,2023-01
INSP,2023-01-31,0.5506886047378474,0,2023-01
MKTX,2023-01-31,0.5395014175570378,0,2023-01
ONTO,2023-02-28,0.7275941005860873,0,2023-02
USFD,2023-02-28,0.5641910512528835,0,2023-02
LRCX,2023-02-28,0.5533967773063191,0,2023-02
FTAI,2023-02-28,0.5424082307468726,0,2023-02
TDC,2023-02-28,0.5146257321164855,0,2023-02
BLDR,2023-02-28,0.5145917225109228,0,2023-02
SSD,2023-02-28,0.5116414570166938,0,2023-02
MPWR,2023-02-28,0.5116029188245864,0,2023-02
ANET,2023-02-28,0.5068711237539701,1,2023-02
FSLR,2023-02-28,0.5011822016739614,0,2023-02
DKS,2023-03-31,0.6022150037507126,0,2023-03
FTAI,2023-03-31,0.5972263536780097,0,2023-03
BLD,2023-03-31,0.5675125555832604,0,2023-03
LRCX,2023-03-31,0.565136461461365,0,2023-03
EVR,2023-03-31,0.5544609266382929,0,2023-03
MEDP,2023-03-31,0.5389951080687296,0,2023-03
TDC,2023-03-31,0.5358317164212125,0,2023-03
WSM,2023-03-31,0.5317273300303748,0,2023-03
NOW,2023-03-31,0.5263706909058486,0,2023-03
USFD,2023-03-31,0.5250603030406868,0,2023-03
DKS,2023-04-28,0.5838236767667334,0,2023-04
EQT,2023-04-28,0.5555288820446062,0,2023-04
DINO,2023-04-28,0.5534792205336302,0,2023-04
THC,2023-04-28,0.5323216262696974,0,2023-04
TRGP,2023-04-28,0.5200047134508556,0,2023-04
MTDR,2023-04-28,0.5178948520314344,0,2023-04
WSM,2023-04-28,0.5176787810403949,0,2023-04
CHRD,2023-04-28,0.5136253340593127,0,2023-04
DVN,2023-04-28,0.5101677908215327,0,2023-04
FCNCA,2023-04-28,0.509003334250343,0,2023-04
ONTO,2023-05-31,0.5326468331989006,0,2023-05
CHRD,2023-05-31,0.4915050616889606,0,2023-05
TRGP,2023-05-31,0.380304067755958,0,2023-05
MPWR,2023-05-31,0.3179456786143273,0,2023-05
MP,2023-05-31,0.2737203097635657,0,2023-05
FTAI,2023-05-31,0.1961768011922233,0,2023-05
ANET,2023-05-31,0.17904291975323003,1,2023-05
MTSI,2023-05-31,0.17669327879140376,0,2023-05
BLDR,2023-05-31,0.15969816707846468,0,2023-05
MOS,2023-05-31,0.10507410618569783,0,2023-05
EQT,2023-06-30,0.5934402157632371,0,2023-06
ONTO,2023-06-30,0.577506603299481,0,2023-06
WMS,2023-06-30,0.5486567681806372,0,2023-06
MTDR,2023-06-30,0.5293153528422176,0,2023-06
MP,2023-06-30,0.5283649057386761,0,2023-06
WFRD,2023-06-30,0.5220847024764764,0,2023-06
EXE,2023-06-30,0.5058948789849281,0,2023-06
LPX,2023-06-30,0.5038912536985986,0,2023-06
TRGP,2023-06-30,0.5031953543248329,0,2023-06
CHRD,2023-06-30,0.5008055420757198,0,2023-06
SAIA,2023-07-31,0.6537546273746304,0,2023-07
ONTO,2023-07-31,0.6371280143861348,0,2023-07
DPZ,2023-07-31,0.5926482369834419,0,2023-07
HALO,2023-07-31,0.5566535999079217,0,2023-07
MTDR,2023-07-31,0.5484882327556426,0,2023-07
WFRD,2023-07-31,0.5440243820178432,0,2023-07
EQT,2023-07-31,0.5384467875360294,0,2023-07
THC,2023-07-31,0.5323183819106008,0,2023-07
MEDP,2023-07-31,0.5235226547120122,0,2023-07
BLD,2023-07-31,0.5234957590411655,0,2023-07
BLD,2023-08-31,0.6119386328058162,0,2023-08
SAIA,2023-08-31,0.5999114282341922,0,2023-08
CELH,2023-08-31,0.5982917966914556,0,2023-08
HALO,2023-08-31,0.5470613660840572,0,2023-08
WMS,2023-08-31,0.5450413523686223,0,2023-08
EQT,2023-08-31,0.5373211241954443,0,2023-08
LAD,2023-08-31,0.5265284233043782,0,2023-08
WFRD,2023-08-31,0.5177188118276885,0,2023-08
MTDR,2023-08-31,0.5158523956878842,0,2023-08
CACC,2023-08-31,0.5149822554567457,0,2023-08
WSM,2023-09-29,0.5060904438281926,0,2023-09
FSLR,2023-09-29,0.49715052019252187,0,2023-09
WH,2023-09-29,0.4894607707788668,0,2023-09
DKS,2023-09-29,0.48249300056291183,0,2023-09
MEDP,2023-09-29,0.4660260164991774,0,2023-09
LPX,2023-09-29,0.450510631294627,0,2023-09
EQT,2023-09-29,0.4453478325511684,0,2023-09
CHRW,2023-09-29,0.4417020445868153,0,2023-09
TNL,2023-09-29,0.4213876476249221,0,2023-09
PEG,2023-09-29,0.4172875999726121,0,2023-09
BBWI,2023-10-31,0.534578941290842,0,2023-10
DKS,2023-10-31,0.5084882810464917,0,2023-10
MEDP,2023-10-31,0.5046821258750576,0,2023-10
WSM,2023-10-31,0.5012306310938565,0,2023-10
TPR,2023-10-31,0.49302023511647325,0,2023-10
BYD,2023-10-31,0.4917681671752482,0,2023-10
SAIC,2023-10-31,0.4911707393334471,0,2023-10
RBC,2023-10-31,0.4868826256988229,0,2023-10
CE,2023-10-31,0.48272986344523416,0,2023-10
ORLY,2023-10-31,0.4827034576306926,0,2023-10
CACC,2023-11-30,0.5306948811208146,0,2023-11
DKS,2023-11-30,0.5246040339352168,0,2023-11
AMKR,2023-11-30,0.5219501485985482,0,2023-11
CELH,2023-11-30,0.5202967102342306,0,2023-11
MTDR,2023-11-30,0.5146589190346301,0,2023-11
MEDP,2023-11-30,0.512556999521323,0,2023-11
SRPT,2023-11-30,0.5061677147450725,0,2023-11
GEN,2023-11-30,0.5011843852272003,0,2023-11
KNSL,2023-11-30,0.5008998407303393,0,2023-11
FHN,2023-11-30,0.4997001542450967,0,2023-11
DKS,2023-12-29,0.589517152676375,0,2023-12
CACC,2023-12-29,0.5518111583176771,0,2023-12
MTDR,2023-12-29,0.5456880145328913,0,2023-12
DDS,2023-12-29,0.5391846997059587,0,2023-12
CELH,2023-12-29,0.523146898901855,0,2023-12
LPX,2023-12-29,0.5132588566441442,0,2023-12
TPR,2023-12-29,0.5081022179068003,0,2023-12
SRPT,2023-12-29,0.5069365536803775,0,2023-12
EWBC,2023-12-29,0.5044428374482299,0,2023-12
KNSL,2023-12-29,0.5017670582413642,0,2023-12
DKS,2024-01-31,0.5474543635108717,0,2024-01
SMCI,2024-01-31,0.5358553510944327,0,2024-01
DDS,2024-01-31,0.5248329106670213,0,2024-01
CACC,2024-01-31,0.5154901998009305,0,2024-01
DUOL,2024-01-31,0.5013430416884987,0,2024-01
SRPT,2024-01-31,0.5003355900068627,0,2024-01
ASH,2024-01-31,0.5000172989277157,0,2024-01
DLB,2024-01-31,0.4996200509399342,0,2024-01
KNSL,2024-01-31,0.4995560899053116,0,2024-01
FSLR,2024-01-31,0.4965757539822105,0,2024-01
INSP,2024-02-29,0.5637870149299357,0,2024-02
CROX,2024-02-29,0.5613196585235934,0,2024-02
TPR,2024-02-29,0.5566975382355082,0,2024-02
DKS,2024-02-29,0.516199250220693,0,2024-02
LFUS,2024-02-29,0.5142431339576063,0,2024-02
SRPT,2024-02-29,0.5141681147095302,0,2024-02
TNL,2024-02-29,0.5122862332655613,0,2024-02
PR,2024-02-29,0.5099444933085158,0,2024-02
CACC,2024-02-29,0.5054728941841812,0,2024-02
LSCC,2024-02-29,0.5053740192700017,0,2024-02
CROX,2024-03-28,0.5284216371586504,0,2024-03
MTZ,2024-03-28,0.5185370852820879,0,2024-03
TPR,2024-03-28,0.5140272215279864,0,2024-03
PSTG,2024-03-28,0.5078888736429263,0,2024-03
LFUS,2024-03-28,0.5063894972905345,0,2024-03
PR,2024-03-28,0.5042866135300994,0,2024-03
DKS,2024-03-28,0.5002429274653608,0,2024-03
PEG,2024-03-28,0.5001308973743533,0,2024-03
IRDM,2024-03-28,0.4984375279098573,0,2024-03
NFG,2024-03-28,0.4967183076158619,0,2024-03
FOUR,2024-04-30,0.5475981717613482,0,2024-04
DV,2024-04-30,0.5401394461814186,0,2024-04
CROX,2024-04-30,0.5267442437923342,0,2024-04
DKS,2024-04-30,0.5163235007413198,0,2024-04
LFUS,2024-04-30,0.5140536492760367,0,2024-04
HALO,2024-04-30,0.5089077236473288,0,2024-04
MTZ,2024-04-30,0.507151821314039,0,2024-04
PR,2024-04-30,0.5061877377280093,0,2024-04
NFG,2024-04-30,0.504361004733833,0,2024-04
OLN,2024-04-30,0.5017449928547486,0,2024-04
CROX,2024-05-31,0.5216057336117511,0,2024-05
FSLR,2024-05-31,0.5108356209420859,0,2024-05
CHRW,2024-05-31,0.4966667395256566,0,2024-05
WCC,2024-05-31,0.49473009918323396,0,2024-05
DECK,2024-05-31,0.48779008610737556,0,2024-05
GL,2024-05-31,0.48734745811988767,0,2024-05
JBL,2024-05-31,0.4872546841542139,0,2024-05
LFUS,2024-05-31,0.467076581887761,0,2024-05
FOUR,2024-05-31,0.45559269944758807,0,2024-05
OGE,2024-05-31,0.4473778860018379,0,2024-05
INSP,2024-06-28,0.5690869452979808,0,2024-06
TPL,2024-06-28,0.5648245538520572,0,2024-06
JBL,2024-06-28,0.5444636006729912,0,2024-06
HALO,2024-06-28,0.5354387437513864,0,2024-06
ALNY,2024-06-28,0.5134709568006182,0,2024-06
PR,2024-06-28,0.5105802994015518,0,2024-06
WFRD,2024-06-28,0.5051809768360408,0,2024-06
WCC,2024-06-28,0.5043296693926509,0,2024-06
MTDR,2024-06-28,0.5028184920028216,0,2024-06
LFUS,2024-06-28,0.502048064157803,0,2024-06
KNSL,2024-07-31,0.5679154535731014,0,2024-07
FOUR,2024-07-31,0.5536404566754962,0,2024-07
CRUS,2024-07-31,0.5368297191267799,0,2024-07
VMI,2024-07-31,0.5291088720598415,0,2024-07
TNL,2024-07-31,0.5243414793395166,0,2024-07
FCN,2024-07-31,0.5212824049349456,0,2024-07
COLB,2024-07-31,0.5157716214951282,0,2024-07
LSCC,2024-07-31,0.5122045170052789,0,2024-07
SRPT,2024-07-31,0.5085217535836991,0,2024-07
BYD,2024-07-31,0.5076621220955253,0,2024-07
PEN,2024-08-30,0.5315714776530841,0,2024-08
FOUR,2024-08-30,0.5307526007213288,0,2024-08
HALO,2024-08-30,0.5241676006010811,0,2024-08
INSP,2024-08-30,0.5233222016783826,0,2024-08
FCN,2024-08-30,0.5161564471880973,0,2024-08
SAIA,2024-08-30,0.5096348499229866,0,2024-08
MGM,2024-08-30,0.5064848070064716,0,2024-08
ALNY,2024-08-30,0.5035544199031511,0,2024-08
CHRW,2024-08-30,0.502415442230563,0,2024-08
APPF,2024-08-30,0.4999746140030965,0,2024-08
CNM,2024-09-30,0.6066093595090918,0,2024-09
LAD,2024-09-30,0.5979347369591224,0,2024-09
FOUR,2024-09-30,0.5395943669954186,0,2024-09
SAIA,2024-09-30,0.5354413145703341,0,2024-09
WFRD,2024-09-30,0.5326421579733449,0,2024-09
CRUS,2024-09-30,0.5317513103324945,0,2024-09
INSP,2024-09-30,0.5294625890977342,0,2024-09
FCN,2024-09-30,0.5285640605019463,0,2024-09
AAON,2024-09-30,0.5262656600914543,0,2024-09
NEU,2024-09-30,0.5239646647074392,0,2024-09
FOUR,2024-10-31,0.5270820183143354,0,2024-10
TPL,2024-10-31,0.5033973082512458,0,2024-10
ELF,2024-10-31,0.48885600318114025,0,2024-10
ADT,2024-10-31,0.47579744212385106,0,2024-10
CART,2024-10-31,0.4668226251607449,0,2024-10
AVT,2024-10-31,0.44406053942408386,0,2024-10
GL,2024-10-31,0.43145528697365076,0,2024-10
TAP,2024-10-31,0.3914071088408046,0,2024-10
LW,2024-10-31,0.38405424315244974,0,2024-10
GAP,2024-10-31,0.3137480700227762,0,2024-10
DKS,2024-11-29,0.4942013002522923,0,2024-11
PEN,2024-11-29,0.3329990216828827,0,2024-11
ACM,2024-11-29,0.285191226874449,0,2024-11
DRI,2024-11-29,0.23656792086580122,0,2024-11
CNM,2024-11-29,0.23635317753165555,0,2024-11
SAIA,2024-11-29,0.20828809531550213,0,2024-11
IONS,2024-11-29,0.15008584164953823,0,2024-11
LW,2024-11-29,0.13406371639683026,0,2024-11
SAIC,2024-11-29,0.1001726840798214,0,2024-11
DKNG,2024-11-29,0.06095636308471886,0,2024-11
WFRD,2024-12-31,0.5652690841018879,0,2024-12
PR,2024-12-31,0.5191692319671808,0,2024-12
PEN,2024-12-31,0.5164265100630294,0,2024-12
TPL,2024-12-31,0.5152989958052264,0,2024-12
EQT,2024-12-31,0.5067479535766785,0,2024-12
DINO,2024-12-31,0.5043238337697542,0,2024-12
EXE,2024-12-31,0.4996151749383793,0,2024-12
MTDR,2024-12-31,0.49949396463207885,0,2024-12
CNM,2024-12-31,0.49778758558299874,0,2024-12
VNOM,2024-12-31,0.4954420386970553,0,2024-12
KNSL,2025-01-31,0.5688531604914934,0,2025-01
CNM,2025-01-31,0.5657298704645294,0,2025-01
WFRD,2025-01-31,0.5286415890556735,0,2025-01
TPL,2025-01-31,0.5228508263261854,0,2025-01
LW,2025-01-31,0.5140190501145911,0,2025-01
PEN,2025-01-31,0.5113113913671633,0,2025-01
CE,2025-01-31,0.5109884946700387,0,2025-01
OLN,2025-01-31,0.510151853229461,0,2025-01
EQT,2025-01-31,0.5077778113123427,0,2025-01
PR,2025-01-31,0.5071652109671916,0,2025-01
INSP,2025-02-28,0.5137845685439376,0,2025-02
WSO,2025-02-28,0.32612511233534863,0,2025-02
WING,2025-02-28,0.23169395223892,0,2025-02
MEDP,2025-02-28,0.1966573322236251,0,2025-02
PCOR,2025-02-28,0.15779187274474066,0,2025-02
GAP,2025-02-28,0.12164767806495838,0,2025-02
CNM,2025-02-28,0.12127228407080763,0,2025-02
WFRD,2025-02-28,0.11947093659506841,0,2025-02
AAON,2025-02-28,0.11077118944926662,0,2025-02
SRPT,2025-02-28,0.0981281984558658,0,2025-02
PR,2025-03-31,0.37703037848832865,0,2025-03
CXT,2025-03-31,0.3678540545026363,0,2025-03
CHRD,2025-03-31,0.27688290641688557,0,2025-03
FANG,2025-03-31,0.2510245231237411,0,2025-03
PCOR,2025-03-31,0.2503509402463806,0,2025-03
WSO,2025-03-31,0.24752475889452652,0,2025-03
WING,2025-03-31,0.13985673101750895,0,2025-03
GAP,2025-03-31,0.13301287548320423,0,2025-03
INSP,2025-03-31,0.13150459748104892,0,2025-03
NEU,2025-03-31,0.12966270839366817,0,2025-03
PCOR,2025-04-30,0.7086008467775332,0,2025-04
GAP,2025-04-30,0.690195883166739,0,2025-04
INSP,2025-04-30,0.602317909561643,0,2025-04
HALO,2025-04-30,0.5598904581198403,0,2025-04
LFUS,2025-04-30,0.5490436831725207,0,2025-04
RRX,2025-04-30,0.5390317663876024,0,2025-04
MEDP,2025-04-30,0.5359011488805863,0,2025-04
OLLI,2025-04-30,0.5259397913261453,0,2025-04
WING,2025-04-30,0.5247684315179628,0,2025-04
APPF,2025-04-30,0.5211381589981874,0,2025-04
HALO,2025-05-30,0.7134605462546757,0,2025-05
PCOR,2025-05-30,0.6608853682524677,0,2025-05
WING,2025-05-30,0.6417043396254758,0,2025-05
INSP,2025-05-30,0.5778501158610062,0,2025-05
DKS,2025-05-30,0.5625504168093175,0,2025-05
GAP,2025-05-30,0.5609486254230864,0,2025-05
LFUS,2025-05-30,0.546201546390975,0,2025-05
OLLI,2025-05-30,0.5335637694519769,0,2025-05
FTI,2025-05-30,0.5332796540138522,0,2025-05
PR,2025-05-30,0.5322270149155885,0,2025-05
CNM,2025-06-30,0.7182039913364546,0,2025-06
AAON,2025-06-30,0.6404505616334986,0,2025-06
MTDR,2025-06-30,0.6050111215633045,0,2025-06
WING,2025-06-30,0.5957374967911739,0,2025-06
PCOR,2025-06-30,0.5831025376032238,0,2025-06
MGM,2025-06-30,0.5770872693955428,0,2025-06
SAIA,2025-06-30,0.5701827913474766,0,2025-06
GAP,2025-06-30,0.5608006674169554,0,2025-06
PEGA,2025-06-30,0.5588173106118659,0,2025-06
INSP,2025-06-30,0.5487983732801984,0,2025-06
DKNG,2025-07-31,0.2574216276720936,0,2025-07
AAON,2025-07-31,0.1843865415056079,0,2025-07
IOT,2025-07-31,0.18140597861544538,0,2025-07
GAP,2025-07-31,0.14671711142688104,0,2025-07
FTI,2025-07-31,0.1410036591096541,0,2025-07
PCOR,2025-07-31,0.12768470544999463,0,2025-07
MEDP,2025-07-31,0.12224236336720276,0,2025-07
MTDR,2025-07-31,0.10960251199532765,0,2025-07
WEX,2025-07-31,0.09945274382556016,0,2025-07
BROS,2025-07-31,0.08971568297113665,0,2025-07
AAON,2025-08-29,0.6963333282147406,0,2025-08
MEDP,2025-08-29,0.6821536120434373,0,2025-08
WING,2025-08-29,0.6623457266668398,0,2025-08
PCOR,2025-08-29,0.6368329715439103,0,2025-08
APPF,2025-08-29,0.6335905887167312,0,2025-08
HALO,2025-08-29,0.60513346709603,0,2025-08
GAP,2025-08-29,0.5978778007415274,0,2025-08
BLD,2025-08-29,0.5499300023895762,0,2025-08
LW,2025-08-29,0.5474405047303199,0,2025-08
RRX,2025-08-29,0.5464771425895306,0,2025-08
AAON,2025-09-30,0.6904238176333521,0,2025-09
MEDP,2025-09-30,0.5632576007638324,0,2025-09
HALO,2025-09-30,0.542931118333518,0,2025-09
APPF,2025-09-30,0.5428481681873386,0,2025-09
RRX,2025-09-30,0.5348242568414894,0,2025-09
FTAI,2025-09-30,0.5327453370261009,0,2025-09
FOUR,2025-09-30,0.5200513688048537,0,2025-09
UTHR,2025-09-30,0.5194427187474413,0,2025-09
CIEN,2025-09-30,0.5078242267921025,0,2025-09
PVH,2025-09-30,0.5017133866825086,0,2025-09
DINO,2025-10-31,0.5625806225214584,0,2025-10
FOUR,2025-10-31,0.5394895203249933,0,2025-10
LW,2025-10-31,0.5365666247863126,0,2025-10
RRX,2025-10-31,0.5343667067785557,0,2025-10
HALO,2025-10-31,0.5292205187441713,0,2025-10
AAON,2025-10-31,0.5233791720908795,0,2025-10
MEDP,2025-10-31,0.5215117614110537,0,2025-10
UWMC,2025-10-31,0.5201436674282379,0,2025-10
DVN,2025-10-31,0.5199256191494552,0,2025-10
DAL,2025-10-31,0.5195349813384355,0,2025-10
LW,2025-11-28,0.585260519318508,0,2025-11
MEDP,2025-11-28,0.5652833029686701,0,2025-11
DAL,2025-11-28,0.5276527713969056,0,2025-11
FOUR,2025-11-28,0.5203346683925776,0,2025-11
GMED,2025-11-28,0.516470379104048,0,2025-11
GAP,2025-11-28,0.5155677452752382,0,2025-11
FTAI,2025-11-28,0.5038318546053384,0,2025-11
PVH,2025-11-28,0.4998197868133036,0,2025-11
UTHR,2025-11-28,0.49948674107663577,0,2025-11
FWONK,2025-11-28,0.498765185001103,0,2025-11
DAL,2025-12-31,0.5473808474823986,0,2025-12
PVH,2025-12-31,0.504007381240733,0,2025-12
SNDR,2025-12-31,0.5003736951434227,0,2025-12
FWONK,2025-12-31,0.4997854083414568,0,2025-12
LW,2025-12-31,0.49671402598646813,0,2025-12
OZK,2025-12-31,0.49094887700293466,0,2025-12
DKS,2025-12-31,0.4786352782561011,0,2025-12
FTAI,2025-12-31,0.47122865853195756,0,2025-12
SJM,2025-12-31,0.46746053834866286,0,2025-12
FOUR,2025-12-31,0.4648163190209021,0,2025-12
DAL,2026-01-30,0.5223021346368434,0,2026-01
PVH,2026-01-30,0.508723010182112,0,2026-01
ONTO,2026-01-30,0.5072710740634878,0,2026-01
ACI,2026-01-30,0.501550223605863,0,2026-01
AVT,2026-01-30,0.5014243541142908,0,2026-01
FWONK,2026-01-30,0.5000238512599051,0,2026-01
SNDR,2026-01-30,0.49966555448722827,0,2026-01
RS,2026-01-30,0.4987704661817741,0,2026-01
WSO,2026-01-30,0.496198425378422,0,2026-01
NUE,2026-01-30,0.47149548159120597,0,2026-01
ENTG,2026-02-27,0.5073026207577116,0,2026-02
PVH,2026-02-27,0.5009122392277339,0,2026-02
BAH,2026-02-27,0.47096590528152876,0,2026-02
PR,2026-02-27,0.4570680383995439,0,2026-02
RS,2026-02-27,0.4521936549306469,0,2026-02
ONTO,2026-02-27,0.4427118710050852,0,2026-02
TPL,2026-02-27,0.43366841633117037,0,2026-02
SNDR,2026-02-27,0.39544801226684834,0,2026-02
RGLD,2026-02-27,0.3950322841377266,0,2026-02
NFG,2026-02-27,0.3595830255876253,0,2026-02
BAH,2026-03-31,0.5195944786581609,0,2026-03
BROS,2026-03-31,0.5193926513007487,0,2026-03
GMED,2026-03-31,0.5111357224251205,0,2026-03
PVH,2026-03-31,0.5063443422624492,0,2026-03
POOL,2026-03-31,0.5030462282622554,0,2026-03
SNDR,2026-03-31,0.4745410149690623,0,2026-03
ACI,2026-03-31,0.47215143403253823,0,2026-03
PEG,2026-03-31,0.4635075299177794,0,2026-03
NFG,2026-03-31,0.4629554637163959,0,2026-03
MASI,2026-03-31,0.44300497956664314,0,2026-03
BROS,2026-04-20,0.6551382823885017,0,2026-04
GAP,2026-04-20,0.5801440693684266,0,2026-04
ALK,2026-04-20,0.5734711099932494,0,2026-04
GMED,2026-04-20,0.5538945904136491,0,2026-04
HALO,2026-04-20,0.5513952980637498,0,2026-04
PRMB,2026-04-20,0.5287340705816554,0,2026-04
RBLX,2026-04-20,0.5211078651667678,0,2026-04
HLNE,2026-04-20,0.5152391869385766,0,2026-04
MASI,2026-04-20,0.5112329274809464,0,2026-04
NTRA,2026-04-20,0.5109945145721051,0,2026-04
